#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.cda;nl.p.cu;nl.p.d66;nl.p.gl;nl.p.groeplazrak;nl.p.groepnawijn;nl.p.groepwilders;nl.p.lpf;nl.p.osf;nl.p.pvda;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;2004-2005;37;2004-12-21;29800-A;37;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-A-37.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2521-2522.1.44.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2521-2522?view=html#nl.proc.ob.d.h-tk-20042005-2521-2522.1.44.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2521-2522.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;Van der Staaij;nl.m.02252;;;motie-Van der Staaij c.s. (29800-A, nr. 37)
commons;2004-2005;37;2004-12-21;29800-A;36;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-A-36.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2521-2522.1.41.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2521-2522?view=html#nl.proc.ob.d.h-tk-20042005-2521-2522.1.41.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2521-2522.html;no;aye;aye;aye;aye;;no;no;;aye;aye;aye;no;Slob;nl.m.01639;Van der Staaij;nl.m.02252;motie-Slob/Van der Staaij (29800-A, nr. 36)
commons;2004-2005;37;2004-12-21;29800-A;35;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-A-35.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2521-2522.1.38.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2521-2522?view=html#nl.proc.ob.d.h-tk-20042005-2521-2522.1.38.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2521-2522.html;no;aye;no;aye;aye;;no;no;;aye;no;aye;no;Duyvendak;nl.m.02307;Dijksma;nl.m.02510;motie-Duyvendak/Dijksma (29800-A, nr. 35)
commons;2004-2005;37;2004-12-21;27482:,27216;103;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27482:,27216-103.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2523-2524.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2523-2524?view=html#nl.proc.ob.d.h-tk-20042005-2523-2524.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2523-2524.html;no;aye;no;aye;aye;;no;no;;aye;aye;aye;no;Duyvendak;nl.m.02307;;;motie-Duyvendak (27482, 27216, nr. 103)
commons;2004-2005;37;2004-12-21;27482:,27216;104;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27482:,27216-104.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2523-2524.1.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2523-2524?view=html#nl.proc.ob.d.h-tk-20042005-2523-2524.1.17.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2523-2524.html;no;aye;no;aye;aye;;no;no;;aye;no;aye;no;Duyvendak;nl.m.02307;;;motie-Duyvendak (27482, 27216, nr. 104)
commons;2004-2005;37;2004-12-21;26448;178;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26448-178.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2525-2525.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2525-2525?view=html#nl.proc.ob.d.h-tk-20042005-2525-2525.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2525-2525.html;no;aye;no;aye;aye;;no;no;;aye;no;aye;no;De Wit;nl.m.02940;Vendrik;nl.m.02245;de motie-De Wit/Vendrik over een opdracht aan het UWV om WAO-beslissingen vanaf 1-1-2002 te heroverwegen ( 26448, nr. 178)
commons;2004-2005;37;2004-12-21;26448;176;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26448-176.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2525-2525.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2525-2525?view=html#nl.proc.ob.d.h-tk-20042005-2525-2525.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2525-2525.html;no;aye;no;aye;aye;;no;no;;aye;no;aye;no;Bussemaker;nl.m.02251;;;de motie-Bussemaker c.s. over het stopzetten van de herkeuringen tot het Claimbeoordeling- en borgingsysteem op orde is ( 26448, nr. 176)
commons;2004-2005;37;2004-12-21;20;272;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-20-272.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2524-2525.1.7.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2524-2525?view=html#nl.proc.ob.d.h-tk-20042005-2524-2525.1.7.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2524-2525.html;no;aye;no;no;no;;aye;aye;;no;aye;no;no;Wilders;nl.m.02258;Herben;nl.m.02353;de motie-Wilders/Herben over de handelwijze van de regering m.b.t. Turkije ( 21501-20, nr. 272)
commons;2004-2005;37;2004-12-21;20;271;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-20-271.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2524-2525.1.7.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2524-2525?view=html#nl.proc.ob.d.h-tk-20042005-2524-2525.1.7.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2524-2525.html;no;no;no;aye;aye;;no;no;;aye;no;aye;no;Duyvendak;nl.m.02307;;;de motie-Duyvendak c.s. over EU-wijde referenda ( 21501-20, nr. 271)
commons;2004-2005;37;2004-12-21;20;270;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-20-270.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2524-2525.1.7.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2524-2525?view=html#nl.proc.ob.d.h-tk-20042005-2524-2525.1.7.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2524-2525.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;Rouvoet;nl.m.02541;;;de motie-Rouvoet c.s. over het aan de orde stellen van de Armeense genocide binnen het kader van de dialoog met Turkije ( 21501-20, nr. 270)
commons;2004-2005;37;2004-12-21;20;269;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-20-269.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2524-2525.1.6.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2524-2525?view=html#nl.proc.ob.d.h-tk-20042005-2524-2525.1.6.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2524-2525.html;no;aye;no;no;no;;aye;aye;;no;aye;no;no;Rouvoet;nl.m.02541;Van der Staaij houdende afwijzing van de uitkomsten van de Europese Raad op het punt van de start van de onderhandelingen met Turkije;;de motie-Rouvoet/Van der Staaij houdende afwijzing van de uitkomsten van de Europese Raad op het punt van de start van de onderhandelingen met Turkije ( 21501-20, nr. 269)
commons;2004-2005;37;2004-12-21;27482:,27216;111;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27482:,27216-111.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2523-2524.1.35.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2523-2524?view=html#nl.proc.ob.d.h-tk-20042005-2523-2524.1.35.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2523-2524.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;Hofstra;nl.m.02566;;;motie-Hofstra c.s. (27482, 27216, nr. 111)
commons;2004-2005;37;2004-12-21;27482:,27216;110;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27482:,27216-110.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2523-2524.1.32.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2523-2524?view=html#nl.proc.ob.d.h-tk-20042005-2523-2524.1.32.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2523-2524.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;Dijksma;nl.m.02510;;;motie-Dijksma c.s. (27482, 27216, nr. 110)
commons;2004-2005;37;2004-12-21;27482:,27216;109;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27482:,27216-109.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2523-2524.1.29.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2523-2524?view=html#nl.proc.ob.d.h-tk-20042005-2523-2524.1.29.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2523-2524.html;no;aye;aye;aye;aye;;aye;no;;aye;aye;aye;aye;Van der Staaij;nl.m.02252;;;motie-Van der Staaij c.s. (27482, 27216, nr. 109)
commons;2004-2005;37;2004-12-21;27482:,27216;107;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27482:,27216-107.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2523-2524.1.26.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2523-2524?view=html#nl.proc.ob.d.h-tk-20042005-2523-2524.1.26.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2523-2524.html;no;aye;no;aye;no;;no;no;;no;aye;aye;no;Gerkens;nl.m.02326;Duyvendak;nl.m.02307;motie-Gerkens/Duyvendak (27482, 27216, nr. 107)
commons;2004-2005;37;2004-12-21;27482:,27216;106;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27482:,27216-106.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2523-2524.1.23.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2523-2524?view=html#nl.proc.ob.d.h-tk-20042005-2523-2524.1.23.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2523-2524.html;no;no;no;aye;no;;no;no;;no;no;aye;no;Gerkens;nl.m.02326;;;motie-Gerkens (27482, 27216, nr. 106)
commons;2004-2005;37;2004-12-21;27482:,27216;105;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27482:,27216-105.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2523-2524.1.20.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2523-2524?view=html#nl.proc.ob.d.h-tk-20042005-2523-2524.1.20.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2523-2524.html;no;aye;no;aye;aye;;no;no;;aye;no;aye;no;Gerkens;nl.m.02326;;;motie-Gerkens (27482, 27216, nr. 105)
commons;2004-2005;37;2004-12-21;29800-A;33;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-A-33.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2521-2522.1.35.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2521-2522?view=html#nl.proc.ob.d.h-tk-20042005-2521-2522.1.35.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2521-2522.html;no;aye;aye;aye;aye;;no;no;;aye;aye;aye;no;Van der Ham;nl.m.02317;Gerkens;nl.m.02326;motie-Van der Ham/Gerkens (29800-A, nr. 33)
commons;2004-2005;37;2004-12-21;29800-A;32;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-A-32.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2521-2522.1.32.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2521-2522?view=html#nl.proc.ob.d.h-tk-20042005-2521-2522.1.32.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2521-2522.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;Van der Ham;nl.m.02317;;;motie-Van der Ham c.s. (29800-A, nr. 32)
commons;2004-2005;37;2004-12-21;29800-A;31;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-A-31.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2521-2522.1.29.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2521-2522?view=html#nl.proc.ob.d.h-tk-20042005-2521-2522.1.29.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2521-2522.html;no;aye;aye;aye;aye;;no;no;;aye;aye;aye;no;Gerkens;nl.m.02326;;;motie-Gerkens (29800-A, nr. 31)
commons;2004-2005;37;2004-12-21;29817;3;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29817-3.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2520-2520-2.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2520-2520-2?view=html#nl.proc.ob.d.h-tk-20042005-2520-2520-2.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2520-2520-2.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;Bussemaker;nl.m.02251;;;de motie-Bussemaker c.s. over structurele compensatie voor afschaffing van de SPAK ( 29817, nr. 3)
commons;2004-2005;37;2004-12-21;29817;2;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29817-2.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2520-2520-2.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2520-2520-2?view=html#nl.proc.ob.d.h-tk-20042005-2520-2520-2.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2520-2520-2.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;Weekers;nl.m.02247;;;de motie-Weekers c.s. over onderzoek naar de kostenstructuur van en het huidige en toekomstige beroep op de WSW ( 29817, nr. 2)
commons;2004-2005;37;2004-12-21;29814;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29814;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2520-2520-1.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2520-2520-1?view=html#nl.proc.ob.d.h-tk-20042005-2520-2520-1.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2520-2520-1.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;no;aye;;;;;Wijziging van de Arbeidsomstandighedenwet 1998 in verband met een gewijzigde organisatie van de deskundige bijstand bij het arbeidsomstandighedenbeleid en de daarmee samenhangende bepalingen ( 29814)
commons;2004-2005;37;2004-12-21;29446;21;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29446-21.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2519-2520.1.24.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2519-2520?view=html#nl.proc.ob.d.h-tk-20042005-2519-2520.1.24.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2519-2520.html;aye;aye;aye;aye;aye;;no;no;;aye;aye;aye;no;Kruijsen;nl.m.02405;;;de motie-Kruijsen c.s. over de term "wezenlijke invloed" ( 29446, nr. 21)
commons;2004-2005;37;2004-12-21;29446;20;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29446-20.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2519-2520.1.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2519-2520?view=html#nl.proc.ob.d.h-tk-20042005-2519-2520.1.21.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2519-2520.html;aye;no;no;no;no;;aye;aye;;no;aye;no;aye;Schreijer-Pierik;nl.m.02253;;;de motie-Schreijer-Pierik c.s. over overeenstemming van de Nederlandse natuurwet- en regelgeving met de Europese richtlijn ( 29446, nr. 20)
commons;2004-2005;37;2004-12-21;29446;19;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29446-19.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2519-2520.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2519-2520?view=html#nl.proc.ob.d.h-tk-20042005-2519-2520.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2519-2520.html;no;aye;aye;aye;aye;;no;no;;aye;no;aye;no;Van Velzen;nl.m.02342;;;de motie-Van Velzen c.s. over uitstel van inwerkingtreding van het besluit tot wijziging van artikel 75 ( 29446, nr. 19)
commons;2004-2005;37;2004-12-21;29446;18;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29446-18.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2519-2520.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2519-2520?view=html#nl.proc.ob.d.h-tk-20042005-2519-2520.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2519-2520.html;no;aye;aye;aye;aye;;no;aye;;aye;no;aye;no;Van Velzen;nl.m.02342;Kruijsen;nl.m.02405;de motie-Van Velzen/Kruijsen over een aanvullende strategie voor mogelijke nalevings- en draagvlakproblemen ( 29446, nr. 18)
commons;2004-2005;37;2004-12-21;29446;17;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29446-17.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2519-2520.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2519-2520?view=html#nl.proc.ob.d.h-tk-20042005-2519-2520.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2519-2520.html;no;no;aye;aye;aye;;no;no;;aye;no;aye;no;Van Gent;nl.m.02218;;;de motie-Van Gent c.s. over het schrappen van de artikelen 2 en 16b als vrijstellingsgrond ( 29446, nr. 17)
commons;2004-2005;37;2004-12-21;29446;16;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29446-16.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2519-2520.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2519-2520?view=html#nl.proc.ob.d.h-tk-20042005-2519-2520.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2519-2520.html;no;aye;aye;aye;aye;;no;no;;aye;no;aye;no;Van Gent;nl.m.02218;;;de motie-Van Gent c.s. over aanpassing van artikel 16b ( 29446, nr. 16)
commons;2004-2005;37;2004-12-21;29446;15;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29446-15.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2519-2520.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2519-2520?view=html#nl.proc.ob.d.h-tk-20042005-2519-2520.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2519-2520.html;no;aye;aye;aye;aye;;no;no;;aye;no;aye;no;Van Gent;nl.m.02218;;;de motie-Van Gent c.s. over evaluatie van het Besluit vrijstelling beschermde dier- en plantsoorten ( 29446, nr. 15)
commons;2004-2005;37;2004-12-21;29909;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29909;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2519-2519-4.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2519-2519-4?view=html#nl.proc.ob.d.h-tk-20042005-2519-2519-4.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2519-2519-4.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;;;;;Wijziging van de begrotingsstaat van het Ministerie van Onderwijs, Cultuur en Wetenschap (VIII) voor het jaar 2004 (wijziging samenhangende met de Najaarsnota) ( 29909)
commons;2004-2005;37;2004-12-21;29909;3;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29909-3.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29909-3?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2519-2519-4.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2519-2519-4?view=html#nl.proc.ob.d.h-tk-20042005-2519-2519-4.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2519-2519-4.html;no;no;no;aye;aye;;no;aye;;aye;no;aye;no;Halsema;nl.m.02220;Vendrik;nl.m.02245;amendement-Halsema/Vendrik (stuk nr. 3)
commons;2004-2005;37;2004-12-21;24515;63;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-24515-63.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2520-2520.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2520-2520?view=html#nl.proc.ob.d.h-tk-20042005-2520-2520.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2520-2520.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;Huizinga-Heringa;nl.m.02320;;;de motie-Huizinga-Heringa c.s. over een integrale aanpak van schuldhulpverlening ( 24515, nr. 63)
commons;2004-2005;37;2004-12-21;24515;64;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-24515-64.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2520-2520.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2520-2520?view=html#nl.proc.ob.d.h-tk-20042005-2520-2520.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2520-2520.html;aye;aye;aye;aye;no;;aye;aye;;no;aye;aye;aye;Huizinga-Heringa;nl.m.02320;;;de motie-Huizinga-Heringa c.s. over certificering van minnelijke schuldhulpverlening ( 24515, nr. 64)
commons;2004-2005;37;2004-12-21;29800-A;29;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-A-29.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2521-2522.1.26.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2521-2522?view=html#nl.proc.ob.d.h-tk-20042005-2521-2522.1.26.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2521-2522.html;no;aye;no;no;no;;no;no;;no;aye;aye;no;Gerkens;nl.m.02326;Van der Staaij;nl.m.02252;motie-Gerkens/Van der Staaij (29800-A, nr. 29)
commons;2004-2005;37;2004-12-21;29800-A;28;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-A-28.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2521-2522.1.23.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2521-2522?view=html#nl.proc.ob.d.h-tk-20042005-2521-2522.1.23.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2521-2522.html;aye;aye;aye;no;no;;aye;aye;;aye;aye;aye;aye;Hofstra;nl.m.02566;;;motie-Hofstra c.s. (29800-A, nr. 28)
commons;2004-2005;37;2004-12-21;29800-A;26;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-A-26.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2521-2522.1.20.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2521-2522?view=html#nl.proc.ob.d.h-tk-20042005-2521-2522.1.20.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2521-2522.html;aye;no;no;no;no;;aye;aye;;no;no;no;aye;Hofstra;nl.m.02566;;;motie-Hofstra c.s. (29800-A, nr. 26)
commons;2004-2005;37;2004-12-21;29800-A;25;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-A-25.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2521-2522.1.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2521-2522?view=html#nl.proc.ob.d.h-tk-20042005-2521-2522.1.17.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2521-2522.html;aye;aye;no;no;no;;aye;aye;;no;aye;no;aye;Hermans;nl.m.02456;;;motie-Hermans c.s. (29800-A, nr. 25)
commons;2004-2005;37;2004-12-21;29800-A;24;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-A-24.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2521-2522.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2521-2522?view=html#nl.proc.ob.d.h-tk-20042005-2521-2522.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2521-2522.html;aye;aye;aye;no;aye;;aye;aye;;aye;aye;no;aye;Mastwijk;nl.m.02332;;;motie-Mastwijk c.s. (29800-A, nr. 24)
commons;2004-2005;37;2004-12-21;29800-A;23;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-A-23.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2521-2522.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2521-2522?view=html#nl.proc.ob.d.h-tk-20042005-2521-2522.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2521-2522.html;aye;aye;aye;no;aye;;aye;aye;;aye;aye;no;aye;Van Hijum;nl.m.02442;;;motie-Van Hijum c.s. (29800-A, nr. 23)
commons;2004-2005;37;2004-12-21;29800-A;21;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-A-21.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2521-2522.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2521-2522?view=html#nl.proc.ob.d.h-tk-20042005-2521-2522.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2521-2522.html;no;aye;no;aye;aye;;no;no;;aye;aye;aye;no;Dijksma;nl.m.02510;;;motie-Dijksma (29800-A, nr. 21)
commons;2004-2005;37;2004-12-21;29853;8;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29853-8.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2520-2521.1.7.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2520-2521?view=html#nl.proc.ob.d.h-tk-20042005-2520-2521.1.7.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2520-2521.html;no;no;no;aye;no;;no;no;;no;no;aye;no;Vergeer;nl.m.02344;Vendrik;nl.m.02245;de motie-Vergeer/Vendrik over afbakening van de begrippen "voorlichting", "reclame" en "sponsoring" ( 29853, nr. 8)
