house	legislative-period	session-number	date of vote	dossier nummer	onder nummer	type	outcome	stemmings type	bron amendement op OB	link amendement HTML op PM	link stemming XML op PM	link stemming in context HTML op PM	bron stemming op OB	nl.p.cda	nl.p.cu	nl.p.d66	nl.p.gl	nl.p.groepeerdmansvanschijndel	nl.p.groeplazrak	nl.p.groepnawijn	nl.p.groepvanoudenallen	nl.p.groepwilders	nl.p.lpf	nl.p.osf	nl.p.pvda	nl.p.sgp	nl.p.sp	nl.p.vvd	indiener 1, naam volgens stemming	indiener 1, id volgens stemming	indiener 2, naam volgens stemming	indiener 2, id volgens stemming	titel document volgens stemming
commons	2005-2006	46	2006-02-07	24587	160	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-24587-160.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3050-3050-1.1.6.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3050-3050-1?view=html#nl.proc.ob.d.h-tk-20052006-3050-3050-1.1.6.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3050-3050-1.html	no	aye	aye	aye		no	no		no	no		aye	no	aye	no	Straub	nl.m.02406			de motie-Straub c.s. over het onderzoek van de Inspectie voor de Gezondheidszorg ( 24587, nr. 160)
commons	2005-2006	46	2006-02-07	30370		wetsvoorstel	accepted	fractie	https://zoek.officielebekendmakingen.nl/dossier/30370		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3051-3052.1.40.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3051-3052?view=html#nl.proc.ob.d.h-tk-20052006-3051-3052.1.40.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3051-3052.html	aye	aye	aye	no		no	aye		aye	aye		aye	aye	no	aye					Wijziging van de Werkloosheidswet en enige andere wetten in verband met de wijziging van het WW-stelsel (Wet wijziging WW-stelsel) ( 30370)
commons	2005-2006	46	2006-02-07	29738:,30370	19	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-29738:,30370-19.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3052-3053.1.7.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3052-3053?view=html#nl.proc.ob.d.h-tk-20052006-3052-3053.1.7.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3052-3053.html	no	no	aye	aye		no	no		no	no		aye	no	aye	no	Noorman-den Uyl	nl.m.02531	Van Gent	nl.m.02218	motie-Noorman-den Uyl/Van Gent (29738, 30370, nr. 19)
commons	2005-2006	46	2006-02-07	29738:,30370	21	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-29738:,30370-21.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3052-3053.1.10.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3052-3053?view=html#nl.proc.ob.d.h-tk-20052006-3052-3053.1.10.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3052-3053.html	no	no	no	no		no	no		no	no		no	no	aye	no	De Wit	nl.m.02940			motie-De Wit (29738, 30370, nr. 21)
commons	2005-2006	46	2006-02-07	30131	45	amendement	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30131-45.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30131-45?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3053-3056.1.11.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3053-3056?view=html#nl.proc.ob.d.h-tk-20052006-3053-3056.1.11.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3053-3056.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye	Van der Vlies	nl.m.02682			amendement-Van der Vlies (stuk nr. 45)
commons	2005-2006	46	2006-02-07	30131	66	amendement	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30131-66.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30131-66?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3053-3056.1.8.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3053-3056?view=html#nl.proc.ob.d.h-tk-20052006-3053-3056.1.8.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3053-3056.html	no	aye	no	aye		no	aye		no	aye		aye	aye	aye	no	Kraneveldt	nl.m.02455			amendement-Kraneveldt c.s. (stuk nr. 66)
commons	2005-2006	46	2006-02-07	30256		wetsvoorstel	accepted	fractie	https://zoek.officielebekendmakingen.nl/dossier/30256		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3053-3053.1.14.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3053-3053?view=html#nl.proc.ob.d.h-tk-20052006-3053-3053.1.14.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3053-3053.html	no	aye	aye	aye		no	no		no	aye		aye	aye	no	aye					Goedkeuring van het op 25 april 2005 te Luxemburg totstandgekomen Verdrag betreffende de toetreding van de Republiek Bulgarije en Roemenië tot de Europese Unie (met Akte, Protocol, Slotakte en Bijlagen) Trb. 2005, 196 ( 30256(R 1800))
commons	2005-2006	46	2006-02-07	30256 (R1800)	9	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30256 (R1800)-9.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3053-3053.1.10.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3053-3053?view=html#nl.proc.ob.d.h-tk-20052006-3053-3053.1.10.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3053-3053.html	no	aye	aye	no		no	aye		no	aye		aye	aye	aye	aye	Van Baalen	nl.m.02288	Herben	nl.m.02353	motie-Van Baalen/Herben (30256 (R1800)
commons	2005-2006	46	2006-02-07	30256 (R1800)	8	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30256 (R1800)-8.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3053-3053.1.7.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3053-3053?view=html#nl.proc.ob.d.h-tk-20052006-3053-3053.1.7.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3053-3053.html	aye	no	no	no		no	aye		aye	no		no	no	aye	no	Van Bommel	nl.m.02211			motie-Van Bommel (30256 (R1800)
commons	2005-2006	46	2006-02-07	29689	67	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-29689-67.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3053-3053-1.1.7.3.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3053-3053-1?view=html#nl.proc.ob.d.h-tk-20052006-3053-3053-1.1.7.3.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3053-3053-1.html	no	aye	no	aye		no	aye		no	aye		aye	no	aye	no	Heemskerk	nl.m.02461	Vendrik	nl.m.02245	de motie-Heemskerk/Vendrik over netto-inkomenseffecten van de Zorgverzekeringswet ( 29689, nr. 67)
commons	2005-2006	46	2006-02-07	29689	66	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-29689-66.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3053-3053-1.1.6.3.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3053-3053-1?view=html#nl.proc.ob.d.h-tk-20052006-3053-3053-1.1.6.3.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3053-3053-1.html	no	aye	no	aye		no	no		no	no		aye	no	aye	no	Vendrik	nl.m.02245	Kant	nl.m.02226	de motie-Vendrik/Kant over een Waarborgfonds Onverzekerden ( 29689, nr. 66)
commons	2005-2006	46	2006-02-07	29738:,30370	28	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-29738:,30370-28.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3052-3053.1.31.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3052-3053?view=html#nl.proc.ob.d.h-tk-20052006-3052-3053.1.31.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3052-3053.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye	Noorman-den Uyl	nl.m.02531			motie-Noorman-den Uyl c.s. (29738, 30370, nr. 28)
commons	2005-2006	46	2006-02-07	29738:,30370	22	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-29738:,30370-22.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3052-3053.1.13.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3052-3053?view=html#nl.proc.ob.d.h-tk-20052006-3052-3053.1.13.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3052-3053.html	no	aye	no	aye		no	no		no	aye		aye	no	aye	no	De Wit	nl.m.02940	Noorman-den Uyl	nl.m.02531	motie-De Wit/Noorman-den Uyl (29738, 30370, nr. 22)
commons	2005-2006	46	2006-02-07	29738:,30370	23	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-29738:,30370-23.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3052-3053.1.16.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3052-3053?view=html#nl.proc.ob.d.h-tk-20052006-3052-3053.1.16.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3052-3053.html	no	no	no	aye		no	no		no	aye		no	no	aye	no	De Wit	nl.m.02940			motie-De Wit (29738, 30370, nr. 23)
commons	2005-2006	46	2006-02-07	29738:,30370	24	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-29738:,30370-24.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3052-3053.1.19.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3052-3053?view=html#nl.proc.ob.d.h-tk-20052006-3052-3053.1.19.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3052-3053.html	aye	aye	aye	aye		no	no		no	aye		aye	aye	aye	no	Verburg	nl.m.02246			motie-Verburg c.s. (29738, 30370, nr. 24)
commons	2005-2006	46	2006-02-07	29738:,30370	25	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-29738:,30370-25.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3052-3053.1.22.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3052-3053?view=html#nl.proc.ob.d.h-tk-20052006-3052-3053.1.22.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3052-3053.html	no	no	no	aye		no	no		no	no		no	no	aye	no	Van Gent	nl.m.02218			motie-Van Gent (29738, 30370, nr. 25)
commons	2005-2006	46	2006-02-07	29738:,30370	26	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-29738:,30370-26.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3052-3053.1.25.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3052-3053?view=html#nl.proc.ob.d.h-tk-20052006-3052-3053.1.25.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3052-3053.html	no	no	no	no		no	aye		aye	aye		no	no	no	aye	Varela	nl.m.02341			motie-Varela (29738, 30370, nr. 26)
commons	2005-2006	46	2006-02-07	29738:,30370	27	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-29738:,30370-27.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3052-3053.1.28.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3052-3053?view=html#nl.proc.ob.d.h-tk-20052006-3052-3053.1.28.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3052-3053.html	no	no	aye	aye		no	aye		aye	aye		aye	aye	no	aye	Koser Kaya	nl.m.02453	Weekers	nl.m.02247	motie-Koser Kaya/Weekers (29738, 30370, nr. 27)
commons	2005-2006	49	2006-02-14	30187	25	amendement	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30187-25.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30187-25?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3247-3248.1.7.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3247-3248?view=html#nl.proc.ob.d.h-tk-20052006-3247-3248.1.7.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3247-3248.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye	Hamer	nl.m.02221	Mosterd	nl.m.02259	amendement-Hamer/Mosterd (stuk nr. 25)
commons	2005-2006	49	2006-02-14	30300-VIII	196	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30300-VIII-196.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3246-3247.1.7.12.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3246-3247?view=html#nl.proc.ob.d.h-tk-20052006-3246-3247.1.7.12.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3246-3247.html	aye	no	aye	aye		no	no		aye	aye		aye	no	aye	aye	Koser Kaya	nl.m.02453			motie-Koser Kaya c.s. (30300-VIII, nr. 196)
commons	2005-2006	49	2006-02-14	30300-VIII	191	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30300-VIII-191.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3246-3247.1.7.9.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3246-3247?view=html#nl.proc.ob.d.h-tk-20052006-3246-3247.1.7.9.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3246-3247.html	no	no	aye	aye		no	no		no	no		aye	no	aye	no	Vergeer	nl.m.02344			motie-Vergeer c.s. (30300-VIII, nr. 191)
commons	2005-2006	49	2006-02-14	30300-VIII	190	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30300-VIII-190.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3246-3247.1.7.6.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3246-3247?view=html#nl.proc.ob.d.h-tk-20052006-3246-3247.1.7.6.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3246-3247.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	no	Jan de Vries	nl.m.02373			motie-Jan de Vries (30300-VIII, nr. 190)
commons	2005-2006	49	2006-02-14	30300-VIII	189	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30300-VIII-189.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3246-3247.1.7.3.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3246-3247?view=html#nl.proc.ob.d.h-tk-20052006-3246-3247.1.7.3.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3246-3247.html	aye	no	aye	aye		no	no		no	aye		aye	no	aye	aye	Balemans	nl.m.02206	Hamer	nl.m.02221	motie-Balemans/Hamer (30300-VIII, nr. 189)
commons	2005-2006	49	2006-02-14	30300-VIII	188	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30300-VIII-188.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3246-3247.1.6.3.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3246-3247?view=html#nl.proc.ob.d.h-tk-20052006-3246-3247.1.6.3.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3246-3247.html	no	no	no	aye		no	no		no	no		no	no	aye	no	Jungbluth	nl.m.02452			motie-Jungbluth (30300-VIII, nr. 188)
commons	2005-2006	49	2006-02-14	29704		wetsvoorstel	accepted	fractie	https://zoek.officielebekendmakingen.nl/dossier/29704		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3246-3246.1.20.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3246-3246?view=html#nl.proc.ob.d.h-tk-20052006-3246-3246.1.20.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3246-3246.html	aye	no	aye	no		no	no		aye	aye		no	no	no	aye					Wijziging van de Politiewet 1993 in verband met het versterken van de bevoegdheden op rijksniveau ten aanzien van de politie, alsmede de opheffing van de Raad voor het Korps landelijke politiediensten ( 29704)
commons	2005-2006	49	2006-02-14	29704	15	amendement	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-29704-15.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29704-15?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3246-3246.1.12.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3246-3246?view=html#nl.proc.ob.d.h-tk-20052006-3246-3246.1.12.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3246-3246.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	no	Algra	nl.m.02308			amendement-Algra (stuk nr. 15)
commons	2005-2006	49	2006-02-14	29704	16	amendement	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-29704-16.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29704-16?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3246-3246.1.7.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3246-3246?view=html#nl.proc.ob.d.h-tk-20052006-3246-3246.1.7.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3246-3246.html	aye	aye	aye	aye		aye	aye		aye	no		aye	aye	aye	aye	Irrgang	nl.m.02422	Rouvoet	nl.m.02541	amendement-Irrgang/Rouvoet (stuk nr. 16)
commons	2005-2006	49	2006-02-14	28447	122	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-28447-122.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3245-3246.1.12.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3245-3246?view=html#nl.proc.ob.d.h-tk-20052006-3245-3246.1.12.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3245-3246.html	aye	aye	aye	aye		no	no		no	no		aye	aye	aye	no	Smilde	nl.m.02399			de motie-Smilde over een voorlichtingsoffensief voor de tegemoetkoming door de overheid in de kinderopvangkosten ( 28447, nr. 122)
commons	2005-2006	49	2006-02-14	28447	124	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-28447-124.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3245-3246.1.9.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3245-3246?view=html#nl.proc.ob.d.h-tk-20052006-3245-3246.1.9.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3245-3246.html	aye	aye	aye	aye		no	no		no	aye		aye	no	aye	no	Hamer	nl.m.02221			motie-Hamer c.s. (28447, nr. 124)
commons	2005-2006	49	2006-02-14	28873		wetsvoorstel	accepted	fractie	https://zoek.officielebekendmakingen.nl/dossier/28873		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3245-3245.1.7.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3245-3245?view=html#nl.proc.ob.d.h-tk-20052006-3245-3245.1.7.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3245-3245.html	aye	aye	aye	no		no	no		aye	aye		no	aye	aye	aye					Wijziging van de Wet inkomstenbelasting 2001 ingeval wetsvoorstel 28873houdende uitbreiding van de niet-aftrekbaarheid van kosten en lasten die verband houden met omkoping kracht van wet verkrijgt ( 30405)
commons	2005-2006	49	2006-02-14	30187	24	amendement	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30187-24.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30187-24?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3247-3248.1.11.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3247-3248?view=html#nl.proc.ob.d.h-tk-20052006-3247-3248.1.11.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3247-3248.html	no	no	aye	aye		no	no		aye	aye		no	no	aye	aye	Lambrechts	nl.m.02526	Balemans	nl.m.02206	amendement-Lambrechts/Balemans (stuk nr. 24)
commons	2005-2006	49	2006-02-14	30187	21	amendement	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30187-21.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30187-21?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3247-3248.1.14.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3247-3248?view=html#nl.proc.ob.d.h-tk-20052006-3247-3248.1.14.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3247-3248.html	no	aye	no	aye		no	no		no	no		aye	no	aye	no	Slob	nl.m.01639	Hamer	nl.m.02221	amendement-Slob/Hamer (stuk nr. 21)
commons	2005-2006	49	2006-02-14	30187	18	amendement	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30187-18.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30187-18?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3247-3248.1.19.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3247-3248?view=html#nl.proc.ob.d.h-tk-20052006-3247-3248.1.19.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3247-3248.html	no	no	no	no		no	no		no	aye		no	no	aye	no	Vergeer	nl.m.02344			amendement-Vergeer (stuk nr. 18)
commons	2005-2006	49	2006-02-14	30187	35	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30187-35.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3247-3248.1.60.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3247-3248?view=html#nl.proc.ob.d.h-tk-20052006-3247-3248.1.60.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3247-3248.html	no	aye	no	aye		no	no		no	aye		aye	no	aye	no	Jungbluth	nl.m.02452			de motie-Jungbluth c.s. over een beleid gericht op begeleiding van vooral vrouwelijke leerlingen naar technische profielen ( 30187, nr. 35)
commons	2005-2006	49	2006-02-14	30187	34	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30187-34.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3247-3248.1.57.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3247-3248?view=html#nl.proc.ob.d.h-tk-20052006-3247-3248.1.57.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3247-3248.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye	Mosterd	nl.m.02259	Hamer	nl.m.02221	de motie-Mosterd/Hamer over financiële ondersteuning van het proces van verbetering, vernieuwing en ontwikkeling ( 30187, nr. 34)
commons	2005-2006	49	2006-02-14	30187	33	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30187-33.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3247-3248.1.54.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3247-3248?view=html#nl.proc.ob.d.h-tk-20052006-3247-3248.1.54.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3247-3248.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye	Lambrechts	nl.m.02526			de motie-Lambrechts c.s. over instelling van een resonansgroep die de nieuw te ontwikkelen wiskunde beoordeelt op doorstroomrelevantie ( 30187, nr. 33)
commons	2005-2006	49	2006-02-14	30187	32	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30187-32.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3247-3248.1.51.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3247-3248?view=html#nl.proc.ob.d.h-tk-20052006-3247-3248.1.51.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3247-3248.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye	Lambrechts	nl.m.02526			de motie-Lambrechts c.s. over verhoging van het aantal studielasturen wiskunde B in het havo en de examinering wiskunde B ( 30187, nr. 32)
commons	2005-2006	49	2006-02-14	30187	31	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30187-31.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3247-3248.1.48.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3247-3248?view=html#nl.proc.ob.d.h-tk-20052006-3247-3248.1.48.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3247-3248.html	no	aye	aye	aye		no	no		no	aye		aye	no	aye	no	Vergeer	nl.m.02344			de motie-Vergeer c.s. over onderzoek naar de ontwikkeling van de invulling van lesuren, studie-uren en contacturen ( 30187, nr. 31)
commons	2005-2006	49	2006-02-14	30187	30	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30187-30.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3247-3248.1.45.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3247-3248?view=html#nl.proc.ob.d.h-tk-20052006-3247-3248.1.45.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3247-3248.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye	Kraneveldt	nl.m.02455	Lambrechts	nl.m.02526	de motie-Kraneveldt/Lambrechts over regelmatige "opfrissing" van basale rekenkundige vaardigheden van scholieren ( 30187, nr. 30)
commons	2005-2006	49	2006-02-14	30187	29	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30187-29.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3247-3248.1.42.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3247-3248?view=html#nl.proc.ob.d.h-tk-20052006-3247-3248.1.42.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3247-3248.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye	Hamer	nl.m.02221			de motie-Hamer over afspraken over een goede aansluiting tussen voortgezet en hoger onderwijs ( 30187, nr. 29)
commons	2005-2006	49	2006-02-14	30187	28	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30187-28.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3247-3248.1.39.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3247-3248?view=html#nl.proc.ob.d.h-tk-20052006-3247-3248.1.39.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3247-3248.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye	Hamer	nl.m.02221	Mosterd	nl.m.02259	de motie-Hamer/Mosterd over een goede aansluiting van het vak wiskunde B op de (bèta)studies in het hbo en het wo ( 30187, nr. 28)
