house	legislative-period	session-number	date of vote	dossier nummer	onder nummer	type	outcome	stemmings type	bron amendement op OB	link amendement HTML op PM	link stemming XML op PM	link stemming in context HTML op PM	bron stemming op OB	nl.p.cda	nl.p.cu	nl.p.d66	nl.p.gl	nl.p.groepeerdmansvanschijndel	nl.p.groeplazrak	nl.p.groepnawijn	nl.p.groepvanoudenallen	nl.p.groepwilders	nl.p.lpf	nl.p.osf	nl.p.pvda	nl.p.sgp	nl.p.sp	nl.p.vvd	indiener 1, naam volgens stemming	indiener 1, id volgens stemming	indiener 2, naam volgens stemming	indiener 2, id volgens stemming	titel document volgens stemming
commons	2005-2006	49	2006-02-14	30187	27	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30187-27.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3247-3248.1.36.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3247-3248?view=html#nl.proc.ob.d.h-tk-20052006-3247-3248.1.36.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3247-3248.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye	Hamer	nl.m.02221	Balemans	nl.m.02206	de motie-Hamer/Balemans over de voortgang van de vernieuwing van wiskunde B en het bètavak natuur, leven en techniek ( 30187, nr. 27)
commons	2005-2006	49	2006-02-14	30187		wetsvoorstel	accepted	fractie	https://zoek.officielebekendmakingen.nl/dossier/30187		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3247-3248.1.32.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3247-3248?view=html#nl.proc.ob.d.h-tk-20052006-3247-3248.1.32.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3247-3248.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye					Wijziging van de Wet op het voortgezet onderwijs ter aanpassing van de profielen in de tweede fase van het vwo en het havo (aanpassing profielen tweede fase vwo en havo) ( 30187)
commons	2005-2006	49	2006-02-14	30187	26	amendement	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30187-26.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30187-26?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3247-3248.1.28.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3247-3248?view=html#nl.proc.ob.d.h-tk-20052006-3247-3248.1.28.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3247-3248.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye	Balemans	nl.m.02206			amendement-Balemans c.s. (stuk nr. 26)
commons	2005-2006	49	2006-02-14	30187	15	amendement	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30187-15.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30187-15?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3247-3248.1.24.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3247-3248?view=html#nl.proc.ob.d.h-tk-20052006-3247-3248.1.24.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3247-3248.html	aye	aye	aye	aye		no	no		no	no		aye	aye	aye	no	Mosterd	nl.m.02259	Hamer	nl.m.02221	amendement-Mosterd/Hamer (stuk nr. 15)
commons	2005-2006	49	2006-02-14	29729		wetsvoorstel	accepted	fractie	https://zoek.officielebekendmakingen.nl/dossier/29729		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3245-3245-1.1.14.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3245-3245-1?view=html#nl.proc.ob.d.h-tk-20052006-3245-3245-1.1.14.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3245-3245-1.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye					Wijziging van de Wet op de accijns en van enkele andere wetten ( 29729)
commons	2005-2006	49	2006-02-14	29729	13	amendement	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-29729-13.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29729-13?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3245-3245-1.1.7.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3245-3245-1?view=html#nl.proc.ob.d.h-tk-20052006-3245-3245-1.1.7.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3245-3245-1.html	no	no	no	no		no	no		aye	aye		aye	no	no	aye	Hofstra	nl.m.02566	Crone	nl.m.02507	amendement-Hofstra/Crone (stuk nr. 13, I)
commons	2005-2006	49	2006-02-14	19637	1010	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-19637-1010.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3244-3245.1.8.18.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3244-3245?view=html#nl.proc.ob.d.h-tk-20052006-3244-3245.1.8.18.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3244-3245.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	no	Huizinga-Heringa	nl.m.02320			de motie-Huizinga-Heringa c.s. over een besluit- en vertrekmoratorium voor christen-asielzoekers uit Iran ( 19637, nr. 1010)
senate	2005-2006	18	2006-02-14	29644		unknown	not-available	transformer-problem	https://zoek.officielebekendmakingen.nl/dossier/29644		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20052006-850-850.1.6.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20052006-850-850?view=html#nl.proc.ob.d.h-ek-20052006-850-850.1.6.1	https://zoek.officielebekendmakingen.nl/h-ek-20052006-850-850.html																				de planologische kernbeslissing Nota Mobiliteit ( 29644)
senate	2005-2006	18	2006-02-14	30300-XV	D	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/dossier/30300-XV		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20052006-849-850.1.9.3.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20052006-849-850?view=html#nl.proc.ob.d.h-ek-20052006-849-850.1.9.3.1	https://zoek.officielebekendmakingen.nl/h-ek-20052006-849-850.html	aye	aye	aye	aye						aye	aye	aye	aye	aye	aye	Klink	nl.m.03012			motie-Klink c.s. (30300-XV, D)
senate	2005-2006	18	2006-02-14	30300-XV	C	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/dossier/30300-XV		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20052006-849-850.1.7.3.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20052006-849-850?view=html#nl.proc.ob.d.h-ek-20052006-849-850.1.7.3.1	https://zoek.officielebekendmakingen.nl/h-ek-20052006-849-850.html	aye	aye	aye	aye						aye	aye	aye	aye	aye	aye	Van Driel	nl.m.03005			motie-Van Driel c.s. (30300-XV, C)
commons	2005-2006	49	2006-02-14	30131		wetsvoorstel	accepted	fractie	https://zoek.officielebekendmakingen.nl/dossier/30131		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3243-3244.1.10.3.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3243-3244?view=html#nl.proc.ob.d.h-tk-20052006-3243-3244.1.10.3.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3243-3244.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	no	aye					Nieuwe regels betreffende maatschappelijke ondersteuning (Wet maatschappelijke ondersteuning) ( 30131)
commons	2005-2006	49	2006-02-14	19637	1004	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-19637-1004.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3244-3245.1.7.3.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3244-3245?view=html#nl.proc.ob.d.h-tk-20052006-3244-3245.1.7.3.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3244-3245.html	no	aye	no	aye		no	no		no	no		aye	no	aye	no	Vos	nl.m.02547			de motie-Vos over categoriale bescherming voor asielzoekers in Nepal ( 19637, nr. 1004)
commons	2005-2006	49	2006-02-14	19637	1005	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-19637-1005.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3244-3245.1.8.3.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3244-3245?view=html#nl.proc.ob.d.h-tk-20052006-3244-3245.1.8.3.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3244-3245.html	no	aye	aye	aye		no	no		no	no		aye	aye	aye	no	De Wit	nl.m.02940			de motie-De Wit c.s. over kleinschalige opvang van ama's van 15 tot 18 jaar ( 19637, nr. 1005)
commons	2005-2006	49	2006-02-14	19637	1006	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-19637-1006.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3244-3245.1.8.6.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3244-3245?view=html#nl.proc.ob.d.h-tk-20052006-3244-3245.1.8.6.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3244-3245.html	no	aye	aye	aye		no	no		no	no		aye	aye	aye	no	De Wit	nl.m.02940			de motie-De Wit c.s. over recht op opvang voor asielzoekers die rechtmatig in Nederland verblijven ( 19637, nr. 1006)
commons	2005-2006	49	2006-02-14	19637	1007	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-19637-1007.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3244-3245.1.8.9.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3244-3245?view=html#nl.proc.ob.d.h-tk-20052006-3244-3245.1.8.9.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3244-3245.html	no	aye	aye	aye		no	no		no	no		aye	no	aye	no	De Wit	nl.m.02940	Vos	nl.m.02547	de motie-De Wit/Vos over een ruimhartig toelatingsbeleid jegens asielzoekers die als Bosnische moslims de val van de enclave Srebrenica hebben meegemaakt ( 19637, nr. 1007)
commons	2005-2006	49	2006-02-14	19637	1008	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-19637-1008.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3244-3245.1.8.12.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3244-3245?view=html#nl.proc.ob.d.h-tk-20052006-3244-3245.1.8.12.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3244-3245.html	no	aye	aye	aye		no	no		no	no		aye	aye	aye	no	Klaas de Vries	nl.m.01724			de motie-Klaas de Vries c.s. over handhaving van het categoriaal beschermingsbeleid ten aanzien van Irak ( 19637, nr. 1008)
commons	2005-2006	49	2006-02-14	19637	1009	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-19637-1009.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3244-3245.1.8.15.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3244-3245?view=html#nl.proc.ob.d.h-tk-20052006-3244-3245.1.8.15.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3244-3245.html	no	aye	no	aye		no	no		no	no		aye	aye	aye	no	Klaas de Vries	nl.m.01724			de motie-Klaas de Vries c.s. over eenduidige afspraken met gemeenten over interpretatie en uitvoering van beleid ( 19637, nr. 1009)
commons	2005-2006	51	2006-02-16	23490	406	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-23490-406.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3402-3406.1.7.5.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3402-3406?view=html#nl.proc.ob.d.h-tk-20052006-3402-3406.1.7.5.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3402-3406.html	no	aye	aye	aye		no	no		aye	aye		no	aye	aye	aye	De Wit	nl.m.02940			motie-De Wit c.s. (23490, nr. 406)
commons	2005-2006	51	2006-02-16	23490	407	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-23490-407.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3402-3406.1.7.8.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3402-3406?view=html#nl.proc.ob.d.h-tk-20052006-3402-3406.1.7.8.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3402-3406.html	no	no	aye	aye		no	no		aye	aye		aye	no	aye	aye	Dittrich	nl.m.02512			motie-Dittrich c.s. (23490, nr. 407)
commons	2005-2006	52	2006-02-21	30247	9	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30247-9.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3426-3426.1.17.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3426-3426?view=html#nl.proc.ob.d.h-tk-20052006-3426-3426.1.17.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3426-3426.html	no	no	no	aye		aye	no		no	no		aye	no	aye	no	Samsom	nl.m.02335			de motie-Samsom over het realiseren van minimaal 50% van het Kyotodoel in Nederland ( 30247, nr. 9)
commons	2005-2006	52	2006-02-21	28684	70	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-28684-70.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3426-3427.1.8.3.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3426-3427?view=html#nl.proc.ob.d.h-tk-20052006-3426-3427.1.8.3.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3426-3427.html	no	no	no	no		no	aye		aye	aye		no	aye	no	no	Wilders	nl.m.02258			de motie-Wilders over het versterken van de politiemacht in probleemwijken ( 28684, nr. 70)
commons	2005-2006	52	2006-02-21	28684	71	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-28684-71.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3426-3427.1.9.3.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3426-3427?view=html#nl.proc.ob.d.h-tk-20052006-3426-3427.1.9.3.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3426-3427.html	no	no	no	no		no	aye		aye	aye		no	no	no	no	Wilders	nl.m.02258			de motie-Wilders over maatregelen die ertoe leiden dat de strafmaat voor straatterreur wordt verhoogd ( 28684, nr. 71)
commons	2005-2006	52	2006-02-21	27406	77	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-27406-77.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3428-3429.1.23.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3428-3429?view=html#nl.proc.ob.d.h-tk-20052006-3428-3429.1.23.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3428-3429.html	aye	aye	aye	aye		aye	aye		no	aye		aye	no	aye	aye	Dittrich	nl.m.02512			de motie-Dittrich c.s. over overleg met IPO en VNG over de mogelijkheden van creatieve industrieterreinen ( 27406, nr. 77)
commons	2005-2006	52	2006-02-21	30247		wetsvoorstel	accepted	fractie	https://zoek.officielebekendmakingen.nl/dossier/30247		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3426-3426.1.14.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3426-3426?view=html#nl.proc.ob.d.h-tk-20052006-3426-3426.1.14.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3426-3426.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye					Wijziging van de Wet milieubeheer ten behoeve van de implementatie van richtlijn nr. 2004/101/EG van het Europees Parlement en de Raad van de Europese Unie van 27 oktober 2004 houdende wijziging van Richtlijn 2003/87/EG tot vaststelling van een regeling voor de handel in broeikasgasemissierechten binnen de Gemeenschap, met betrekking tot de projectgebonden mechanismen van het Protocol van Kyoto (PbEU L 338) en de uitvoering van de op de goedkeuring van projectactiviteiten betrekking hebbende onderdelen van het op 11 december 1997 te Kyoto totstandgekomen Protocol van Kyoto bij het Raamverdrag van de Verenigde Naties inzake klimaatverandering (Trb. 1998, 170, en 1999, 110) (Implementatiewet EG-richtlijn projectgebonden Kyoto-mechanismen) ( 30247)
commons	2005-2006	52	2006-02-21	30247	11	amendement	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30247-11.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30247-11?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3426-3426.1.7.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3426-3426?view=html#nl.proc.ob.d.h-tk-20052006-3426-3426.1.7.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3426-3426.html	no	aye	no	aye		aye	no		no	no		aye	no	aye	no	Samsom	nl.m.02335			amendement-Samsom (stuk nr. 11)
commons	2005-2006	52	2006-02-21	28916	30	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-28916-30.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3423-3426.1.5.97.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3423-3426?view=html#nl.proc.ob.d.h-tk-20052006-3423-3426.1.5.97.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3423-3426.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye	Verdaas	nl.m.02466	Van Bochove	nl.m.02303	de motie-Verdaas/Van Bochove over sectorale wetgeving ( 28916, nr. 30)
commons	2005-2006	52	2006-02-21	28916	29	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-28916-29.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3423-3426.1.5.94.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3423-3426?view=html#nl.proc.ob.d.h-tk-20052006-3423-3426.1.5.94.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3423-3426.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye	Lenards	nl.m.03000			de motie-Lenards c.s. over extra bevoegdheden voor intergemeentelijke openbare lichamen ( 28916, nr. 29)
commons	2005-2006	52	2006-02-21	28916	17	amendement	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-28916-17.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28916-17?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3423-3426.1.5.78.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3423-3426?view=html#nl.proc.ob.d.h-tk-20052006-3423-3426.1.5.78.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3423-3426.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye	Lenards	nl.m.03000			amendement-Lenards c.s. (stuk nr. 17, I)
commons	2005-2006	52	2006-02-21	28916	20	amendement	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-28916-20.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28916-20?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3423-3426.1.5.70.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3423-3426?view=html#nl.proc.ob.d.h-tk-20052006-3423-3426.1.5.70.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3423-3426.html	no	aye	aye	aye		aye	no		no	no		aye	no	aye	no	Duyvendak	nl.m.02307			amendement-Duyvendak (stuk nr. 20)
commons	2005-2006	52	2006-02-21	28916	39	amendement	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-28916-39.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28916-39?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3423-3426.1.5.64.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3423-3426?view=html#nl.proc.ob.d.h-tk-20052006-3423-3426.1.5.64.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3423-3426.html	no	aye	aye	aye		aye	no		no	no		aye	no	aye	no	Duyvendak	nl.m.02307	Verdaas	nl.m.02466	amendement-Duyvendak/Verdaas (stuk nr. 39)
commons	2005-2006	52	2006-02-21	28916	24) tot invoeging van een artikel 3.26a	amendement	rejected	fractie	https://zoek.officielebekendmakingen.nl/dossier/28916		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3423-3426.1.5.52.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3423-3426?view=html#nl.proc.ob.d.h-tk-20052006-3423-3426.1.5.52.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3423-3426.html	no	no	aye	aye		no	no		no	aye		no	no	aye	no	Duyvendak	nl.m.02307			amendement-Duyvendak (stuk nr. 24)
commons	2005-2006	52	2006-02-21	27406	76	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-27406-76.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3428-3429.1.20.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3428-3429?view=html#nl.proc.ob.d.h-tk-20052006-3428-3429.1.20.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3428-3429.html	aye	no	aye	aye		aye	aye		no	no		aye	aye	aye	no	Dittrich	nl.m.02512			de motie-Dittrich over een structurele impuls aan cultuur en economie ( 27406, nr. 76)
commons	2005-2006	52	2006-02-21	27406	75	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-27406-75.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3428-3429.1.17.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3428-3429?view=html#nl.proc.ob.d.h-tk-20052006-3428-3429.1.17.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3428-3429.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye	Van Vroonhoven-Kok	nl.m.02346			de motie-Van Vroonhoven-Kok c.s. over het toespitsen van de kansenzones op de ontwikkeling van de creatieve industrie ( 27406, nr. 75)
commons	2005-2006	52	2006-02-21	28684	72	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-28684-72.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3426-3427.1.9.6.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3426-3427?view=html#nl.proc.ob.d.h-tk-20052006-3426-3427.1.9.6.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3426-3427.html	no	no	no	no		no	aye		aye	aye		no	no	no	no	Wilders	nl.m.02258			de motie-Wilders over het ontnemen van de verblijfsvergunning of de Nederlandse nationaliteit van straatcriminelen bij recidive van lichte vergrijpen, na het plegen van een geweldsmisdrijf of een verblijf in een heropvoedingskamp ( 28684, nr. 72)
commons	2005-2006	52	2006-02-21	28684	73	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-28684-73.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3426-3427.1.9.9.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3426-3427?view=html#nl.proc.ob.d.h-tk-20052006-3426-3427.1.9.9.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3426-3427.html	aye	aye	aye	no		aye	no		no	aye		aye	aye	aye	aye	Sterk	nl.m.02337			de motie-Sterk c.s. over voorstellen voor een verplichtende vorm van opvoedingsondersteuning ( 28684, nr. 73)
commons	2005-2006	52	2006-02-21	28684	74	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-28684-74.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3426-3427.1.9.12.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3426-3427?view=html#nl.proc.ob.d.h-tk-20052006-3426-3427.1.9.12.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3426-3427.html	aye	aye	no	aye		aye	aye		aye	no		aye	aye	aye	aye	Sterk	nl.m.02337			de motie-Sterk over het beschikbaar stellen van gelden aan 100.000-plus- en GSB-gemeenten voor het aanpakken van overlast door jongeren ( 28684, nr. 74)
commons	2005-2006	52	2006-02-21	28684	75	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-28684-75.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3426-3427.1.9.15.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-3426-3427?view=html#nl.proc.ob.d.h-tk-20052006-3426-3427.1.9.15.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-3426-3427.html	no	aye	aye	no		aye	no		aye	no		aye	aye	no	no	Dittrich	nl.m.02512			de motie-Dittrich over modernisering van de artikelen in titel VII van het Wetboek van Strafvordering ( 28684, nr. 75)
