#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.cda;nl.p.cu;nl.p.d66;nl.p.gl;nl.p.groepdejong2;nl.p.groepwijnschenk;nl.p.ln;nl.p.lpf;nl.p.osf;nl.p.pvda;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;2002-2003;83;2003-06-26;24095;147;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24095-147.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4831-4832.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4831-4832?view=html#nl.proc.ob.d.h-tk-20022003-4831-4832.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4831-4832.html;no;aye;no;aye;;;;aye;;aye;aye;aye;no;Vergeer-Mudde;nl.m.02344;;;motie-Vergeer-Mudde c.s. (24095, nr. 147)
commons;2002-2003;83;2003-06-26;24095;145;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-24095-145.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4831-4832.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4831-4832?view=html#nl.proc.ob.d.h-tk-20022003-4831-4832.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4831-4832.html;aye;aye;aye;no;;;;aye;;no;aye;no;aye;Atsma;nl.m.02204;;;de motie-Atsma c.s. over de zender 747 AM en Radio 1 ( 24095, nr. 145)
commons;2002-2003;83;2003-06-26;24095;146;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24095-146.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4831-4832.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4831-4832?view=html#nl.proc.ob.d.h-tk-20022003-4831-4832.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4831-4832.html;no;no;no;aye;;;;aye;;aye;no;aye;no;Heemskerk;nl.m.02461;;;motie-Heemskerk (24095, nr. 146)
commons;2002-2003;83;2003-06-26;24095;140;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24095-140.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4831-4832.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4831-4832?view=html#nl.proc.ob.d.h-tk-20022003-4831-4832.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4831-4832.html;no;aye;no;aye;;;;aye;;aye;no;aye;no;Vendrik;nl.m.02245;Vergeer-Mudde;nl.m.02344;de motie-Vendrik/Vergeer-Mudde over vrije ruimte in de ether en de 26 MC omroepband ( 24095, nr. 140)
commons;2002-2003;83;2003-06-26;28600-XIV;149;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28600-XIV-149.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4831-4831.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4831-4831?view=html#nl.proc.ob.d.h-tk-20022003-4831-4831.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4831-4831.html;aye;aye;aye;aye;;;;aye;;aye;aye;aye;aye;Ormel;nl.m.02368;;;motie-Ormel c.s. (28600-XIV, nr. 149)
commons;2002-2003;83;2003-06-26;28600-XIV;148;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28600-XIV-148.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4831-4831.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4831-4831?view=html#nl.proc.ob.d.h-tk-20022003-4831-4831.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4831-4831.html;aye;aye;aye;aye;;;;aye;;aye;aye;aye;aye;Geluk;nl.m.02217;;;motie-Geluk c.s. (28600-XIV, nr. 148)
commons;2002-2003;83;2003-06-26;23706;53;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-23706-53.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4831-4831-1.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4831-4831-1?view=html#nl.proc.ob.d.h-tk-20022003-4831-4831-1.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4831-4831-1.html;aye;aye;aye;aye;;;;aye;;aye;aye;aye;aye;Jan de Vries;nl.m.02373;;;de motie-Jan de Vries c.s. over een voorstel voor de aard en inrichting van het vervolgonderzoek ( 23706, nr. 53)
commons;2002-2003;83;2003-06-26;23706;52;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-23706-52.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4831-4831-1.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4831-4831-1?view=html#nl.proc.ob.d.h-tk-20022003-4831-4831-1.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4831-4831-1.html;aye;aye;aye;aye;;;;aye;;aye;aye;aye;aye;Jan de Vries;nl.m.02373;;;de motie-Jan de Vries c.s. over de tarieven en een klachtenregeling ( 23706, nr. 52)
commons;2002-2003;83;2003-06-26;23706;51;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-23706-51.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4831-4831-1.1.5.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4831-4831-1?view=html#nl.proc.ob.d.h-tk-20022003-4831-4831-1.1.5.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4831-4831-1.html;no;no;no;aye;;;;no;;no;no;aye;no;De Wit;nl.m.02940;;;de motie-De Wit over continuering van de huidige AMvB ( 23706, nr. 51)
commons;2002-2003;83;2003-06-26;28880:,28929;95;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28880:,28929-95.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4830-4831.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4830-4831?view=html#nl.proc.ob.d.h-tk-20022003-4830-4831.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4830-4831.html;no;no;no;aye;;;;no;;aye;no;aye;no;Vendrik;nl.m.02245;Crone;nl.m.02507;motie-Vendrik/Crone (28880, 28929, nr. 95)
commons;2002-2003;83;2003-06-26;28600-XVI;139;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28600-XVI-139.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4833-4833-2.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4833-4833-2?view=html#nl.proc.ob.d.h-tk-20022003-4833-4833-2.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4833-4833-2.html;aye;aye;aye;no;;;;aye;;aye;aye;aye;aye;Buijs;nl.m.02213;;;motie-Buijs c.s. (28600-XVI, nr. 139)
commons;2002-2003;83;2003-06-26;28600-XVI;140;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28600-XVI-140.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4833-4833-2.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4833-4833-2?view=html#nl.proc.ob.d.h-tk-20022003-4833-4833-2.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4833-4833-2.html;aye;aye;aye;no;;;;aye;;aye;aye;aye;aye;Rouvoet;nl.m.02541;;;motie-Rouvoet c.s. (28600-XVI, nr. 140)
commons;2002-2003;83;2003-06-26;23432;119;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-23432-119.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4834-4835.1.7.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4834-4835?view=html#nl.proc.ob.d.h-tk-20022003-4834-4835.1.7.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4834-4835.html;no;no;no;aye;;;;no;;aye;no;aye;no;Van Bommel;nl.m.02211;;;de motie-Van Bommel over inzage in de ter zake doende rapportage van de MIVD ( 23432, nr. 119)
commons;2002-2003;83;2003-06-26;26448;77;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26448-77.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4834-4834-2.1.6.5.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4834-4834-2?view=html#nl.proc.ob.d.h-tk-20022003-4834-4834-2.1.6.5.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4834-4834-2.html;aye;aye;aye;aye;;;;aye;;aye;aye;aye;aye;Verburg;nl.m.02246;;;de motie-Verburg c.s. over prestatiecontracten ( 26448, nr. 77)
commons;2002-2003;83;2003-06-26;19637;744;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-19637-744.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4834-4834-1.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4834-4834-1?view=html#nl.proc.ob.d.h-tk-20022003-4834-4834-1.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4834-4834-1.html;no;aye;no;aye;;;;no;;aye;no;aye;no;Dijsselbloem;nl.m.02200;;;de motie-Dijsselbloem c.s. over de afspraken betreffende de gedwongen verhuizing tussen opvangcentra ( 19637, nr. 744)
commons;2002-2003;83;2003-06-26;19637;743;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-19637-743.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4834-4834-1.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4834-4834-1?view=html#nl.proc.ob.d.h-tk-20022003-4834-4834-1.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4834-4834-1.html;no;aye;aye;aye;;;;no;;aye;no;aye;no;Vos;nl.m.02547;;;de motie-Vos c.s. over een onderzoek naar het inzetten van leegstaande COA-opvangvoorzieningen ten behoeve van maatschappelijke opvang ( 19637, nr. 743)
commons;2002-2003;83;2003-06-26;19637;742;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-19637-742.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4834-4834-1.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4834-4834-1?view=html#nl.proc.ob.d.h-tk-20022003-4834-4834-1.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4834-4834-1.html;no;aye;no;aye;;;;no;;no;no;aye;no;Vos;nl.m.02547;;;de motie-Vos c.s. over een inkrimpingsplan onder voorwaarden en de vastgestelde bezettingsgraad ( 19637, nr. 742)
commons;2002-2003;83;2003-06-26;28600-XII;121;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28600-XII-121.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4833-4834.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4833-4834?view=html#nl.proc.ob.d.h-tk-20022003-4833-4834.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4833-4834.html;aye;aye;aye;aye;;;;aye;;aye;aye;aye;aye;Luchtenveld;nl.m.02627;;;motie-Luchtenveld c.s. (28600-XII, nr. 121)
commons;2002-2003;83;2003-06-26;28600-XII;119;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28600-XII-119.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4833-4834.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4833-4834?view=html#nl.proc.ob.d.h-tk-20022003-4833-4834.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4833-4834.html;no;aye;aye;no;;;;no;;aye;aye;aye;aye;Luchtenveld;nl.m.02627;;;motie-Luchtenveld (28600-XII, nr. 119)
commons;2002-2003;83;2003-06-26;28600-XII;118;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28600-XII-118.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4833-4834.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4833-4834?view=html#nl.proc.ob.d.h-tk-20022003-4833-4834.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4833-4834.html;aye;aye;aye;aye;;;;no;;aye;aye;aye;aye;Van der Staaij;nl.m.02252;;;motie-Van der Staaij c.s. (28600-XII, nr. 118)
commons;2002-2003;83;2003-06-26;28600-XII;117;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28600-XII-117.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4833-4834.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4833-4834?view=html#nl.proc.ob.d.h-tk-20022003-4833-4834.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4833-4834.html;no;no;aye;aye;;;;aye;;aye;no;aye;no;Duyvendak;nl.m.02307;Van Bommel;nl.m.02211;motie-Duyvendak/Van Bommel (28600-XII, nr. 117)
commons;2002-2003;83;2003-06-26;28600-XVI;137;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28600-XVI-137.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4833-4833.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4833-4833?view=html#nl.proc.ob.d.h-tk-20022003-4833-4833.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4833-4833.html;no;no;no;aye;;;;no;;aye;no;aye;no;Arib;nl.m.02203;;;motie-Arib c.s. (28600-XVI, nr. 137)
commons;2002-2003;83;2003-06-26;26631;51;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26631-51.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4833-4833-3.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4833-4833-3?view=html#nl.proc.ob.d.h-tk-20022003-4833-4833-3.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4833-4833-3.html;aye;aye;aye;aye;;;;aye;;aye;aye;aye;aye;Vietsch;nl.m.02372;;;de motie-Vietsch c.s. over gedwongen verhuizingen ( 26631, nr. 51)
commons;2002-2003;83;2003-06-26;26631;50;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26631-50.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4833-4833-3.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4833-4833-3?view=html#nl.proc.ob.d.h-tk-20022003-4833-4833-3.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4833-4833-3.html;no;no;no;aye;;;;no;;aye;no;aye;no;Verbeet;nl.m.02577;;;de motie-Verbeet c.s. over de invoering van de functiegerichte bekostiging ( 26631, nr. 50)
commons;2002-2003;83;2003-06-26;26631;49;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26631-49.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4833-4833-3.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4833-4833-3?view=html#nl.proc.ob.d.h-tk-20022003-4833-4833-3.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4833-4833-3.html;no;no;no;aye;;;;aye;;aye;no;aye;no;Verbeet;nl.m.02577;Tonkens;nl.m.02340;de motie-Verbeet/Tonkens over de extramuralisering van de ouderenzorg ( 26631, nr. 49)
commons;2002-2003;83;2003-06-26;28880:,28929;94;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28880:,28929-94.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4830-4831.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4830-4831?view=html#nl.proc.ob.d.h-tk-20022003-4830-4831.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4830-4831.html;aye;no;aye;aye;;;;aye;;aye;no;aye;aye;Bakker;nl.m.02503;;;motie-Bakker c.s. (28880, 28929, nr. 94)
commons;2002-2003;83;2003-06-26;28880:,28929;93;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28880:,28929-93.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4830-4831.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4830-4831?view=html#nl.proc.ob.d.h-tk-20022003-4830-4831.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4830-4831.html;no;no;no;aye;;;;no;;aye;no;aye;no;Crone;nl.m.02507;Vendrik;nl.m.02245;motie-Crone/Vendrik (28880, 28929, nr. 93)
commons;2002-2003;83;2003-06-26;28975;4;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28975-4.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4829-4829.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4829-4829?view=html#nl.proc.ob.d.h-tk-20022003-4829-4829.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4829-4829.html;aye;aye;aye;aye;;;;aye;;aye;aye;aye;aye;Eerdmans;nl.m.02365;;;motie-Eerdmans (28975, nr. 4)
commons;2002-2003;83;2003-06-26;20;222;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-20-222.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4829-4829-1.1.8.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4829-4829-1?view=html#nl.proc.ob.d.h-tk-20022003-4829-4829-1.1.8.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4829-4829-1.html;aye;aye;aye;aye;;;;aye;;aye;aye;no;no;Timmermans;nl.m.02244;Koenders;nl.m.02611;de motie-Timmermans/Koenders over versterkt en robuust optreden van de internationale gemeenschap en de directe EU-betrokkenheid bij de oplossing van conflicten in de Democratische Republiek Congo ( 21501-20, nr. 222)
commons;2002-2003;83;2003-06-26;28777;12;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28777-12.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4828-4829.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4828-4829?view=html#nl.proc.ob.d.h-tk-20022003-4828-4829.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4828-4829.html;no;no;no;aye;;;;no;;aye;no;aye;no;Van Gent;nl.m.02218;;;de motie-Van Gent over een huursubsidie-informatiepunt ( 28777, nr. 12)
commons;2002-2003;83;2003-06-26;28777;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28777;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4828-4829.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4828-4829?view=html#nl.proc.ob.d.h-tk-20022003-4828-4829.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4828-4829.html;aye;aye;aye;aye;;;;aye;;aye;aye;aye;aye;;;;;Wijziging van de Huursubsidiewet en enkele andere wetten (introductie van een nieuwe procedure voor huurders die een aanvraag om toekenning van huursubsidie indienen) ( 28777)
commons;2002-2003;83;2003-06-26;28777;13;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28777-13.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28777-13?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4828-4829.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4828-4829?view=html#nl.proc.ob.d.h-tk-20022003-4828-4829.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4828-4829.html;aye;aye;aye;aye;;;;aye;;aye;aye;aye;aye;Van Bochove;nl.m.02303;;;amendement-Van Bochove (stuk nr. 13)
commons;2002-2003;83;2003-06-26;28818;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28818;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4828-4828.1.26.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4828-4828?view=html#nl.proc.ob.d.h-tk-20022003-4828-4828.1.26.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4828-4828.html;aye;aye;aye;no;;;;aye;;aye;aye;no;aye;;;;;Wijziging van de Meststoffenwet en van de Wet herstructurering varkenshouderij in verband met het schrappen van de tweede generieke korting en het aanbrengen van enkele praktische verbeteringen ( 28818)
commons;2002-2003;83;2003-06-26;28818;7;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28818-7.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28818-7?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4828-4828.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4828-4828?view=html#nl.proc.ob.d.h-tk-20022003-4828-4828.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4828-4828.html;no;no;aye;aye;;;;no;;aye;no;aye;no;Waalkens;nl.m.02257;;;amendement-Waalkens (stuk nr. 7, I)
commons;2002-2003;83;2003-06-26;28818;9;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28818-9.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28818-9?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4828-4828.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4828-4828?view=html#nl.proc.ob.d.h-tk-20022003-4828-4828.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4828-4828.html;aye;no;no;no;;;;aye;;no;aye;no;aye;Van den Brink;nl.m.02366;;;amendement-Van den Brink (stuk nr. 9, I)
commons;2002-2003;83;2003-06-26;28730;;motie;not-available;transformer-problem;https://zoek.officielebekendmakingen.nl/dossier/28730;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4827-4828.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4827-4828?view=html#nl.proc.ob.d.h-tk-20022003-4827-4828.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4827-4828.html;;;;;;;;;;;;;;Duyvendak;nl.m.02307;;;de motie-Duyvendak over een aanpassing van de PKB Luchtvaartterreinen Maastricht en Lelystad ( 28730, nr. 6)
commons;2002-2003;83;2003-06-26;28730;6;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28730-6.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4827-4828.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4827-4828?view=html#nl.proc.ob.d.h-tk-20022003-4827-4828.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4827-4828.html;no;aye;aye;aye;;;;no;;no;aye;aye;no;Duyvendak;nl.m.02307;;;de motie-Duyvendak over een aanpassing van de PKB Luchtvaartterreinen Maastricht en Lelystad ( 28730, nr. 6)
commons;2002-2003;83;2003-06-26;28730;5;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28730-5.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4827-4828.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4827-4828?view=html#nl.proc.ob.d.h-tk-20022003-4827-4828.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4827-4828.html;no;aye;no;aye;;;;no;;no;aye;aye;no;Duyvendak;nl.m.02307;;;de motie-Duyvendak over normen voor externe veiligheid rondom luchthavens ( 28730, nr. 5)
commons;2002-2003;83;2003-06-26;28730;4;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28730-4.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4827-4828.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4827-4828?view=html#nl.proc.ob.d.h-tk-20022003-4827-4828.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4827-4828.html;no;no;no;aye;;;;no;;no;no;aye;no;Duyvendak;nl.m.02307;;;de motie-Duyvendak over een beleid voor regionale en kleine luchthavens ( 28730, nr. 4)
commons;2002-2003;83;2003-06-26;28944;5;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28944-5.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28944-5?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4829-4830.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4829-4830?view=html#nl.proc.ob.d.h-tk-20022003-4829-4830.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4829-4830.html;no;aye;no;aye;;;;no;;aye;no;aye;no;Crone;nl.m.02507;Vendrik;nl.m.02245;amendement-Crone/Vendrik (stuk nr. 5, I)
commons;2002-2003;83;2003-06-26;28944;4;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28944-4.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28944-4?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4829-4830.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4829-4830?view=html#nl.proc.ob.d.h-tk-20022003-4829-4830.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4829-4830.html;no;no;no;aye;;;;no;;aye;no;aye;no;Kant;nl.m.02226;;;amendement-Kant (stuk nr. 4, I)
commons;2002-2003;83;2003-06-26;28880:,28929;92;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28880:,28929-92.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4830-4831.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4830-4831?view=html#nl.proc.ob.d.h-tk-20022003-4830-4831.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4830-4831.html;no;aye;no;aye;;;;aye;;aye;no;aye;no;Douma;nl.m.02460;;;motie-Douma (28880, 28929, nr. 92)
commons;2002-2003;83;2003-06-26;28880:,28929;91;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28880:,28929-91.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4830-4831.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-4830-4831?view=html#nl.proc.ob.d.h-tk-20022003-4830-4831.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-4830-4831.html;no;aye;aye;aye;;;;no;;aye;aye;aye;no;Douma;nl.m.02460;;;motie-Douma (28880, 28929, nr. 91)
