#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.aov;nl.p.cda;nl.p.d66;nl.p.fractiebierman;nl.p.gl;nl.p.gpv;nl.p.pvda;nl.p.rpf;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;1998-1999;10;1998-10-06;26200;25;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-25.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-467-468.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-467-468?view=html#nl.proc.ob.d.h-tk-19981999-467-468.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-467-468.html;;aye;no;;no;no;no;no;no;no;no;Balkenende;nl.m.02207;;;de motie-Balkenende over meevallers ( 26200, nr. 25)
commons;1998-1999;10;1998-10-06;26200 IX;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/26200 IX;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-467-467.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-467-467?view=html#nl.proc.ob.d.h-tk-19981999-467-467.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-467-467.html;;aye;aye;;aye;aye;aye;aye;aye;no;aye;;;;;Vaststelling van de begroting van de uitgaven en de ontvangsten van het ministerie van Financiën (IXB) voor het jaar 1999 ( 26200 IXB)
commons;1998-1999;10;1998-10-06;26200 IX;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/26200 IX;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-467-467-1.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-467-467-1?view=html#nl.proc.ob.d.h-tk-19981999-467-467-1.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-467-467-1.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;;;;;Vaststelling van de begroting van de uitgaven en de ontvangsten van de Nationale Schuld (IXA) voor het jaar 1999 ( 26200 IXA)
commons;1998-1999;10;1998-10-06;26032;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/26032;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-466-466-1.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-466-466-1?view=html#nl.proc.ob.d.h-tk-19981999-466-466-1.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-466-466-1.html;;aye;aye;;no;aye;aye;aye;aye;no;aye;;;;;Goedkeuring van de op 16 december 1997 te Brussel tot stand gekomen Protocollen bij het Noord-Atlantisch Verdrag betreffende de toetreding van de Republiek Hongarije, de Republiek Polen en de Tsjechische Republiek ( 26032)
commons;1998-1999;10;1998-10-06;26032;6;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26032-6.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-466-466-1.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-466-466-1?view=html#nl.proc.ob.d.h-tk-19981999-466-466-1.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-466-466-1.html;;aye;aye;;no;aye;aye;aye;aye;no;aye;Koenders;nl.m.02611;;;de motie-Koenders c.s. over het bieden van een concreet perspectief aan een of een aantal landen ( 26032, nr. 6)
commons;1998-1999;10;1998-10-06;26200 III;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/26200 III;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-466-466.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-466-466?view=html#nl.proc.ob.d.h-tk-19981999-466-466.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-466-466.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;;;;;Vaststelling van de begroting van de uitgaven en de ontvangsten van het Ministerie van Algemene Zaken (III) voor het jaar 1999 ( 26200 III)
commons;1998-1999;10;1998-10-06;10;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/10;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-466-467.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-466-467?view=html#nl.proc.ob.d.h-tk-19981999-466-467.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-466-467.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;;;;;Goedkeuring van het op 10 september 1996 te New York tot stand gekomen Verdrag inzake het alomvattend verbod op kernproeven (Trb. 1997, 62) ( 25728, R1602)
commons;1998-1999;10;1998-10-06;25728:,1602;7;motie;not-available;transformer-problem;https://zoek.officielebekendmakingen.nl/kst-25728:,1602-7.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-466-467.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-466-467?view=html#nl.proc.ob.d.h-tk-19981999-466-467.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-466-467.html;;;;;;;;;;;;Hoekema;nl.m.02520;;;motie-Hoekema c.s. (25728, R1602, nr. 7)
commons;1998-1999;13;1998-10-13;26200-XIV;23;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XIV-23.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-730-732.1.12.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-730-732?view=html#nl.proc.ob.d.h-tk-19981999-730-732.1.12.21.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-730-732.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Augusteijn-Esser;nl.m.02502;;;motie-Augusteijn-Esser c.s. (26200-XIV, nr. 23)
commons;1998-1999;13;1998-10-13;26200-XIV;32;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XIV-32.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-730-732.1.12.24.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-730-732?view=html#nl.proc.ob.d.h-tk-19981999-730-732.1.12.24.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-730-732.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Stellingwerf;nl.m.02544;;;motie-Stellingwerf c.s. (26200-XIV, nr. 32)
commons;1998-1999;13;1998-10-13;26200-XIV;26;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XIV-26.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-730-732.1.12.27.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-730-732?view=html#nl.proc.ob.d.h-tk-19981999-730-732.1.12.27.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-730-732.html;;aye;no;;aye;aye;aye;aye;aye;aye;aye;Stellingwerf;nl.m.02544;;;motie-Stellingwerf c.s. (26200-XIV, nr. 26)
commons;1998-1999;13;1998-10-13;26200-XIV;27;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XIV-27.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-730-732.1.12.30.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-730-732?view=html#nl.proc.ob.d.h-tk-19981999-730-732.1.12.30.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-730-732.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Van der Vlies;nl.m.02682;;;motie-Van der Vlies c.s. (26200-XIV, nr. 27)
commons;1998-1999;13;1998-10-13;26200-VII;13;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-VII-13.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-732-732.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-732-732?view=html#nl.proc.ob.d.h-tk-19981999-732-732.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-732-732.html;;aye;no;;aye;no;no;no;no;aye;no;Van der Hoeven;nl.m.02880;;;motie-Van der Hoeven (26200-VII, nr. 13)
commons;1998-1999;13;1998-10-13;26200-VII;14;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-VII-14.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-732-732.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-732-732?view=html#nl.proc.ob.d.h-tk-19981999-732-732.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-732-732.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;De Cloe;nl.m.02709;;;motie-De Cloe c.s. (26200-VII, nr. 14)
commons;1998-1999;13;1998-10-13;26200-VII;15;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-VII-15.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-732-732.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-732-732?view=html#nl.proc.ob.d.h-tk-19981999-732-732.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-732-732.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Wagenaar;nl.m.02612;;;motie-Wagenaar c.s. (26200-VII, nr. 15)
commons;1998-1999;13;1998-10-13;26200-VII;17;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-VII-17.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-732-732.1.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-732-732?view=html#nl.proc.ob.d.h-tk-19981999-732-732.1.17.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-732-732.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Te Veldhuis;nl.m.02743;;;motie-Te Veldhuis c.s. (26200-VII, nr. 17)
commons;1998-1999;13;1998-10-13;26200-VII;18;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-VII-18.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-732-732.1.20.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-732-732?view=html#nl.proc.ob.d.h-tk-19981999-732-732.1.20.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-732-732.html;;no;no;;aye;no;no;no;no;aye;no;Kant;nl.m.02226;Oedayraj Singh Varma;nl.m.02532;motie-Kant/Oedayraj Singh Varma (26200-VII, nr. 18)
commons;1998-1999;13;1998-10-13;26200-VII;19;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-VII-19.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-732-732.1.23.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-732-732?view=html#nl.proc.ob.d.h-tk-19981999-732-732.1.23.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-732-732.html;;aye;no;;aye;no;no;no;no;aye;no;Kant;nl.m.02226;Oedayraj Singh Varma;nl.m.02532;motie-Kant/Oedayraj Singh Varma (26200-VII, nr. 19)
commons;1998-1999;13;1998-10-13;26200-VII;20;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-VII-20.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-732-732.1.26.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-732-732?view=html#nl.proc.ob.d.h-tk-19981999-732-732.1.26.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-732-732.html;;aye;aye;;aye;no;aye;no;aye;aye;aye;Scheltema-de Nie;nl.m.02982;;;motie-Scheltema-de Nie c.s. (26200-VII, nr. 20)
commons;1998-1999;13;1998-10-13;26200-VII;21;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-VII-21.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-732-732.1.29.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-732-732?view=html#nl.proc.ob.d.h-tk-19981999-732-732.1.29.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-732-732.html;;aye;no;;aye;no;no;aye;aye;aye;no;Van den Berg;nl.m.02792;;;motie-Van den Berg c.s. (26200-VII, nr. 21)
commons;1998-1999;13;1998-10-13;26200-XIV;21;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XIV-21.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-730-732.1.12.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-730-732?view=html#nl.proc.ob.d.h-tk-19981999-730-732.1.12.18.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-730-732.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Oplaat;nl.m.02233;;;motie-Oplaat c.s. (26200-XIV, nr. 21)
commons;1998-1999;13;1998-10-13;26200-XIV;20;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XIV-20.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-730-732.1.12.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-730-732?view=html#nl.proc.ob.d.h-tk-19981999-730-732.1.12.15.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-730-732.html;;no;aye;;aye;aye;aye;aye;aye;aye;aye;M.B. Vos;nl.m.02547;;;motie-M.B. Vos c.s. (26200-XIV, nr. 20)
commons;1998-1999;13;1998-10-13;26200-VI;6;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-VI-6.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-729-729-1.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-729-729-1?view=html#nl.proc.ob.d.h-tk-19981999-729-729-1.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-729-729-1.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Zijlstra;nl.m.02990;;;motie-Zijlstra c.s. (26200-VI, nr. 6)
commons;1998-1999;13;1998-10-13;26200 XIV;29;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200 XIV-29.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26200-XIV-29?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-729-730.1.9.5.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-729-730?view=html#nl.proc.ob.d.h-tk-19981999-729-730.1.9.5.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-729-730.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Stellingwerf;nl.m.02544;;;amendement-Stellingwerf (stuk nr. 29, I)
commons;1998-1999;13;1998-10-13;26200 XIV;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/26200 XIV;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-729-730.1.10.5.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-729-730?view=html#nl.proc.ob.d.h-tk-19981999-729-730.1.10.5.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-729-730.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;;;;;Vaststelling van de begroting van de uitgaven en de ontvangsten van het Ministerie van Landbouw, Natuurbeheer en Visserij (XIV) voor het jaar 1999 ( 26200 XIV)
commons;1998-1999;13;1998-10-13;26200;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/26200;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-730-730-1.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-730-730-1?view=html#nl.proc.ob.d.h-tk-19981999-730-730-1.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-730-730-1.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;;;;;Vaststelling van de begroting van de uitgaven en de ontvangsten van het Diergezondheidsfonds voor het jaar 1999 ( 26200 G)
commons;1998-1999;13;1998-10-13;26201;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/26201;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-730-730-2.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-730-730-2?view=html#nl.proc.ob.d.h-tk-19981999-730-730-2.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-730-730-2.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;;;;;Vaststelling van de begroting van de uitgaven en de ontvangsten van het Diergezondheidsfonds voor het jaar 1998 ( 26201)
commons;1998-1999;13;1998-10-13;26200;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/26200;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-730-730.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-730-730?view=html#nl.proc.ob.d.h-tk-19981999-730-730.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-730-730.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;;;;;Vaststelling van de begroting van de uitgaven en de ontvangsten van het Landbouw-Egalisatiefonds, Afdeling A, voor het jaar 1999 ( 26200 B)
commons;1998-1999;13;1998-10-13;26200-XIV;11;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XIV-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-730-732.1.11.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-730-732?view=html#nl.proc.ob.d.h-tk-19981999-730-732.1.11.3.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-730-732.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Ter Veer;nl.m.02680;;;motie-Ter Veer c.s. (26200-XIV, nr. 11)
commons;1998-1999;13;1998-10-13;26200-XIV;13;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XIV-13.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-730-732.1.12.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-730-732?view=html#nl.proc.ob.d.h-tk-19981999-730-732.1.12.3.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-730-732.html;;aye;no;;no;no;aye;no;aye;no;aye;Van Ardenne-van der Hoeven;nl.m.02501;;;motie-Van Ardenne-van der Hoeven (26200-XIV, nr. 13)
commons;1998-1999;13;1998-10-13;26200-XIV;31;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XIV-31.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-730-732.1.12.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-730-732?view=html#nl.proc.ob.d.h-tk-19981999-730-732.1.12.6.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-730-732.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Van Ardenne-van der Hoeven;nl.m.02501;Waalkens;nl.m.02257;motie-Van Ardenne-van der Hoeven/Waalkens (26200-XIV, nr. 31)
commons;1998-1999;13;1998-10-13;26200-XIV;16;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XIV-16.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-730-732.1.12.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-730-732?view=html#nl.proc.ob.d.h-tk-19981999-730-732.1.12.9.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-730-732.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Waalkens;nl.m.02257;;;motie-Waalkens c.s. (26200-XIV, nr. 16)
commons;1998-1999;13;1998-10-13;26200-XIV;18;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XIV-18.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-730-732.1.12.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-730-732?view=html#nl.proc.ob.d.h-tk-19981999-730-732.1.12.12.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-730-732.html;;no;no;;aye;aye;no;aye;no;aye;no;M.B. Vos;nl.m.02547;;;motie-M.B. Vos (26200-XIV, nr. 18)
commons;1998-1999;15;1998-10-15;19637;375;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-19637-375.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-940-942.1.8.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-940-942?view=html#nl.proc.ob.d.h-tk-19981999-940-942.1.8.15.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-940-942.html;;no;aye;;no;aye;aye;aye;aye;aye;aye;Kamp;nl.m.02523;;;de motie-Kamp c.s. over het aantal malen dat de driejarentermijn wordt overschreden ( 19637, nr. 375)
commons;1998-1999;15;1998-10-15;19637;377;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-19637-377.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-940-942.1.8.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-940-942?view=html#nl.proc.ob.d.h-tk-19981999-940-942.1.8.18.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-940-942.html;;no;aye;;no;aye;aye;aye;aye;aye;aye;Middel;nl.m.02987;;;de motie-Middel c.s. over het functioneren van het afsprakensysteem ( 19637, nr. 377)
commons;1998-1999;15;1998-10-15;19637;378;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-19637-378.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-940-942.1.8.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-940-942?view=html#nl.proc.ob.d.h-tk-19981999-940-942.1.8.21.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-940-942.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Van der Staaij;nl.m.02252;;;de motie-Van der Staaij over het voorkomen van vertraging in de beroepsfase ( 19637, nr. 378)
commons;1998-1999;15;1998-10-15;19637;379;motie;accepted;hoofdelijk;https://zoek.officielebekendmakingen.nl/kst-19637-379.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-940-942.1.8.24.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-940-942?view=html#nl.proc.ob.d.h-tk-19981999-940-942.1.8.24.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-940-942.html;;;;;;;;;;;;Dittrich;nl.m.02512;;;de motie-Dittrich c.s. over het functioneren van de Dublinclaim ( 19637, nr. 379)
commons;1998-1999;15;1998-10-15;26248;3;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26248-3.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-942-942.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-942-942?view=html#nl.proc.ob.d.h-tk-19981999-942-942.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-942-942.html;;aye;no;;aye;aye;no;aye;no;aye;no;Balkenende;nl.m.02207;Vendrik;nl.m.02245;de motie-Balkenende/Vendrik over financiering conform artikel 16 van de Bankwet ( 26248, nr. 3)
commons;1998-1999;15;1998-10-15;26248;4;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26248-4.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-942-942.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-942-942?view=html#nl.proc.ob.d.h-tk-19981999-942-942.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-942-942.html;;aye;no;;aye;no;no;no;aye;aye;no;Balkenende;nl.m.02207;Vendrik;nl.m.02245;de motie-Balkenende/Vendrik over advisering door de Raad van State ( 26248, nr. 4)
commons;1998-1999;15;1998-10-15;26248;5;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26248-5.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-942-942.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-942-942?view=html#nl.proc.ob.d.h-tk-19981999-942-942.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-942-942.html;;aye;aye;;aye;no;no;no;no;aye;no;Lambrechts;nl.m.02526;;;de motie-Lambrechts over overleg met het parlement ( 26248, nr. 5)
