#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.aov;nl.p.cda;nl.p.d66;nl.p.fractiebierman;nl.p.gl;nl.p.gpv;nl.p.pvda;nl.p.rpf;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;1998-1999;19;1998-11-03;25736;7;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25736-7.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1143-1144.1.7.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1143-1144?view=html#nl.proc.ob.d.h-tk-19981999-1143-1144.1.7.6.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1143-1144.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Van der Hoeven;nl.m.02880;;;de motie-Van der Hoeven c.s. over een nulpuntmeting ( 25736, nr. 7)
commons;1998-1999;19;1998-11-03;25736;6;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25736-6.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1143-1144.1.7.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1143-1144?view=html#nl.proc.ob.d.h-tk-19981999-1143-1144.1.7.3.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1143-1144.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Noorman-den Uyl;nl.m.02531;;;de motie-Noorman-den Uyl c.s. over een financiële-effectrapportage ( 25736, nr. 6)
commons;1998-1999;19;1998-11-03;25736;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/25736;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1143-1144.1.6.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1143-1144?view=html#nl.proc.ob.d.h-tk-19981999-1143-1144.1.6.4.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1143-1144.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;;;;;Wijziging van de Gemeentewet, de Waterschapswet en de Invoeringswet Financiële-verhoudingswet met betrekking tot de werktuigenvrijstelling (Wet wijziging werktuigenvrijstelling) ( 25736)
commons;1998-1999;19;1998-11-03;25398;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/25398;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1143-1143.1.31.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1143-1143?view=html#nl.proc.ob.d.h-tk-19981999-1143-1143.1.31.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1143-1143.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;;;;;Wijziging van de Wet politieregisters, houdende nadere regels voor bijzondere politieregisters ten behoeve van de politie, Koninklijke marechaussee en daartoe aangewezen diensten van publiekrechtelijke lichamen die met de opsporing van strafbare feiten zijn belast (bijzondere politieregisters) ( 25398)
commons;1998-1999;19;1998-11-03;25398;11;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25398-11.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25398-11?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1143-1143.1.25.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1143-1143?view=html#nl.proc.ob.d.h-tk-19981999-1143-1143.1.25.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1143-1143.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Dittrich;nl.m.02512;;;amendement-Dittrich (stuk nr. 11)
commons;1998-1999;19;1998-11-03;25398;8;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25398-8.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25398-8?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1143-1143.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1143-1143?view=html#nl.proc.ob.d.h-tk-19981999-1143-1143.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1143-1143.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Kalsbeek-Jasperse;nl.m.02961;;;amendement-Kalsbeek-Jasperse (stuk nr. 8)
commons;1998-1999;19;1998-11-03;25398;12;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25398-12.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25398-12?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1143-1143.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1143-1143?view=html#nl.proc.ob.d.h-tk-19981999-1143-1143.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1143-1143.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Nicolaï;nl.m.02231;;;amendement-Nicolaï (stuk nr. 12, I)
commons;1998-1999;19;1998-11-03;25851;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/25851;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1144-1144.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1144-1144?view=html#nl.proc.ob.d.h-tk-19981999-1144-1144.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1144-1144.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;;;;;Goedkeuring en uitvoering van het op 9 september 1996 te Straatsburg tot stand gekomen Verdrag inzake de verzameling, afgifte en inname van afval in de Rijn- en binnenvaart (Trb. 1996, 293) ( 25851)
commons;1998-1999;19;1998-11-03;25757;16;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25757-16.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25757-16?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1144-1145.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1144-1145?view=html#nl.proc.ob.d.h-tk-19981999-1144-1145.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1144-1145.html;;aye;no;;aye;aye;no;aye;no;aye;no;De Wit;nl.m.02940;;;amendement-De Wit (stuk nr. 16, I)
commons;1998-1999;19;1998-11-03;25757;18;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25757-18.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25757-18?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1144-1145.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1144-1145?view=html#nl.proc.ob.d.h-tk-19981999-1144-1145.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1144-1145.html;;aye;no;;aye;no;no;no;no;no;no;Bijleveld-Schouten;nl.m.02974;;;amendement-Bijleveld-Schouten (stuk nr. 18, II)
commons;1998-1999;19;1998-11-03;25757;9;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25757-9.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25757-9?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1144-1145.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1144-1145?view=html#nl.proc.ob.d.h-tk-19981999-1144-1145.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1144-1145.html;;aye;no;;aye;aye;no;aye;no;aye;no;Bijleveld-Schouten;nl.m.02974;;;amendement-Bijleveld-Schouten (stuk nr. 9, I)
commons;1998-1999;19;1998-11-03;25757;10;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25757-10.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25757-10?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1144-1145.1.19.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1144-1145?view=html#nl.proc.ob.d.h-tk-19981999-1144-1145.1.19.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1144-1145.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Santi;nl.m.02239;;;amendement-Santi c.s. (stuk nr. 10)
commons;1998-1999;19;1998-11-03;25757;11;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25757-11.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25757-11?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1144-1145.1.22.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1144-1145?view=html#nl.proc.ob.d.h-tk-19981999-1144-1145.1.22.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1144-1145.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Santi;nl.m.02239;;;amendement-Santi c.s. (stuk nr. 11)
commons;1998-1999;19;1998-11-03;25757;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/25757;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1144-1145.1.27.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1144-1145?view=html#nl.proc.ob.d.h-tk-19981999-1144-1145.1.27.3.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1144-1145.html;;aye;aye;;no;aye;aye;aye;aye;no;aye;;;;;Wijziging van de Ziektewet, de Wet op de arbeidsongeschiktheidsverzekering en enkele andere wetten in verband met de beperking van het exporteren van uitkeringen (Wet beperking export uitkeringen) ( 25757)
commons;1998-1999;19;1998-11-03;25757;12;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25757-12.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1144-1145.1.28.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1144-1145?view=html#nl.proc.ob.d.h-tk-19981999-1144-1145.1.28.3.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1144-1145.html;;no;aye;;aye;aye;aye;aye;aye;aye;aye;Schimmel;nl.m.02983;;;de motie-Schimmel c.s. over een handhavingsverdrag met Indonesië ( 25757, nr. 12)
commons;1998-1999;19;1998-11-03;25757;14;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25757-14.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1144-1145.1.28.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1144-1145?view=html#nl.proc.ob.d.h-tk-19981999-1144-1145.1.28.6.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1144-1145.html;;aye;no;;aye;aye;no;aye;aye;aye;no;Van der Staaij;nl.m.02252;;;de motie-Van der Staaij over Molukse KNIL-militairen ( 25757, nr. 14)
commons;1998-1999;19;1998-11-03;24456;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/24456;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1145-1145.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1145-1145?view=html#nl.proc.ob.d.h-tk-19981999-1145-1145.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1145-1145.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;;;;;Aanpassing van de Wet toezicht beleggingsinstellingen, de Wet toezicht effectenverkeer, de Wet toezicht kredietwezen 1992, de Wet toezicht verzekeringsbedrijf 1993 en de Wet toezicht natura-uitvaartverzekeringsbedrijf in verband met het mogelijk maken van onderzoek naar de toereikendheid van deze wetgeving of van de wijze waarop de toezichthouders deze wetgeving uitvoeren of hebben uitgevoerd ( 24456)
commons;1998-1999;19;1998-11-03;25398;9;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25398-9.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25398-9?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1143-1143.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1143-1143?view=html#nl.proc.ob.d.h-tk-19981999-1143-1143.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1143-1143.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Kalsbeek-Jasperse;nl.m.02961;;;amendement-Kalsbeek-Jasperse (stuk nr. 9, I)
commons;1998-1999;19;1998-11-03;25879;39;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25879-39.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143.1.87.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143?view=html#nl.proc.ob.d.h-tk-19981999-1140-1143.1.87.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1140-1143.html;;aye;aye;;aye;aye;aye;aye;aye;aye;no;Van Gent;nl.m.02218;;;de motie-Van Gent over voorlichting aan thuiswerkers ( 25879, nr. 39)
commons;1998-1999;19;1998-11-03;25879;23;amendement;accepted;hoofdelijk;https://zoek.officielebekendmakingen.nl/kst-25879-23.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25879-23?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143?view=html#nl.proc.ob.d.h-tk-19981999-1140-1143.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1140-1143.html;;;;;;;;;;;;De Wit;nl.m.02940;;;amendement-De Wit (stuk nr. 23)
commons;1998-1999;19;1998-11-03;25879;16;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25879-16.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25879-16?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143?view=html#nl.proc.ob.d.h-tk-19981999-1140-1143.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1140-1143.html;;aye;aye;;aye;aye;aye;aye;aye;aye;no;Middel;nl.m.02987;;;amendement-Middel (stuk nr. 16)
commons;1998-1999;19;1998-11-03;25879;33;amendement;accepted;hoofdelijk;https://zoek.officielebekendmakingen.nl/kst-25879-33.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25879-33?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143.1.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143?view=html#nl.proc.ob.d.h-tk-19981999-1140-1143.1.21.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1140-1143.html;;;;;;;;;;;;De Wit;nl.m.02940;;;amendement-De Wit (stuk nr. 33)
commons;1998-1999;19;1998-11-03;25879;10;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25879-10.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25879-10?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143.1.32.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143?view=html#nl.proc.ob.d.h-tk-19981999-1140-1143.1.32.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1140-1143.html;;aye;aye;;aye;aye;aye;aye;aye;aye;no;Stroeken;nl.m.02243;;;amendement-Stroeken (stuk nr. 10)
commons;1998-1999;19;1998-11-03;25879;31;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25879-31.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25879-31?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143.1.36.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143?view=html#nl.proc.ob.d.h-tk-19981999-1140-1143.1.36.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1140-1143.html;;no;no;;aye;no;no;no;no;aye;no;De Wit;nl.m.02940;;;amendement-De Wit (stuk nr. 31, I)
commons;1998-1999;19;1998-11-03;25879;19;amendement;accepted;zonder stemming;https://zoek.officielebekendmakingen.nl/kst-25879-19.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25879-19?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143.1.41.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143?view=html#nl.proc.ob.d.h-tk-19981999-1140-1143.1.41.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1140-1143.html;;;;;;;;;;;;Middel;nl.m.02987;;;amendement-Middel (stuk nr. 19, I)
commons;1998-1999;19;1998-11-03;25879;18;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25879-18.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25879-18?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143.1.45.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143?view=html#nl.proc.ob.d.h-tk-19981999-1140-1143.1.45.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1140-1143.html;;aye;aye;;aye;aye;aye;aye;aye;aye;no;Middel;nl.m.02987;;;amendement-Middel (stuk nr. 18, I)
commons;1998-1999;19;1998-11-03;25879;26;amendement;accepted;zonder stemming;https://zoek.officielebekendmakingen.nl/kst-25879-26.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25879-26?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143.1.51.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143?view=html#nl.proc.ob.d.h-tk-19981999-1140-1143.1.51.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1140-1143.html;;;;;;;;;;;;Middel;nl.m.02987;;;amendement-Middel (stuk nr. 26)
commons;1998-1999;19;1998-11-03;25879;11;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25879-11.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25879-11?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143.1.55.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143?view=html#nl.proc.ob.d.h-tk-19981999-1140-1143.1.55.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1140-1143.html;;aye;aye;;aye;no;aye;aye;aye;aye;no;Stroeken;nl.m.02243;;;amendement-Stroeken (stuk nr. 11)
commons;1998-1999;19;1998-11-03;25879;38;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25879-38.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143.1.84.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143?view=html#nl.proc.ob.d.h-tk-19981999-1140-1143.1.84.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1140-1143.html;;no;aye;;aye;no;aye;no;no;aye;no;Middel;nl.m.02987;;;de motie-Middel over preventieve activiteiten m.b.t. beroepsziekten ( 25879, nr. 38)
commons;1998-1999;19;1998-11-03;25879;37;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25879-37.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143.1.81.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143?view=html#nl.proc.ob.d.h-tk-19981999-1140-1143.1.81.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1140-1143.html;;aye;no;;aye;aye;aye;aye;aye;aye;no;Middel;nl.m.02987;;;de motie-Middel over uitbreiding van de capaciteit van de Arbeidsinspectie ( 25879, nr. 37)
commons;1998-1999;19;1998-11-03;25879;35;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25879-35.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143.1.78.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143?view=html#nl.proc.ob.d.h-tk-19981999-1140-1143.1.78.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1140-1143.html;;aye;no;;aye;aye;no;aye;aye;aye;no;Stroeken;nl.m.02243;;;de motie-Stroeken over beperking van de kosten voor het midden- en kleinbedrijf ( 25879, nr. 35)
commons;1998-1999;19;1998-11-03;25879;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/25879;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143.1.75.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143?view=html#nl.proc.ob.d.h-tk-19981999-1140-1143.1.75.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1140-1143.html;;aye;aye;;aye;aye;aye;aye;aye;no;aye;;;;;Arbeidsomstandighedenwet 1998 ( 25879)
commons;1998-1999;19;1998-11-03;25879;25;amendement;accepted;zonder stemming;https://zoek.officielebekendmakingen.nl/kst-25879-25.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25879-25?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143.1.70.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143?view=html#nl.proc.ob.d.h-tk-19981999-1140-1143.1.70.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1140-1143.html;;;;;;;;;;;;De Wit;nl.m.02940;;;amendement-De Wit (stuk nr. 25)
commons;1998-1999;19;1998-11-03;25879;22;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25879-22.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25879-22?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143.1.66.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143?view=html#nl.proc.ob.d.h-tk-19981999-1140-1143.1.66.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1140-1143.html;;no;no;;aye;aye;aye;aye;no;aye;no;Middel;nl.m.02987;;;amendement-Middel (stuk nr. 22)
commons;1998-1999;19;1998-11-03;25879;21;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25879-21.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25879-21?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143.1.62.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1140-1143?view=html#nl.proc.ob.d.h-tk-19981999-1140-1143.1.62.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1140-1143.html;;no;aye;;aye;aye;aye;aye;no;aye;no;Middel;nl.m.02987;;;amendement-Middel (stuk nr. 21)
commons;1998-1999;21;1998-11-05;25922:,1613;26;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25922:,1613-26.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320.1.7.51.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320?view=html#nl.proc.ob.d.h-tk-19981999-1319-1320.1.7.51.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1319-1320.html;;no;aye;;aye;aye;aye;aye;aye;aye;no;Karimi;nl.m.02255;;;de motie-Karimi over het invoeren van een energieheffing binnen de Europese Unie ( 25922, R1613, nr. 26)
commons;1998-1999;21;1998-11-05;26200 XI;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/26200 XI;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1321-1322.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1321-1322?view=html#nl.proc.ob.d.h-tk-19981999-1321-1322.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1321-1322.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;;;;;Vaststelling van de begroting van de uitgaven en de ontvangsten van het Ministerie van Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer (XI) voor het jaar 1999 ( 26200 XI)
commons;1998-1999;21;1998-11-05;26200-XI;12;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XI-12.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1321-1322.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1321-1322?view=html#nl.proc.ob.d.h-tk-19981999-1321-1322.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1321-1322.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Ravestein;nl.m.02254;;;motie-Ravestein c.s. (26200-XI, nr. 12)
commons;1998-1999;21;1998-11-05;26200-XI;14;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XI-14.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1321-1322.1.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1321-1322?view=html#nl.proc.ob.d.h-tk-19981999-1321-1322.1.17.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1321-1322.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Rietkerk;nl.m.02237;;;motie-Rietkerk (26200-XI, nr. 14)
commons;1998-1999;21;1998-11-05;26200-XI;16;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XI-16.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1321-1322.1.20.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1321-1322?view=html#nl.proc.ob.d.h-tk-19981999-1321-1322.1.20.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1321-1322.html;;aye;aye;;aye;aye;aye;aye;aye;aye;no;Rietkerk;nl.m.02237;;;motie-Rietkerk (26200-XI, nr. 16)
commons;1998-1999;21;1998-11-05;26200-XI;17;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XI-17.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1321-1322.1.23.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1321-1322?view=html#nl.proc.ob.d.h-tk-19981999-1321-1322.1.23.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1321-1322.html;;aye;aye;;aye;aye;aye;aye;aye;no;aye;Duivesteijn;nl.m.02513;Verbugt;nl.m.02896;motie-Duivesteijn/Verbugt (26200-XI, nr. 17)
