#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.50plus;nl.p.cda;nl.p.cu;nl.p.d66;nl.p.fractieyildirim;nl.p.gl;nl.p.osf;nl.p.pvda;nl.p.pvdd;nl.p.pvv;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;2010-2011;75;2011-04-19;32418;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/32418;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-12.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-12?view=html#nl.proc.ob.d.h-tk-20102011-75-12.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-12.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;aye;;;;;Aan de orde zijn de stemmingenin verband met het wetsvoorstel Wijziging van Boek 6 van het Burgerlijk Wetboek en het Wetboek van Burgerlijke Rechtsvordering in verband met de normering van de vergoeding voor kosten ter verkrijging van voldoening buiten rechte (32418),
commons;2010-2011;75;2011-04-19;32418;13;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32418-13.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-12.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-12?view=html#nl.proc.ob.d.h-tk-20102011-75-12.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-12.html;;no;no;aye;;aye;;aye;aye;aye;aye;aye;no;Ulenbelt;nl.m.03096;;;de motie-Ulenbelt c.s. over het maximaal toegestane incassotarief ( 32418, nr. 13) 
senate;2010-2011;25;2011-04-19;32521;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/32521;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20102011-25-7.1.11.5.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20102011-25-7?view=html#nl.proc.ob.d.h-ek-20102011-25-7.1.11.5.1;https://zoek.officielebekendmakingen.nl/h-ek-20102011-25-7.html;;aye!!!no;aye!!!no;no;absent;no;aye;no;;;aye!!!no;no;aye!!!no;;;;;het wetsvoorstel Introductie van een regeling die het mogelijk maakt oudere belastingplichtigen een tegemoetkoming te verstrekken met het oog op compensatie van koopkrachtverlies als gevolg van beleidsmaatregelen (Wet mogelijkheid koopkrachttegemoetkoming oudere belastingplichtigen) (32521)
commons;2010-2011;75;2011-04-19;32500-XIII;190;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32500-XIII-190.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-17.1.27.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-17?view=html#nl.proc.ob.d.h-tk-20102011-75-17.1.27.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-17.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;aye;Jacobi;nl.m.03079;;;de motie-Jacobi c.s. over imidacloprid in oppervlaktewater ( 32500-XIII, nr. 190).
commons;2010-2011;75;2011-04-19;23645;423;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-23645-423.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-18.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-18?view=html#nl.proc.ob.d.h-tk-20102011-75-18.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-18.html;;aye;aye;no;;aye;;aye;no;no;aye;no;no;Slob;nl.m.01639;Haverkamp;nl.m.02397;de motie-Slob/Haverkamp over uitbouw van de ov-chipkaart ( 23645, nr. 423) 
commons;2010-2011;75;2011-04-19;23645;430;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-23645-430.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-18.1.33.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-18?view=html#nl.proc.ob.d.h-tk-20102011-75-18.1.33.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-18.html;;aye;aye;aye;;aye;;aye;aye;aye;no;aye;no;Haverkamp;nl.m.02397;;;de motie-Haverkamp over streefcijfers ( 23645, nr. 430) 
commons;2010-2011;75;2011-04-19;23645;429;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-23645-429.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-18.1.30.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-18?view=html#nl.proc.ob.d.h-tk-20102011-75-18.1.30.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-18.html;;no;no;no;;aye;;aye;aye;aye;no;aye;no;Van Gent;nl.m.02218;;;de motie-Van Gent over het verlagen van het instaptarief ( 23645, nr. 429) 
commons;2010-2011;75;2011-04-19;23645;434;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-23645-434.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-18.1.27.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-18?view=html#nl.proc.ob.d.h-tk-20102011-75-18.1.27.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-18.html;;aye;aye;aye;;aye;;aye;aye;aye;no;aye;no;Van Gent;nl.m.02218;Haverkamp;nl.m.02397;motie-Van Gent/Haverkamp ( 23645, nr. 434)
commons;2010-2011;75;2011-04-19;23645;427;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-23645-427.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-18.1.24.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-18?view=html#nl.proc.ob.d.h-tk-20102011-75-18.1.24.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-18.html;;no;no;no;;no;;no;aye;aye;no;aye;no;De Jong;nl.m.03220;;;de motie-De Jong over een onafhankelijke kosten-batenanalyse ( 23645, nr. 427) 
commons;2010-2011;75;2011-04-19;23645;426;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-23645-426.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-18.1.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-18?view=html#nl.proc.ob.d.h-tk-20102011-75-18.1.21.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-18.html;;no;no;no;;aye;;no;aye;aye;no;aye;no;De Jong;nl.m.03220;;;de motie-De Jong over een kostenneutrale invoering ( 23645, nr. 426) 
commons;2010-2011;75;2011-04-19;23645;425;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-23645-425.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-18.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-18?view=html#nl.proc.ob.d.h-tk-20102011-75-18.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-18.html;;no;aye;no;;aye;;aye;aye;no;no;aye;no;Slob;nl.m.01639;;;de motie-Slob over een aantrekkelijker ov-chipkaart ( 23645, nr. 425) 
commons;2010-2011;75;2011-04-19;23645;424;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-23645-424.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-18.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-18?view=html#nl.proc.ob.d.h-tk-20102011-75-18.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-18.html;;no;aye;aye;;aye;;aye;aye;aye;no;aye;no;Slob;nl.m.01639;;;de motie-Slob over het oppakken van de regierol ( 23645, nr. 424) 
commons;2010-2011;75;2011-04-19;23645;431;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-23645-431.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-18.1.36.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-18?view=html#nl.proc.ob.d.h-tk-20102011-75-18.1.36.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-18.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;no;Haverkamp;nl.m.02397;Slob;nl.m.01639;de motie-Haverkamp/Slob over de ov-begeleiderspas ( 23645, nr. 431) 
commons;2010-2011;75;2011-04-19;32500-XIII;182;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32500-XIII-182.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-17.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-17?view=html#nl.proc.ob.d.h-tk-20102011-75-17.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-17.html;;no;no;no;;aye;;aye;aye;no;no;aye;no;Van Gerven;nl.m.03116;Ouwehand;nl.m.03108;de motie-Van Gerven/Ouwehand over een moratorium op neonicotinoïden ( 32500-XIII, nr. 182) 
commons;2010-2011;75;2011-04-19;32500-XIII;183;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32500-XIII-183.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-17.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-17?view=html#nl.proc.ob.d.h-tk-20102011-75-17.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-17.html;;no;no;no;;no;;no;aye;no;no;aye;no;Van Gerven;nl.m.03116;Ouwehand;nl.m.03108;de motie-Van Gerven/Ouwehand over onafhankelijke wetenschapsbeoefening ( 32500-XIII, nr. 183) 
commons;2010-2011;75;2011-04-19;32500-XIII;184;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32500-XIII-184.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-17.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-17?view=html#nl.proc.ob.d.h-tk-20102011-75-17.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-17.html;;no;no;aye;;aye;;aye;aye;no;no;aye;no;Ouwehand;nl.m.03108;Jacobi;nl.m.03079;de motie-Ouwehand/Jacobi over herbeoordeling van bestrijdingsmiddelen ( 32500-XIII, nr. 184) 
commons;2010-2011;75;2011-04-19;31412;34;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31412-34.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-31412-34?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-10.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-10?view=html#nl.proc.ob.d.h-tk-20102011-75-10.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-10.html;;no;no;aye;;aye;;aye;aye;no;no;no;no;Van Dam;nl.m.02464;;;amendement-Van Dam (stuk nr. 34)
commons;2010-2011;75;2011-04-19;31412;42;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-31412-42.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-31412-42?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-10.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-10?view=html#nl.proc.ob.d.h-tk-20102011-75-10.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-10.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;aye;Schaart;nl.m.03254;Verburg;nl.m.02246;amendement-Schaart/Verburg (stuk nr. 42, I)
commons;2010-2011;75;2011-04-19;31412;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/31412;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-10.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-10?view=html#nl.proc.ob.d.h-tk-20102011-75-10.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-10.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;aye;;;;;Aan de orde zijn de stemmingenin verband met het wetsvoorstel Wijziging van de Telecommunicatiewet in verband met de Nota frequentiebeleid 2005 (31412),
commons;2010-2011;75;2011-04-19;31412;37;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-31412-37.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-10.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-10?view=html#nl.proc.ob.d.h-tk-20102011-75-10.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-10.html;;no;no;aye;;aye;;aye;aye;aye;no;aye;no;Gesthuizen;nl.m.03103;;;de motie-Gesthuizen over afsluiten van abonnementen voor sms-diensten ( 31412, nr. 37) 
commons;2010-2011;75;2011-04-19;31412;38;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-31412-38.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-10.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-10?view=html#nl.proc.ob.d.h-tk-20102011-75-10.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-10.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;aye;Verhoeven;nl.m.03192;;;de motie-Verhoeven c.s. over digitalisering van radiofrequenties ( 31412, nr. 38) 
commons;2010-2011;75;2011-04-19;24724;97;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-24724-97.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-14.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-14?view=html#nl.proc.ob.d.h-tk-20102011-75-14.1.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-14.html;;aye;aye;aye;;aye;;aye;aye;no;no;aye;no;Klaver;nl.m.03226;De Rouwe;nl.m.03054;de motie-Klaver/De Rouwe over de bijverdiengrens voor studenten ( 24724, nr. 97).
commons;2010-2011;75;2011-04-19;32500-XIII;186;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32500-XIII-186.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-17.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-17?view=html#nl.proc.ob.d.h-tk-20102011-75-17.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-17.html;;no;no;aye;;aye;;aye;aye;no;no;aye;no;Ouwehand;nl.m.03108;;;de motie-Ouwehand over een verbod op verkoop van bestrijdingsmiddelen ( 32500-XIII, nr. 186) 
commons;2010-2011;75;2011-04-19;32500-XIII;187;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32500-XIII-187.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-17.1.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-17?view=html#nl.proc.ob.d.h-tk-20102011-75-17.1.21.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-17.html;;no;no;no;;no;;no;aye;no;no;aye;no;Ouwehand;nl.m.03108;;;de motie-Ouwehand over etikettering van bestrijdingsmiddelen ( 32500-XIII, nr. 187) 
commons;2010-2011;75;2011-04-19;32500-XIII;189;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32500-XIII-189.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-17.1.24.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-17?view=html#nl.proc.ob.d.h-tk-20102011-75-17.1.24.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-17.html;;aye;aye;aye;;aye;;aye;aye;no;aye;aye;aye;Koopmans;nl.m.02324;Ouwehand;nl.m.03108;de motie-Koopmans/Ouwehand over de insectenmonitor ( 32500-XIII, nr. 189) 
commons;2010-2011;75;2011-04-19;32500-XIII;185;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32500-XIII-185.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-17.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-17?view=html#nl.proc.ob.d.h-tk-20102011-75-17.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-17.html;;no;no;aye;;aye;;aye;aye;no;no;aye;no;Ouwehand;nl.m.03108;Jacobi;nl.m.03079;de motie-Ouwehand/Jacobi over toetsing op niet-doelwitinsecten ( 32500-XIII, nr. 185) 
commons;2010-2011;75;2011-04-19;31412;39;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31412-39.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-10.1.23.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-10?view=html#nl.proc.ob.d.h-tk-20102011-75-10.1.23.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-10.html;;no;no;no;;no;;no;no;aye;no;no;no;Van Bemmel;nl.m.03234;;;de motie-Van Bemmel over de 800 Mhz-frequentie ( 31412, nr. 39) 
commons;2010-2011;75;2011-04-19;32467;19;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32467-19.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-32467-19?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-13.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-13?view=html#nl.proc.ob.d.h-tk-20102011-75-13.1.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-13.html;;no;no;aye;;aye;;aye;aye;no;no;aye;no;Heijnen;nl.m.03086;;;amendement-Heijnen c.s. (stuk nr. 19, I)
commons;2010-2011;75;2011-04-19;29248;190;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29248-190.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-20.1.57.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-20?view=html#nl.proc.ob.d.h-tk-20102011-75-20.1.57.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-20.html;;no;aye;no;;aye;;aye;no;no;no;no;no;Van der Veen;nl.m.03083;;;de motie-Van der Veen over continueren huidige beleidsregel ( 29248, nr. 190) 
commons;2010-2011;75;2011-04-19;29428;189;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29428-189.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-20.1.54.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-20?view=html#nl.proc.ob.d.h-tk-20102011-75-20.1.54.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-20.html;;no;aye;aye;;aye;;aye;aye;no;aye;aye;no;Van der Veen;nl.m.03083;Dijkstra;nl.m.03188;motie-Van der Veen/Dijkstra ( 29428, nr. 189)
commons;2010-2011;75;2011-04-19;29248;188;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29248-188.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-20.1.51.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-20?view=html#nl.proc.ob.d.h-tk-20102011-75-20.1.51.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-20.html;;no;no;aye;;aye;;aye;aye;no;no;aye;no;Van der Veen;nl.m.03083;;;de motie-Van der Veen over een doelmatigheidstest voor fabrikanten ( 29248, nr. 188) 
commons;2010-2011;75;2011-04-19;29248;187;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29248-187.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-20.1.48.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-20?view=html#nl.proc.ob.d.h-tk-20102011-75-20.1.48.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-20.html;;no;aye;no;;aye;;aye;aye;no;no;aye;no;Van der Veen;nl.m.03083;;;de motie-Van der Veen over handhaven bandbreedteregeling ( 29248, nr. 187) 
commons;2010-2011;75;2011-04-19;29248;193;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29248-193.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-20.1.63.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-20?view=html#nl.proc.ob.d.h-tk-20102011-75-20.1.63.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-20.html;;aye;aye;aye;;aye;;aye;no;aye;aye;no;aye;Mulder;nl.m.03203;;;de motie-Mulder c.s. over een alternatief voor het macrobeheersingsinstrument ( 29248, nr. 193) 
commons;2010-2011;75;2011-04-19;29248;201;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29248-201.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-20.1.45.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-20?view=html#nl.proc.ob.d.h-tk-20102011-75-20.1.45.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-20.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;aye;Van der Veen;nl.m.03083;;;motie-Van der Veen ( 29248, nr. 201)
commons;2010-2011;75;2011-04-19;29248;184;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29248-184.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-20.1.42.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-20?view=html#nl.proc.ob.d.h-tk-20102011-75-20.1.42.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-20.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;no;Van der Veen;nl.m.03083;;;de motie-Van der Veen c.s. over de eerste opzet onderzoeksvragen ( 29248, nr. 184) 
commons;2010-2011;75;2011-04-19;29248;183;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29248-183.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-20.1.39.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-20?view=html#nl.proc.ob.d.h-tk-20102011-75-20.1.39.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-20.html;;no;aye;no;;aye;;aye;no;no;no;aye;no;Van der Veen;nl.m.03083;Wiegman-van Meppelen Scheppink;nl.m.03125;de motie-Van der Veen/Wiegman-van Meppelen Scheppink over recente informatie over volume en prijs ( 29248, nr. 183) 
commons;2010-2011;75;2011-04-19;29248;182;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29248-182.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-20.1.36.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-20?view=html#nl.proc.ob.d.h-tk-20102011-75-20.1.36.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-20.html;;no;aye;no;;aye;;aye;aye;no;no;aye;no;Van der Veen;nl.m.03083;;;de motie-Van der Veen c.s. over de juridische houdbaarheid van het macrobeheersingsinstrument ( 29248, nr. 182) 
commons;2010-2011;75;2011-04-19;29248;181;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29248-181.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-20.1.33.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-20?view=html#nl.proc.ob.d.h-tk-20102011-75-20.1.33.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-20.html;;no;aye;no;;aye;;aye;aye;no;no;aye;no;Van der Veen;nl.m.03083;Wiegman-van Meppelen Scheppink;nl.m.03125;de motie-Van der Veen/Wiegman-van Meppelen Scheppink over een eerste opzet basiszorg ( 29248, nr. 181) 
commons;2010-2011;75;2011-04-19;29248;180;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29248-180.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-20.1.30.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-20?view=html#nl.proc.ob.d.h-tk-20102011-75-20.1.30.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-20.html;;aye;aye;aye;;aye;;aye;no;aye;aye;no;aye;Smilde;nl.m.02399;;;de motie-Smilde c.s. over kwaliteit en veiligheid van zorg ( 29248, nr. 180) 
commons;2010-2011;75;2011-04-19;29248;179;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29248-179.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-20.1.27.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-20?view=html#nl.proc.ob.d.h-tk-20102011-75-20.1.27.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-20.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;no;Leijten;nl.m.03095;;;de motie-Leijten over de kleinere zorgverzekeraars ( 29248, nr. 179) 
commons;2010-2011;75;2011-04-19;29248;178;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29248-178.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-20.1.24.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-20?view=html#nl.proc.ob.d.h-tk-20102011-75-20.1.24.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-20.html;;no;no;no;;aye;;aye;aye;no;no;aye;no;Leijten;nl.m.03095;Van Gerven;nl.m.03116;de motie-Leijten/Van Gerven over de kleinschaligheidstoeslag ( 29248, nr. 178) 
commons;2010-2011;75;2011-04-19;29248;177;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29248-177.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-20.1.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-20?view=html#nl.proc.ob.d.h-tk-20102011-75-20.1.21.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-20.html;;no;no;no;;no;;aye;aye;no;no;aye;no;Leijten;nl.m.03095;Van Gerven;nl.m.03116;de motie-Leijten/Van Gerven over financiering op basis van behoefte aan zorg ( 29248, nr. 177) 
commons;2010-2011;75;2011-04-19;32467;12;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32467-12.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-32467-12?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-13.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-75-13?view=html#nl.proc.ob.d.h-tk-20102011-75-13.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-75-13.html;;no;no;aye;;aye;;aye;aye;no;no;aye;no;Schouw;nl.m.03025;;;amendement-Schouw (stuk nr. 12, I)
