#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.cda;nl.p.cu;nl.p.d66;nl.p.gl;nl.p.groepeerdmansvanschijndel;nl.p.groeplazrak;nl.p.groepnawijn;nl.p.groepvanoudenallen;nl.p.groepwilders;nl.p.lpf;nl.p.osf;nl.p.pvda;nl.p.pvdd;nl.p.pvv;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;2006-2007;4;2006-09-26;30413;72;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30413-72.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30413-72?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-152.1.95.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-152?view=html#nl.proc.ob.d.h-tk-20062007-148-152.1.95.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-148-152.html;no;aye;aye;aye;aye;no;no;aye;no;aye;;no;;;no;aye;no;Bakker;nl.m.02503;;;amendement-Bakker (stuk nr. 72)
commons;2006-2007;4;2006-09-26;30413;71;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30413-71.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30413-71?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-152.1.90.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-152?view=html#nl.proc.ob.d.h-tk-20062007-148-152.1.90.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-148-152.html;no;aye;aye;no;no;no;no;aye;no;aye;;no;;;no;no;no;Bakker;nl.m.02503;;;amendement-Bakker (stuk nr. 71, I)
commons;2006-2007;4;2006-09-26;30413;78;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30413-78.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-152.1.155.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-152?view=html#nl.proc.ob.d.h-tk-20062007-148-152.1.155.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-148-152.html;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;;aye;;;aye;aye;aye;Bibi de Vries;nl.m.02550;Vendrik;nl.m.02245;de motie-Bibi de Vries/Vendrik over verruiming van de mogelijkheden voor pensioenopbouw voor zelfstandigen binnen de tweede pijler ( 30413, nr. 78)
commons;2006-2007;4;2006-09-26;30413;79;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30413-79.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-152.1.158.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-152?view=html#nl.proc.ob.d.h-tk-20062007-148-152.1.158.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-148-152.html;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;;aye;;;aye;aye;aye;Bibi de Vries;nl.m.02550;;;de motie-Bibi de Vries c.s. over inzicht in het complementair toezicht van De Nederlandsche Bank en de AFM ( 30413, nr. 79)
commons;2006-2007;4;2006-09-26;30552;27;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30552-27.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-152-153.1.56.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-152-153?view=html#nl.proc.ob.d.h-tk-20062007-152-153.1.56.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-152-153.html;aye;aye;no;aye;aye;no;no;aye;no;aye;;aye;;;aye;aye;no;Koopmans;nl.m.02324;Stuurman;nl.m.02465;de motie-Koopmans/Stuurman over een werkprogramma wetenschappelijke grenswaarden ( 30552, nr. 27)
commons;2006-2007;4;2006-09-26;30552;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/30552;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-152-153.1.53.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-152-153?view=html#nl.proc.ob.d.h-tk-20062007-152-153.1.53.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-152-153.html;aye;aye;aye;no;aye;no;no;aye;aye;aye;;aye;;;aye;no;aye;;;;;Wijziging van de Arbeidsomstandighedenwet 1998 en enige andere wetten in verband met het vergroten van de verantwoordelijkheid van werkgevers en werknemers voor het arbeidsomstandighedenbeleid ( 30552)
commons;2006-2007;4;2006-09-26;30552;20;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30552-20.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30552-20?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-152-153.1.46.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-152-153?view=html#nl.proc.ob.d.h-tk-20062007-152-153.1.46.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-152-153.html;no;aye;no;aye;no;no;no;no;no;no;;aye;;;no;aye;no;Gerkens;nl.m.02326;;;amendement-Gerkens c.s. (stuk nr. 20)
commons;2006-2007;4;2006-09-26;30552;21;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30552-21.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30552-21?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-152-153.1.42.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-152-153?view=html#nl.proc.ob.d.h-tk-20062007-152-153.1.42.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-152-153.html;no;aye;aye;aye;no;no;no;no;no;no;;aye;;;no;aye;no;Gerkens;nl.m.02326;;;amendement-Gerkens c.s. (stuk nr. 21)
commons;2006-2007;4;2006-09-26;30552;30;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30552-30.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30552-30?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-152-153.1.36.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-152-153?view=html#nl.proc.ob.d.h-tk-20062007-152-153.1.36.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-152-153.html;aye;aye;aye;no;aye;no;no;aye;aye;aye;;aye;;;aye;no;aye;Van der Sande;nl.m.02998;Koopmans;nl.m.02324;amendement-Van der Sande/Koopmans (stuk nr. 30, I)
commons;2006-2007;4;2006-09-26;30552;19;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30552-19.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30552-19?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-152-153.1.32.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-152-153?view=html#nl.proc.ob.d.h-tk-20062007-152-153.1.32.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-152-153.html;no;aye;no;aye;no;no;no;no;no;no;;aye;;;no;aye;no;Gerkens;nl.m.02326;;;amendement-Gerkens c.s. (stuk nr. 19, I)
commons;2006-2007;4;2006-09-26;30552;18;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30552-18.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30552-18?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-152-153.1.27.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-152-153?view=html#nl.proc.ob.d.h-tk-20062007-152-153.1.27.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-152-153.html;no;no;no;aye;no;no;no;no;no;no;;aye;;;no;aye;no;Gerkens;nl.m.02326;;;amendement-Gerkens c.s. (stuk nr. 18)
commons;2006-2007;4;2006-09-26;30552;17;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30552-17.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30552-17?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-152-153.1.24.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-152-153?view=html#nl.proc.ob.d.h-tk-20062007-152-153.1.24.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-152-153.html;no;no;no;aye;no;no;no;no;no;no;;aye;;;no;aye;no;Stuurman;nl.m.02465;;;amendement-Stuurman c.s. (stuk nr. 17)
commons;2006-2007;4;2006-09-26;30552;14;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30552-14.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30552-14?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-152-153.1.19.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-152-153?view=html#nl.proc.ob.d.h-tk-20062007-152-153.1.19.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-152-153.html;no;aye;no;aye;no;no;no;no;no;no;;aye;;;no;aye;no;Van Gent;nl.m.02218;;;amendement-Van Gent c.s. (stuk nr. 14)
commons;2006-2007;4;2006-09-26;30552;22;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30552-22.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30552-22?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-152-153.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-152-153?view=html#nl.proc.ob.d.h-tk-20062007-152-153.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-152-153.html;no;no;no;aye;no;no;no;aye;no;aye;;aye;;;no;aye;no;Gerkens;nl.m.02326;;;amendement-Gerkens c.s. (stuk nr. 22)
commons;2006-2007;4;2006-09-26;30552;29;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30552-29.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30552-29?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-152-153.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-152-153?view=html#nl.proc.ob.d.h-tk-20062007-152-153.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-152-153.html;no;no;no;aye;no;no;no;no;no;no;;aye;;;no;aye;no;Van Gent;nl.m.02218;;;amendement-Van Gent c.s. (stuk nr. 29)
commons;2006-2007;4;2006-09-26;30552;16;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30552-16.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30552-16?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-152-153.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-152-153?view=html#nl.proc.ob.d.h-tk-20062007-152-153.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-152-153.html;no;no;no;aye;no;no;no;no;no;no;;aye;;;no;aye;no;Stuurman;nl.m.02465;;;amendement-Stuurman c.s. (stuk nr. 16)
commons;2006-2007;4;2006-09-26;30413;82;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30413-82.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-152.1.167.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-152?view=html#nl.proc.ob.d.h-tk-20062007-148-152.1.167.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-148-152.html;no;aye;aye;no;no;no;no;aye;no;no;;no;;;aye;no;no;Van der Vlies;nl.m.02682;;;de motie-Van der Vlies over een uitzondering voor emeritaatsfondsen ( 30413, nr. 82)
commons;2006-2007;4;2006-09-26;30413;81;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30413-81.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-152.1.164.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-152?view=html#nl.proc.ob.d.h-tk-20062007-148-152.1.164.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-148-152.html;aye;aye;no;aye;aye;no;no;aye;no;aye;;aye;;;aye;aye;no;Huizinga-Heringa;nl.m.02320;;;de motie-Huizinga-Heringa c.s. over royale overgangstermijnen voor emeritaatsfondsen ( 30413, nr. 81)
commons;2006-2007;4;2006-09-26;30413;80;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30413-80.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-152.1.161.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-152?view=html#nl.proc.ob.d.h-tk-20062007-148-152.1.161.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-148-152.html;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;;aye;;;aye;aye;aye;Bibi de Vries;nl.m.02550;;;de motie-Bibi de Vries c.s. over evaluatie van het dubbel toezicht ( 30413, nr. 80)
commons;2006-2007;4;2006-09-26;30413;70;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30413-70.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30413-70?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-152.1.87.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-152?view=html#nl.proc.ob.d.h-tk-20062007-148-152.1.87.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-148-152.html;no;aye;aye;aye;no;no;no;no;no;no;;no;;;no;no;no;Bakker;nl.m.02503;;;amendement-Bakker (stuk nr. 70)
commons;2006-2007;4;2006-09-26;30413;47;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30413-47.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30413-47?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-152.1.84.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-152?view=html#nl.proc.ob.d.h-tk-20062007-148-152.1.84.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-148-152.html;no;no;aye;aye;aye;no;no;aye;no;aye;;no;;;no;aye;no;De Wit;nl.m.02940;;;amendement-De Wit (stuk nr. 47)
commons;2006-2007;4;2006-09-26;30413;85;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30413-85.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30413-85?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-152.1.79.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-152?view=html#nl.proc.ob.d.h-tk-20062007-148-152.1.79.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-148-152.html;aye;no;aye;aye;aye;aye;aye;aye;aye;aye;;aye;;;aye;aye;aye;Verbeet;nl.m.02577;;;amendement-Verbeet c.s. (stuk nr. 85)
commons;2006-2007;4;2006-09-26;25695;40;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25695-40.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-148.1.19.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-148?view=html#nl.proc.ob.d.h-tk-20062007-148-148.1.19.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-148-148.html;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;;aye;;;aye;aye;aye;Van Dijk;nl.m.02352;Douma;nl.m.02460;de motie-Van Dijk/Douma over het voorkomen van dubbele heffingen ( 25695, nr. 40)
commons;2006-2007;4;2006-09-26;25695;39;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25695-39.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-148.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-148?view=html#nl.proc.ob.d.h-tk-20062007-148-148.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-148-148.html;aye;no;no;aye;no;no;no;no;no;no;;aye;;;no;aye;no;Douma;nl.m.02460;Van Dijk;nl.m.02352;de motie-Douma/Van Dijk over het handhavingsinstrumentarium van product- en bedrijfsschappen ( 25695, nr. 39)
commons;2006-2007;4;2006-09-26;25695;38;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25695-38.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-148.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-148?view=html#nl.proc.ob.d.h-tk-20062007-148-148.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-148-148.html;aye;aye;no;aye;aye;no;no;aye;no;aye;;aye;;;aye;aye;no;Douma;nl.m.02460;Van Dijk;nl.m.02352;de motie-Douma/Van Dijk over een code voor goed bestuur ( 25695, nr. 38)
commons;2006-2007;4;2006-09-26;25695;37;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25695-37.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-148.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-148?view=html#nl.proc.ob.d.h-tk-20062007-148-148.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-148-148.html;no;aye;aye;aye;aye;no;no;aye;aye;aye;;aye;;;no;aye;aye;Aptroot;nl.m.02412;;;de motie-Aptroot over volledige openheid van zaken in de financiële verslaglegging van de schappen ( 25695, nr. 37)
commons;2006-2007;4;2006-09-26;25695;36;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25695-36.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-148.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-148?view=html#nl.proc.ob.d.h-tk-20062007-148-148.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-148-148.html;no;aye;aye;aye;aye;no;no;aye;aye;aye;;no;;;no;no;aye;Aptroot;nl.m.02412;;;de motie-Aptroot over zeggenschap van aangesloten ondernemers over de samenstelling van het bestuur ( 25695, nr. 36)
commons;2006-2007;4;2006-09-26;28240;56;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28240-56.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-147-148.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-147-148?view=html#nl.proc.ob.d.h-tk-20062007-147-148.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-147-148.html;no;no;aye;aye;no;no;no;no;no;no;;no;;;no;aye;no;Van Velzen;nl.m.02342;;;de motie-Van Velzen over koppeling van emissierechten ten behoeve van energie-efficiencyinvesteringen ( 28240, nr. 56)
commons;2006-2007;4;2006-09-26;28240;55;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28240-55.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-147-148.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-147-148?view=html#nl.proc.ob.d.h-tk-20062007-147-148.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-147-148.html;no;no;aye;aye;no;no;no;no;no;no;;aye;;;no;aye;no;Van Velzen;nl.m.02342;Samsom;nl.m.02335;de motie-Van Velzen/Samsom over jaarlijkse verlaging van het uitstootplafond voor emissierechten ( 28240, nr. 55)
commons;2006-2007;4;2006-09-26;28240;57;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28240-57.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-147-148.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-147-148?view=html#nl.proc.ob.d.h-tk-20062007-147-148.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-147-148.html;aye;aye;aye;aye;no;no;no;no;aye;no;;aye;;;aye;aye;aye;Van Velzen;nl.m.02342;Samsom;nl.m.02335;motie-Van Velzen/Samsom (28240, nr. 57)
commons;2006-2007;4;2006-09-26;28240;53;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28240-53.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-147-148.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-147-148?view=html#nl.proc.ob.d.h-tk-20062007-147-148.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-147-148.html;aye;aye;no;no;aye;no;no;aye;aye;no;;aye;;;aye;aye;aye;De Krom;nl.m.02414;Spies;nl.m.02371;de motie-De Krom/Spies over een EU-besluit over het post-Kyotobeleid ( 28240, nr. 53)
commons;2006-2007;4;2006-09-26;28165;50;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28165-50.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-147-147-1.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-147-147-1?view=html#nl.proc.ob.d.h-tk-20062007-147-147-1.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-147-147-1.html;aye;aye;aye;aye;no;no;no;aye;aye;aye;;aye;;;aye;aye;no;Omtzigt;nl.m.02441;;;de motie-Omtzigt c.s. over maatregelen aansluitend bij de personeelsparagraaf van de Wet Personenvervoer 2000 ( 28165, nr. 50)
commons;2006-2007;4;2006-09-26;28165;49;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28165-49.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-147-147-1.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-147-147-1?view=html#nl.proc.ob.d.h-tk-20062007-147-147-1.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-147-147-1.html;no;aye;no;aye;no;no;no;no;no;no;;aye;;;no;aye;no;Crone;nl.m.02507;;;de motie-Crone c.s. over voorwaarden voor de vervreemding van de aandelen ( 28165, nr. 49)
commons;2006-2007;4;2006-09-26;28165;48;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28165-48.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-147-147-1.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-147-147-1?view=html#nl.proc.ob.d.h-tk-20062007-147-147-1.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-147-147-1.html;no;aye;no;aye;no;no;no;no;no;no;;aye;;;aye;aye;no;Crone;nl.m.02507;;;de motie-Crone c.s. over een lager percentage te vervreemden aandelen ( 28165, nr. 48)
senate;2006-2007;1;2006-09-26;29743;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29743;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20062007-12-12.1.6.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20062007-12-12?view=html#nl.proc.ob.d.h-ek-20062007-12-12.1.6.3.1;https://zoek.officielebekendmakingen.nl/h-ek-20062007-12-12.html;aye;aye;aye;no;;;;;;aye;aye;aye;;;aye;no;aye;;;;;Wijziging van het Wetboek van Strafvordering in verband met het treffen van een regeling inzake het verhoor van afgeschermde getuigen en enkele andere onderwerpen (afgeschermde getuigen) ( 29743)
commons;2006-2007;4;2006-09-26;25695;41;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25695-41.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-148.1.22.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-148?view=html#nl.proc.ob.d.h-tk-20062007-148-148.1.22.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-148-148.html;aye;no;no;aye;no;no;no;no;no;no;;aye;;;aye;aye;no;Van Dijk;nl.m.02352;Douma;nl.m.02460;de motie-Van Dijk/Douma over het niet schrappen van de Schilthuiskorting ( 25695, nr. 41)
commons;2006-2007;4;2006-09-26;30413;50;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30413-50.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30413-50?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-152.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-152?view=html#nl.proc.ob.d.h-tk-20062007-148-152.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-148-152.html;aye;aye;no;no;aye;no;no;aye;aye;aye;;no;;;aye;aye;no;Mosterd;nl.m.02259;;;amendement-Mosterd c.s. (stuk nr. 50, I)
commons;2006-2007;4;2006-09-26;30413;39;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30413-39.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30413-39?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-152.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-148-152?view=html#nl.proc.ob.d.h-tk-20062007-148-152.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-148-152.html;aye;aye;aye;aye;no;no;no;aye;aye;no;;aye;;;aye;aye;aye;Omtzigt;nl.m.02441;;;amendement-Omtzigt c.s. (stuk nr. 39)
