#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.cda;nl.p.cu;nl.p.d66;nl.p.gl;nl.p.groepeerdmansvanschijndel;nl.p.groeplazrak;nl.p.groepnawijn;nl.p.groepvanoudenallen;nl.p.groepwilders;nl.p.lpf;nl.p.osf;nl.p.pvda;nl.p.pvdd;nl.p.pvv;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;2006-2007;19;2006-10-31;30804;21;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30804-21.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30804-21?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1446-1447.1.25.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1446-1447?view=html#nl.proc.ob.d.h-tk-20062007-1446-1447.1.25.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1446-1447.html;no;aye;no;aye;no;no;no;no;no;no;;aye;;;aye;aye;no;Vendrik;nl.m.02245;;;amendement-Vendrik c.s. (stuk nr. 21, A)
commons;2006-2007;19;2006-10-31;30804;13;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30804-13.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30804-13?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1446-1447.1.22.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1446-1447?view=html#nl.proc.ob.d.h-tk-20062007-1446-1447.1.22.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1446-1447.html;no;aye;no;aye;no;no;no;no;no;no;;aye;;;no;aye;no;Vendrik;nl.m.02245;;;amendement-Vendrik (stuk nr. 13, A)
commons;2006-2007;19;2006-10-31;30804;12:,I;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/30804;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1446-1447.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1446-1447?view=html#nl.proc.ob.d.h-tk-20062007-1446-1447.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1446-1447.html;aye;aye;aye;no;aye;aye;aye;aye;aye;aye;;aye;;;aye;aye;aye;De Nerée;nl.m.02333;;;amendement-De Nerée tot Babberich/Dezentjé Hamming (stuk nr. 12, I, herdruk)
commons;2006-2007;19;2006-10-31;30804:,1;36:,I;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/dossier/30804:,1;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1446-1447.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1446-1447?view=html#nl.proc.ob.d.h-tk-20062007-1446-1447.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1446-1447.html;no;aye;no;no;no;no;no;aye;no;no;;aye;;;aye;aye;no;Slob;nl.m.01639;;;amendement-Slob (stuk nr. 36, I, 1)
commons;2006-2007;19;2006-10-31;30804;20:,I;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/dossier/30804;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1446-1447.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1446-1447?view=html#nl.proc.ob.d.h-tk-20062007-1446-1447.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1446-1447.html;no;no;no;aye;no;no;no;no;no;no;;aye;;;no;aye;no;Bussemaker;nl.m.02251;;;amendement-Bussemaker (stuk nr. 20, I, A)
commons;2006-2007;19;2006-10-31;30804;16;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30804-16.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30804-16?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1446-1447.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1446-1447?view=html#nl.proc.ob.d.h-tk-20062007-1446-1447.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1446-1447.html;no;aye;no;aye;no;no;no;aye;no;aye;;aye;;;aye;aye;no;Crone;nl.m.02507;Van der Vlies;nl.m.02682;amendement-Crone/Van der Vlies (stuk nr. 16, I)
commons;2006-2007;19;2006-10-31;29948;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29948;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1445-1445.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1445-1445?view=html#nl.proc.ob.d.h-tk-20062007-1445-1445.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1445-1445.html;no;aye;aye;aye;aye;no;no;aye;no;aye;;aye;;;aye;aye;no;;;;;het voorstel van wet van het lid Noorman-den Uyl houdende vaststelling van een wet inzake ondersteuning van alleenstaande ouders bij arbeid en zorg (Wet voorzieningen arbeid en zorg alleenstaande ouders) ( 29948)
commons;2006-2007;19;2006-10-31;30809;23;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30809-23.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1444-1445.1.46.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1444-1445?view=html#nl.proc.ob.d.h-tk-20062007-1444-1445.1.46.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1444-1445.html;no;no;aye;aye;no;no;no;no;no;no;;no;;;no;aye;no;Gerkens;nl.m.02326;;;de motie-Gerkens over het slepen van vliegtuigen ( 30809, nr. 23)
commons;2006-2007;19;2006-10-31;30809;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/30809;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1444-1445.1.43.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1444-1445?view=html#nl.proc.ob.d.h-tk-20062007-1444-1445.1.43.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1444-1445.html;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;;aye;;;aye;aye;aye;;;;;Wijziging van de Wet luchtvaart in verband met de invoering van de mogelijkheid om ten aanzien van de luchthaven Schiphol experimenten te houden (Experimenten Schiphol) ( 30809)
commons;2006-2007;19;2006-10-31;30809;16;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30809-16.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30809-16?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1444-1445.1.36.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1444-1445?view=html#nl.proc.ob.d.h-tk-20062007-1444-1445.1.36.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1444-1445.html;aye;aye;aye;aye;no;no;no;aye;no;aye;;no;;;aye;aye;aye;Haverkamp;nl.m.02397;;;amendement-Haverkamp (stuk nr. 16)
commons;2006-2007;19;2006-10-31;30804;18;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30804-18.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30804-18?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1446-1447.1.45.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1446-1447?view=html#nl.proc.ob.d.h-tk-20062007-1446-1447.1.45.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1446-1447.html;aye;aye;aye;no;no;no;no;aye;aye;aye;;aye;;;aye;aye;aye;Van Oudenallen;nl.m.02457;;;amendement-Van Oudenallen (stuk nr. 18, I)
commons;2006-2007;19;2006-10-31;30804;10;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30804-10.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30804-10?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1446-1447.1.50.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1446-1447?view=html#nl.proc.ob.d.h-tk-20062007-1446-1447.1.50.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1446-1447.html;aye;no;no;no;aye;no;no;aye;aye;aye;;aye;;;no;no;aye;De Nerée;nl.m.02333;;;amendement-De Nerée tot Babberich/Dezentjé Hamming (stuk nr. 10)
commons;2006-2007;19;2006-10-31;30804;17;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30804-17.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30804-17?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1446-1447.1.55.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1446-1447?view=html#nl.proc.ob.d.h-tk-20062007-1446-1447.1.55.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1446-1447.html;aye;aye;aye;aye;no;aye;aye;aye;aye;aye;;aye;;;aye;aye;aye;Crone;nl.m.02507;;;amendement-Crone c.s. (stuk nr. 17)
commons;2006-2007;19;2006-10-31;30832;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/30832;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1448-1449.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1448-1449?view=html#nl.proc.ob.d.h-tk-20062007-1448-1449.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1448-1449.html;aye;aye;aye;no;aye;no;no;aye;aye;aye;;aye;;;aye;no;aye;;;;;Wijziging van onder meer de Wet op het hoger onderwijs en wetenschappelijk onderzoek in verband met onder meer versterking van de rechtspositie van de student en de verplichte instelling van de raad van toezicht en verbetering van zijn bevoegdheden (rechtspositie studenten en raden van toezicht) ( 30832)
commons;2006-2007;19;2006-10-31;30832;13;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30832-13.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30832-13?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1448-1449.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1448-1449?view=html#nl.proc.ob.d.h-tk-20062007-1448-1449.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1448-1449.html;aye;aye;aye;no;aye;aye;aye;aye;aye;aye;;aye;;;aye;aye;aye;Joldersma;nl.m.02322;Tichelaar;nl.m.02339;amendement-Joldersma/Tichelaar (stuk nr. 13, I)
commons;2006-2007;19;2006-10-31;30832;11;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30832-11.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30832-11?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1448-1449.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1448-1449?view=html#nl.proc.ob.d.h-tk-20062007-1448-1449.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1448-1449.html;no;no;aye;aye;aye;no;no;aye;aye;aye;;no;;;aye;aye;aye;Visser;nl.m.02345;;;amendement-Visser (stuk nr. 11, I)
commons;2006-2007;19;2006-10-31;30804;30;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30804-30.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1448-1448.1.25.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1448-1448?view=html#nl.proc.ob.d.h-tk-20062007-1448-1448.1.25.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1448-1448.html;no;no;aye;aye;no;no;no;aye;no;no;;aye;;;no;aye;no;Irrgang;nl.m.02422;Gerkens;nl.m.02326;de motie-Irrgang/Gerkens over een vereenvoudigde artiestenregeling ( 30804, nr. 30)
commons;2006-2007;19;2006-10-31;30804;29;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30804-29.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1448-1448.1.22.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1448-1448?view=html#nl.proc.ob.d.h-tk-20062007-1448-1448.1.22.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1448-1448.html;aye;aye;aye;no;no;no;no;aye;aye;aye;;aye;;;aye;aye;aye;Slob;nl.m.01639;;;de motie-Slob over indirect overheidsingrijpen ( 30804, nr. 29)
commons;2006-2007;19;2006-10-31;30804;27;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30804-27.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1448-1448.1.19.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1448-1448?view=html#nl.proc.ob.d.h-tk-20062007-1448-1448.1.19.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1448-1448.html;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;;aye;;;aye;aye;aye;Dezentjé Hamming;nl.m.02416;Crone;nl.m.02507;de motie-Dezentjé Hamming/Crone over btw-vrijstelling voor praktijkondersteunende diensten van doktersassistenten ( 30804, nr. 27)
commons;2006-2007;19;2006-10-31;30804;25;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30804-25.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1448-1448.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1448-1448?view=html#nl.proc.ob.d.h-tk-20062007-1448-1448.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1448-1448.html;aye;aye;no;no;aye;no;no;aye;aye;aye;;aye;;;aye;no;no;De Nerée;nl.m.02333;;;de motie-De Nerée tot Babberich over een apart belastingtarief voor 65-plussers ( 30804, nr. 25)
commons;2006-2007;19;2006-10-31;30804;24;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30804-24.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1448-1448.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1448-1448?view=html#nl.proc.ob.d.h-tk-20062007-1448-1448.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1448-1448.html;aye;aye;no;aye;no;no;no;aye;no;no;;aye;;;no;aye;no;Crone;nl.m.02507;;;de motie-Crone over de btw-afwikkeling voor transport- en leveringskosten ( 30804, nr. 24)
commons;2006-2007;19;2006-10-31;30804;23;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30804-23.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1448-1448.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1448-1448?view=html#nl.proc.ob.d.h-tk-20062007-1448-1448.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1448-1448.html;no;aye;aye;aye;no;no;no;aye;no;no;;aye;;;no;aye;no;Crone;nl.m.02507;;;de motie-Crone over btw-vrijstelling voor gedetacheerd hbo- en mbo-personeel ( 30804, nr. 23)
commons;2006-2007;19;2006-10-31;30804;22;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30804-22.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1448-1448.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1448-1448?view=html#nl.proc.ob.d.h-tk-20062007-1448-1448.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1448-1448.html;aye;aye;aye;aye;no;aye;aye;aye;aye;aye;;aye;;;aye;aye;aye;Crone;nl.m.02507;;;de motie-Crone over heffingsrente op ongevraagd uitbetaalde heffingskortingen ( 30804, nr. 22)
commons;2006-2007;19;2006-10-31;30577;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/30577;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1447-1447.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1447-1447?view=html#nl.proc.ob.d.h-tk-20062007-1447-1447.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1447-1447.html;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;;aye;;;aye;aye;aye;;;;;Wijziging van enkele belastingwetten ter vermindering van administratieve lasten (Wijzigingsplan "Paarse krokodil") ( 30577)
commons;2006-2007;19;2006-10-31;30804;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/30804;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1446-1447.1.69.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1446-1447?view=html#nl.proc.ob.d.h-tk-20062007-1446-1447.1.69.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1446-1447.html;aye;aye;aye;no;aye;aye;aye;aye;aye;aye;;aye;;;aye;aye;aye;;;;;Wijziging van enkele belastingwetten en enige andere wetten (Belastingplan 2007) ( 30804)
commons;2006-2007;19;2006-10-31;30804;11;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30804-11.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30804-11?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1446-1447.1.62.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1446-1447?view=html#nl.proc.ob.d.h-tk-20062007-1446-1447.1.62.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1446-1447.html;aye;aye;no;no;aye;no;no;aye;aye;aye;;aye;;;aye;aye;aye;De Nerée;nl.m.02333;;;amendement-De Nerée tot Babberich c.s. (stuk nr. 11)
commons;2006-2007;19;2006-10-31;30809;9;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30809-9.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30809-9?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1444-1445.1.32.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1444-1445?view=html#nl.proc.ob.d.h-tk-20062007-1444-1445.1.32.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1444-1445.html;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;;aye;;;aye;aye;aye;Haverkamp;nl.m.02397;;;amendement-Haverkamp (stuk nr. 9)
commons;2006-2007;19;2006-10-31;30809;21;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30809-21.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30809-21?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1444-1445.1.27.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1444-1445?view=html#nl.proc.ob.d.h-tk-20062007-1444-1445.1.27.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1444-1445.html;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;;aye;;;aye;no;aye;De Krom;nl.m.02414;;;amendement-De Krom (stuk nr. 21)
commons;2006-2007;19;2006-10-31;30483;11;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30483-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1441-1442.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1441-1442?view=html#nl.proc.ob.d.h-tk-20062007-1441-1442.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1441-1442.html;aye;aye;aye;no;aye;no;no;aye;aye;aye;;aye;;;aye;no;aye;Spies;nl.m.02371;De Krom;nl.m.02414;de motie-Spies/De Krom over een terughoudend gebruik van maatwerkvoorschriften ( 30483, nr. 11)
commons;2006-2007;19;2006-10-31;30483;10;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30483-10.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1441-1442.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1441-1442?view=html#nl.proc.ob.d.h-tk-20062007-1441-1442.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1441-1442.html;no;no;no;aye;no;no;no;no;no;no;;no;;;no;aye;no;Van Velzen;nl.m.02342;;;de motie-Van Velzen over opname van de meldingsplicht voor type A-inrichtingen in de Activiteiten-AMvB ( 30483, nr. 10)
commons;2006-2007;19;2006-10-31;30650;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/30650;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1439-1441.1.54.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1439-1441?view=html#nl.proc.ob.d.h-tk-20062007-1439-1441.1.54.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1439-1441.html;aye;no;aye;no;aye;no;no;aye;aye;aye;;no;;;aye;no;aye;;;;;Wijziging van de Wet werk en bijstand, de Wet inkomensvoorziening oudere en gedeeltelijk arbeidsongeschikte werkloze werknemers en de Wet inkomensvoorziening oudere en gedeeltelijk arbeidsongeschikte gewezen zelfstandigen om gemeenten meer zekerheid te geven dat mensen met een kleine kans op inschakeling in het arbeidsproces met behoud van uitkering gedurende maximaal 2 jaar onbeloonde additionele werkzaamheden kunnen verrichten ( 30650)
commons;2006-2007;19;2006-10-31;30650;14;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30650-14.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30650-14?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1439-1441.1.35.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1439-1441?view=html#nl.proc.ob.d.h-tk-20062007-1439-1441.1.35.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1439-1441.html;no;aye;no;aye;no;no;no;no;no;no;;aye;;;no;aye;no;Bussemaker;nl.m.02251;;;amendement-Bussemaker (stuk nr. 14)
commons;2006-2007;19;2006-10-31;30650;12;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30650-12.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30650-12?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1439-1441.1.32.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1439-1441?view=html#nl.proc.ob.d.h-tk-20062007-1439-1441.1.32.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1439-1441.html;no;aye;no;aye;no;no;no;no;no;no;;aye;;;no;aye;no;Bussemaker;nl.m.02251;;;amendement-Bussemaker (stuk nr. 12)
commons;2006-2007;19;2006-10-31;30650;17;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30650-17.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30650-17?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1439-1441.1.28.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1439-1441?view=html#nl.proc.ob.d.h-tk-20062007-1439-1441.1.28.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1439-1441.html;aye;aye;aye;aye;no;aye;aye;aye;aye;aye;;aye;;;aye;aye;aye;Verburg-Van Hijum;;;;amendement-Verburg-Van Hijum (stuk nr. 17, I)
commons;2006-2007;19;2006-10-31;30650;20;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30650-20.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30650-20?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1439-1441.1.24.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1439-1441?view=html#nl.proc.ob.d.h-tk-20062007-1439-1441.1.24.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1439-1441.html;no;aye;aye;aye;no;no;no;no;no;aye;;aye;;;aye;aye;no;Van Gent;nl.m.02218;Dittrich;nl.m.02512;amendement-Van Gent/Dittrich (stuk nr. 20, I)
commons;2006-2007;19;2006-10-31;30650;9;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30650-9.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30650-9?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1439-1441.1.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1439-1441?view=html#nl.proc.ob.d.h-tk-20062007-1439-1441.1.21.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1439-1441.html;no;aye;no;aye;no;no;no;no;no;no;;aye;;;no;aye;no;Van Gent;nl.m.02218;;;amendement-Van Gent (stuk nr. 9, I)
commons;2006-2007;19;2006-10-31;30650;24;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30650-24.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30650-24?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1439-1441.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1439-1441?view=html#nl.proc.ob.d.h-tk-20062007-1439-1441.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1439-1441.html;aye;no;aye;aye;no;no;no;aye;no;aye;;aye;;;no;aye;no;Dittrich;nl.m.02512;;;amendement-Dittrich (stuk nr. 24, I)
commons;2006-2007;19;2006-10-31;30650;15;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30650-15.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30650-15?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1439-1441.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1439-1441?view=html#nl.proc.ob.d.h-tk-20062007-1439-1441.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1439-1441.html;no;no;no;aye;no;no;no;no;no;no;;aye;;;no;aye;no;Bussemaker;nl.m.02251;;;amendement-Bussemaker (stuk nr. 15, I)
commons;2006-2007;19;2006-10-31;30650;23;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30650-23.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30650-23?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1439-1441.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1439-1441?view=html#nl.proc.ob.d.h-tk-20062007-1439-1441.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1439-1441.html;no;no;no;aye;aye;no;no;no;no;aye;;aye;;;no;aye;no;Bussemaker;nl.m.02251;;;amendement-Bussemaker (stuk nr. 23)
