#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.cda;nl.p.cu;nl.p.d66;nl.p.gl;nl.p.groeplazrak;nl.p.groepwilders;nl.p.lpf;nl.p.osf;nl.p.pvda;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;2003-2004;61;2004-03-31;22894;27;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-22894-27.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3968-3968.1.19.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3968-3968?view=html#nl.proc.ob.d.h-tk-20032004-3968-3968.1.19.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3968-3968.html;no;no;no;aye;aye;;no;;aye;no;aye;no;Tonkens;nl.m.02340;Arib;nl.m.02203;de motie-Tonkens/Arib over de Eet-wijzer ( 22894, nr. 27)
commons;2003-2004;61;2004-03-31;22894;26;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-22894-26.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3968-3968.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3968-3968?view=html#nl.proc.ob.d.h-tk-20032004-3968-3968.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3968-3968.html;no;no;no;aye;aye;;no;;aye;no;aye;no;Tonkens;nl.m.02340;;;de motie-Tonkens c.s. over groei van het budget voor preventie ( 22894, nr. 26)
commons;2003-2004;61;2004-03-31;22894;25;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-22894-25.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3968-3968.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3968-3968?view=html#nl.proc.ob.d.h-tk-20032004-3968-3968.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3968-3968.html;no;aye;no;aye;aye;;no;;aye;aye;aye;no;Kant;nl.m.02226;;;de motie-Kant c.s. over beperking van snack- en snoepreclame ( 22894, nr. 25)
commons;2003-2004;61;2004-03-31;22894;24;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-22894-24.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3968-3968.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3968-3968?view=html#nl.proc.ob.d.h-tk-20032004-3968-3968.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3968-3968.html;no;no;no;aye;aye;;no;;aye;no;aye;no;Kant;nl.m.02226;;;de motie-Kant c.s. over bestrijding van sociaal-economische gezondheidsverschillen ( 22894, nr. 24)
commons;2003-2004;61;2004-03-31;22894;32;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-22894-32.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3968-3968.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3968-3968?view=html#nl.proc.ob.d.h-tk-20032004-3968-3968.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3968-3968.html;no;no;no;aye;aye;;aye;;aye;no;aye;aye;Arib;nl.m.02203;;;motie-Arib c.s. (22894, nr. 32)
commons;2003-2004;61;2004-03-31;135;;voorstel van orde;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/135;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3970-3970-1.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3970-3970-1?view=html#nl.proc.ob.d.h-tk-20032004-3970-3970-1.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3970-3970-1.html;aye;aye;aye;aye;aye;;aye;;aye;aye;aye;aye;;;;;Wijziging van artikel 135 van het Reglement van Orde (schriftelijke vragen) ( 29266)
commons;2003-2004;61;2004-03-31;29267;7);amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/dossier/29267;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3970-3970-2.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3970-3970-2?view=html#nl.proc.ob.d.h-tk-20032004-3970-3970-2.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3970-3970-2.html;no;no;aye;no;no;;aye;;no;no;no;no;Van der Ham;nl.m.02317;;;amendement-Van der Ham (stuk nr. 7)
commons;2003-2004;61;2004-03-31;29267;6;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29267-6.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29267-6?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3970-3970-2.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3970-3970-2?view=html#nl.proc.ob.d.h-tk-20032004-3970-3970-2.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3970-3970-2.html;aye;no;no;aye;no;;aye;;no;no;aye;no;Bruls;nl.m.02376;;;amendement-Bruls (stuk nr. 6)
commons;2003-2004;61;2004-03-31;28171;58;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28171-58.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3971-3971.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3971-3971?view=html#nl.proc.ob.d.h-tk-20032004-3971-3971.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3971-3971.html;aye;no;no;no;no;;aye;;no;aye;no;aye;Snijder-Hazelhoff;nl.m.02289;;;de motie-Snijder-Hazelhoff c.s. over zonering in het kader van de WAV ( 28171, nr. 58)
commons;2003-2004;61;2004-03-31;28835;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28835;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3971-3971-2.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3971-3971-2?view=html#nl.proc.ob.d.h-tk-20032004-3971-3971-2.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3971-3971-2.html;aye;aye;aye;aye;aye;;aye;;aye;aye;aye;aye;;;;;Wijziging van de Wet milieubeheer, de Wet openbaarheid van bestuur en enige andere wetten (Wet uitvoering Verdrag van Aarhus) ( 28835)
commons;2003-2004;61;2004-03-31;28835;8;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28835-8.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28835-8?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3971-3971-2.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3971-3971-2?view=html#nl.proc.ob.d.h-tk-20032004-3971-3971-2.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3971-3971-2.html;no;no;aye;aye;no;;no;;aye;no;aye;no;Samsom;nl.m.02335;Van der Ham;nl.m.02317;amendement-Samsom/Van der Ham (stuk nr. 8)
commons;2003-2004;61;2004-03-31;28834;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28834;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3971-3971-1.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3971-3971-1?view=html#nl.proc.ob.d.h-tk-20032004-3971-3971-1.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3971-3971-1.html;aye;aye;aye;aye;aye;;aye;;aye;aye;aye;aye;;;;;Goedkeuring van het op 25 juni 1998 te Aarhus totstandgekomen Verdrag betreffende toegang tot informatie, inspraak bij besluitvorming en toegang tot de rechter inzake milieuaangelegenheden ( 28834)
commons;2003-2004;61;2004-03-31;29200-VII;15;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-VII-15.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3970-3971.1.25.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3970-3971?view=html#nl.proc.ob.d.h-tk-20032004-3970-3971.1.25.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3970-3971.html;no;aye;aye;aye;aye;;aye;;aye;no;aye;no;Dubbelboer;nl.m.02407;;;motie-Dubbelboer c.s. (29200-VII, nr. 15)
commons;2003-2004;61;2004-03-31;29264;11;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29264-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3970-3971.1.22.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3970-3971?view=html#nl.proc.ob.d.h-tk-20032004-3970-3971.1.22.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3970-3971.html;no;no;aye;no;no;;aye;;no;no;no;no;Van der Ham;nl.m.02317;;;de motie-Van der Ham over herindeling van vaste Kamercommissies volgens meer thematische samenhang ( 29264, nr. 11)
commons;2003-2004;61;2004-03-31;29264;10;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29264-10.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3970-3971.1.19.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3970-3971?view=html#nl.proc.ob.d.h-tk-20032004-3970-3971.1.19.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3970-3971.html;aye;aye;aye;no;aye;;no;;no;aye;no;aye;Dijksma;nl.m.02510;Duyvendak;nl.m.02307;de motie-Dijksma/Duyvendak over het onder ede horen in hoorzittingen ( 29264, nr. 10)
commons;2003-2004;61;2004-03-31;29264;9;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29264-9.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3970-3971.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3970-3971?view=html#nl.proc.ob.d.h-tk-20032004-3970-3971.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3970-3971.html;aye;no;aye;aye;aye;;aye;;aye;aye;aye;aye;Depla;nl.m.02292;;;de motie-Depla c.s. over experimenten met openbare procedurevergaderingen ( 29264, nr. 9)
commons;2003-2004;61;2004-03-31;29267;8;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29267-8.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3970-3971.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3970-3971?view=html#nl.proc.ob.d.h-tk-20032004-3970-3971.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3970-3971.html;aye;aye;aye;aye;aye;;aye;;aye;aye;aye;aye;Dijksma;nl.m.02510;;;de motie-Dijksma c.s. over verbetering van het mondelinge vragenuur ( 29267, nr. 8)
commons;2003-2004;61;2004-03-31;29262;7;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29262-7.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3970-3971.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3970-3971?view=html#nl.proc.ob.d.h-tk-20032004-3970-3971.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3970-3971.html;no;no;no;no;no;;aye;;no;no;aye;no;Eerdmans;nl.m.02365;;;de motie-Eerdmans over het jaarlijks aantal recesweken ( 29262, nr. 7)
commons;2003-2004;61;2004-03-31;29262;9;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29262-9.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3970-3971.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3970-3971?view=html#nl.proc.ob.d.h-tk-20032004-3970-3971.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3970-3971.html;aye;aye;no;no;no;;no;;no;aye;no;aye;Bruls;nl.m.02376;Van Beek;nl.m.02209;motie-Bruls/Van Beek (29262, nr. 9)
commons;2003-2004;61;2004-03-31;29265;;voorstel van orde;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29265;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3970-3970.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3970-3970?view=html#nl.proc.ob.d.h-tk-20032004-3970-3970.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3970-3970.html;aye;aye;aye;aye;aye;;aye;;aye;aye;aye;aye;;;;;de voorstellen tot wijziging van enkele bepalingen in het Reglement van Orde inzake de procedure van wetgeving ( 29265)
commons;2003-2004;61;2004-03-31;29265;8;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29265-8.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29265-8?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3970-3970.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3970-3970?view=html#nl.proc.ob.d.h-tk-20032004-3970-3970.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3970-3970.html;aye;aye;no;aye;no;;no;;no;aye;aye;no;Van der Staaij;nl.m.02252;;;amendement-Van der Staaij (stuk nr. 8)
commons;2003-2004;61;2004-03-31;136;;voorstel van orde;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/136;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3970-3970-2.1.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3970-3970-2?view=html#nl.proc.ob.d.h-tk-20032004-3970-3970-2.1.17.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3970-3970-2.html;aye;aye;aye;aye;aye;;aye;;aye;aye;aye;aye;;;;;Wijziging van de artikelen 136 t/m 139 van het Reglement van Orde (Vragenuur) ( 29267)
commons;2003-2004;61;2004-03-31;28968;13;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28968-13.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3967-3968.1.20.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3967-3968?view=html#nl.proc.ob.d.h-tk-20032004-3967-3968.1.20.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3967-3968.html;no;aye;aye;aye;aye;;aye;;aye;aye;aye;no;Vos;nl.m.02547;Waalkens;nl.m.02257;motie-Vos/Waalkens (28968, nr. 13)
commons;2003-2004;61;2004-03-31;2003;;unknown;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/2003;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3967-3968.1.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3967-3968?view=html#nl.proc.ob.d.h-tk-20032004-3967-3968.1.17.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3967-3968.html;aye;aye;no;aye;no;;aye;;no;aye;aye;aye;;;;;de brief van de minister van Landbouw, Natuurbeheer en Visserij d.d. 10 juni 2003, houdende Regels voor de huisvesting en verzorging van legkippen (Legkippenbesluit 2003) ( 28968)
commons;2003-2004;61;2004-03-31;28968;9;amendement;rejected;hoofdelijk;https://zoek.officielebekendmakingen.nl/kst-28968-9.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28968-9?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3967-3968.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3967-3968?view=html#nl.proc.ob.d.h-tk-20032004-3967-3968.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3967-3968.html;;;;;;;;;;;;;Waalkens;nl.m.02257;;;amendement-Waalkens (stuk nr. 9)
commons;2003-2004;61;2004-03-31;29200-XVI;196;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-XVI-196.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3963-3965.1.9.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3963-3965?view=html#nl.proc.ob.d.h-tk-20032004-3963-3965.1.9.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3963-3965.html;no;aye;aye;aye;aye;;no;;aye;no;aye;no;Van Dijken;nl.m.02401;;;motie-Van Dijken c.s. (29200-XVI, nr. 196)
commons;2003-2004;61;2004-03-31;29200-XVI;218;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-XVI-218.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3963-3965.1.10.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3963-3965?view=html#nl.proc.ob.d.h-tk-20032004-3963-3965.1.10.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3963-3965.html;aye;aye;aye;aye;aye;;no;;aye;aye;aye;aye;Van Dijken;nl.m.02401;;;motie-Van Dijken c.s. (29200-XVI, nr. 218)
commons;2003-2004;61;2004-03-31;29200-XVI;198;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-XVI-198.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3963-3965.1.10.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3963-3965?view=html#nl.proc.ob.d.h-tk-20032004-3963-3965.1.10.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3963-3965.html;no;aye;no;aye;no;;no;;aye;no;aye;no;Van Dijken;nl.m.02401;;;motie-Van Dijken c.s. (29200-XVI, nr. 198)
commons;2003-2004;61;2004-03-31;29200-XVI;199;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-XVI-199.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3963-3965.1.10.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3963-3965?view=html#nl.proc.ob.d.h-tk-20032004-3963-3965.1.10.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3963-3965.html;aye;aye;aye;aye;aye;;aye;;aye;aye;aye;aye;Van der Vlies;nl.m.02682;;;motie-Van der Vlies (29200-XVI, nr. 199)
commons;2003-2004;61;2004-03-31;29200-XVI;200;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-XVI-200.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3963-3965.1.10.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3963-3965?view=html#nl.proc.ob.d.h-tk-20032004-3963-3965.1.10.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3963-3965.html;aye;aye;aye;aye;aye;;aye;;aye;aye;aye;aye;Van Miltenburg;nl.m.02413;;;motie-Van Miltenburg c.s. (29200-XVI, nr. 200)
commons;2003-2004;61;2004-03-31;29200-XVI;202;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-XVI-202.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3963-3965.1.10.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3963-3965?view=html#nl.proc.ob.d.h-tk-20032004-3963-3965.1.10.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3963-3965.html;no;aye;aye;aye;no;;no;;aye;aye;aye;no;Kant;nl.m.02226;;;motie-Kant (29200-XVI, nr. 202)
commons;2003-2004;61;2004-03-31;29200-XVI;203;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-XVI-203.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3963-3965.1.10.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3963-3965?view=html#nl.proc.ob.d.h-tk-20032004-3963-3965.1.10.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3963-3965.html;no;aye;aye;aye;aye;;no;;aye;aye;aye;no;Kant;nl.m.02226;;;motie-Kant (29200-XVI, nr. 203)
commons;2003-2004;61;2004-03-31;29200-XVI;208:,herdruk;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/dossier/29200-XVI;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3963-3965.1.10.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3963-3965?view=html#nl.proc.ob.d.h-tk-20032004-3963-3965.1.10.21.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3963-3965.html;no;aye;no;aye;aye;;no;;aye;no;aye;no;Van Dijken;nl.m.02401;;;motie-Van Dijken c.s. (29200-XVI, nr. 208, herdruk)
commons;2003-2004;61;2004-03-31;29203;5;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29203-5.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3965-3965.1.8.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3965-3965?view=html#nl.proc.ob.d.h-tk-20032004-3965-3965.1.8.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3965-3965.html;aye;aye;aye;aye;aye;;no;;aye;aye;aye;aye;Hirsi Ali;nl.m.02411;Bakker;nl.m.02503;de motie-Hirsi Ali/Bakker over een beschermingsprogramma voor meisjes en vrouwen uit etnische minderheidsgroepen ( 29203, nr. 5)
commons;2003-2004;61;2004-03-31;29203;6;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29203-6.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3965-3965.1.9.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3965-3965?view=html#nl.proc.ob.d.h-tk-20032004-3965-3965.1.9.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3965-3965.html;aye;aye;aye;aye;aye;;aye;;aye;aye;aye;aye;Hirsi Ali;nl.m.02411;;;de motie-Hirsi Ali c.s. over een landelijke registratie van gevallen van eerwraak ( 29203, nr. 6)
commons;2003-2004;61;2004-03-31;19637;803;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-19637-803.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3966-3966.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3966-3966?view=html#nl.proc.ob.d.h-tk-20032004-3966-3966.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3966-3966.html;no;aye;aye;aye;aye;;no;;aye;aye;aye;no;Lambrechts;nl.m.02526;;;de motie-Lambrechts over een zorgvuldig terugkeerbeleid naar Noord-Irak ( 19637, nr. 803)
commons;2003-2004;61;2004-03-31;19637;802;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-19637-802.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3966-3966.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3966-3966?view=html#nl.proc.ob.d.h-tk-20032004-3966-3966.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3966-3966.html;no;aye;aye;aye;aye;;no;;aye;no;aye;no;Klaas de Vries;nl.m.01724;;;de motie-Klaas de Vries c.s. over afzien van gedwongen uitzetting van Tsjetsjeense asielzoekers ( 19637, nr. 802)
commons;2003-2004;61;2004-03-31;19637;801;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-19637-801.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3966-3966.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3966-3966?view=html#nl.proc.ob.d.h-tk-20032004-3966-3966.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3966-3966.html;no;aye;no;aye;aye;;no;;aye;no;aye;no;Klaas de Vries;nl.m.01724;;;de motie-Klaas de Vries c.s. over een vertrekmoratorium voor asielzoekers uit Afghanistan ( 19637, nr. 801)
commons;2003-2004;61;2004-03-31;19637;800;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-19637-800.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3966-3966.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3966-3966?view=html#nl.proc.ob.d.h-tk-20032004-3966-3966.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3966-3966.html;no;aye;no;aye;aye;;no;;aye;aye;aye;no;Huizinga-Heringa;nl.m.02320;;;de motie-Huizinga-Heringa c.s. over vooralsnog afzien van (gedwongen) uitzetting naar Irak ( 19637, nr. 800)
commons;2003-2004;61;2004-03-31;19637;799;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-19637-799.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3966-3966.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3966-3966?view=html#nl.proc.ob.d.h-tk-20032004-3966-3966.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3966-3966.html;no;aye;no;aye;no;;no;;aye;no;aye;no;Vos;nl.m.02547;;;de motie-Vos over mogelijke schendingen van het refoulementverbod ( 19637, nr. 799)
commons;2003-2004;61;2004-03-31;29005;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29005;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3965-3966.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-3965-3966?view=html#nl.proc.ob.d.h-tk-20032004-3965-3966.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-3965-3966.html;aye;aye;aye;aye;aye;;aye;;aye;aye;aye;aye;;;;;Goedkeuring van het op 24 juni 2002 te Rabat tot stand gekomen Verdrag tot wijziging van het op 14 februari 1972 te Rabat ondertekende Algemeen Verdrag inzake sociale zekerheid tussen het Koninkrijk der Nederlanden en het Koninkrijk Marokko, zoals gewijzigd en ondertekend op 30 september 1996, en Administratief Akkoord houdende wijziging van het Administratief Akkoord van 3 november 1972, zoals herzien en ondertekend op 30 september 1996 en 22 juni 2000, met betrekking tot de wijze van toepassing van het op 14 februari 1972 te Rabat ondertekende Algemeen Verdrag inzake sociale zekerheid tussen het Koninkrijk der Nederlanden en het Koninkrijk Marokko (Trb. 2002, 132) en goedkeuring van het op 19 november 2002 te Tunis tot stand gekomen Verdrag tussen het Koninkrijk der Nederlanden en de Republiek Tunesië houdende herziening van het op 22 september 1978 te Tunis ondertekende Verdrag tussen het Koninkrijk der Nederlanden en de Republiek Tunesië inzake sociale zekerheid, zoals herzien en ondertekend op 23 oktober 1992 (Trb. 2002, 229) ( 29005)
