#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.cda;nl.p.cu;nl.p.d66;nl.p.gl;nl.p.groeplazrak;nl.p.groepwilders;nl.p.lpf;nl.p.osf;nl.p.pvda;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;2003-2004;27;2003-11-20;29258;12;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29258-12.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1891-1892.1.20.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1891-1892?view=html#nl.proc.ob.d.h-tk-20032004-1891-1892.1.20.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1891-1892.html;no;no;no;aye;;;aye;;no;no;aye;no;Van Gent;nl.m.02218;Varela;nl.m.02341;de motie-Van Gent/Varela over een inkomensafhankelijke kinderbijslag ( 29258, nr. 12)
commons;2003-2004;28;2003-11-25;29200-V;15;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-V-15.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1940-1940-1.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1940-1940-1?view=html#nl.proc.ob.d.h-tk-20032004-1940-1940-1.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1940-1940-1.html;no;aye;no;aye;;;no;;aye;aye;aye;no;Koenders;nl.m.02611;Huizinga-Heringa;nl.m.02320;motie-Koenders/Huizinga-Heringa (29200-V, nr. 15)
commons;2003-2004;28;2003-11-25;29234;15;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29234-15.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1940-1940-2.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1940-1940-2?view=html#nl.proc.ob.d.h-tk-20032004-1940-1940-2.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1940-1940-2.html;aye;aye;aye;aye;;;aye;;aye;aye;aye;no;Van der Staaij;nl.m.02252;;;de motie-Van der Staaij c.s. over motivering van het afbouwen van de bilaterale hulprelatie met een aantal landen ( 29234, nr. 15)
commons;2003-2004;28;2003-11-25;29234;8;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29234-8.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1940-1940-2.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1940-1940-2?view=html#nl.proc.ob.d.h-tk-20032004-1940-1940-2.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1940-1940-2.html;aye;aye;aye;no;;;aye;;aye;aye;aye;aye;Hirsi Ali;nl.m.02411;;;de motie-Hirsi Ali c.s. over onderbouwing van de nieuwe landenlijst in de notitie "Aan elkaar verplicht" ( 29234, nr. 8)
commons;2003-2004;28;2003-11-25;29200;53;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-53.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1940-1941.1.6.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1940-1941?view=html#nl.proc.ob.d.h-tk-20032004-1940-1941.1.6.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1940-1941.html;aye;aye;aye;no;;;aye;;aye;aye;no;aye;Herben;nl.m.02353;;;motie-Herben (29200, nr. 53)
commons;2003-2004;28;2003-11-25;29307;1;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29307-1.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1941-1941.1.8.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1941-1941?view=html#nl.proc.ob.d.h-tk-20032004-1941-1941.1.8.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1941-1941.html;no;no;no;aye;;;no;;aye;no;aye;no;Koenders;nl.m.02611;;;de motie-Koenders over een onvolledig antwoord op schriftelijke vragen ( 29307, nr. 1)
commons;2003-2004;28;2003-11-25;29307;2;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29307-2.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1941-1941.1.9.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1941-1941?view=html#nl.proc.ob.d.h-tk-20032004-1941-1941.1.9.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1941-1941.html;no;no;aye;no;;;no;;aye;no;aye;no;Koenders;nl.m.02611;;;de motie-Koenders over de handelwijze ten aanzien van Irakese asielzoekers ( 29307, nr. 2)
commons;2003-2004;28;2003-11-25;28972:,1738;12;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28972:,1738-12.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1939-1940.1.20.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1939-1940?view=html#nl.proc.ob.d.h-tk-20032004-1939-1940.1.20.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1939-1940.html;no;aye;no;aye;;;no;;aye;no;aye;no;Karimi;nl.m.02255;;;de motie-Karimi c.s. over de Wet arbeidsvoorwaarden grensoverschrijdende arbeid ( 28972, R1738, nr. 12)
commons;2003-2004;28;2003-11-25;28972:,1738;10;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28972:,1738-10.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1939-1940.1.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1939-1940?view=html#nl.proc.ob.d.h-tk-20032004-1939-1940.1.17.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1939-1940.html;aye;aye;aye;aye;;;aye;;aye;aye;aye;aye;Van Baalen;nl.m.02288;;;de motie-Van Baalen c.s. over vrijwaringsmaatregelen ( 28972, R1738, nr. 10)
commons;2003-2004;28;2003-11-25;28972:,1738;8;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28972:,1738-8.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1939-1940.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1939-1940?view=html#nl.proc.ob.d.h-tk-20032004-1939-1940.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1939-1940.html;aye;no;no;no;;;aye;;no;aye;aye;aye;Van Baalen;nl.m.02288;;;de motie-Van Baalen c.s. over het vrije verkeer van werknemers ( 28972, R1738, nr. 8)
commons;2003-2004;28;2003-11-25;28972:,1738;6;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28972:,1738-6.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1939-1940.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1939-1940?view=html#nl.proc.ob.d.h-tk-20032004-1939-1940.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1939-1940.html;aye;aye;aye;aye;;;aye;;aye;aye;aye;aye;Van Dijk;nl.m.02352;;;de motie-Van Dijk c.s. over Twinning ( 28972, R1738, nr. 6)
commons;2003-2004;28;2003-11-25;28972;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28972;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1939-1940.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1939-1940?view=html#nl.proc.ob.d.h-tk-20032004-1939-1940.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1939-1940.html;aye;aye;aye;aye;;;aye;;aye;aye;aye;aye;;;;;Goedkeuring van het op 16 april 2003 te Athene totstandgekomen Verdrag betreffende de toetreding van de Tsjechische Republiek, de Republiek Estland, de Republiek Cyprus, de Republiek Letland, de Republiek Litouwen, de Republiek Hongarije, de Republiek Malta, de Republiek Polen, de Republiek Slovenië en de Slowaakse Republiek tot de Europese Unie, met Toetredingsakte, Bijlagen en Protocollen (Trb. 2003, 74) ( 28972, R1738)
commons;2003-2004;28;2003-11-25;28885;18;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28885-18.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1938-1939.1.25.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1938-1939?view=html#nl.proc.ob.d.h-tk-20032004-1938-1939.1.25.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1938-1939.html;no;no;no;no;;;aye;;no;no;no;no;Van As;nl.m.02327;;;de motie-Van As over de uitslag van een referendum bij een opkomstpercentage van meer dan 50 ( 28885, nr. 18)
commons;2003-2004;28;2003-11-25;28885;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28885;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1938-1939.1.22.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1938-1939?view=html#nl.proc.ob.d.h-tk-20032004-1938-1939.1.22.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1938-1939.html;no;no;aye;aye;;;aye;;aye;no;aye;aye;;;;;Voorstel van wet van de leden Karimi, Dubbelboer en Van der Ham betreffende het houden van een raadplegend referendum over het grondwettelijke verdrag voor de Europese Unie (Wet raadplegend referendum Europese Grondwet) ( 28885)
commons;2003-2004;28;2003-11-25;28885;22;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28885-22.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28885-22?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1938-1939.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1938-1939?view=html#nl.proc.ob.d.h-tk-20032004-1938-1939.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1938-1939.html;aye;aye;no;no;;;aye;;aye;aye;aye;aye;Luchtenveld;nl.m.02627;;;amendement-Luchtenveld (stuk nr. 22)
commons;2003-2004;28;2003-11-25;28885;19;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28885-19.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28885-19?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1938-1939.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1938-1939?view=html#nl.proc.ob.d.h-tk-20032004-1938-1939.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1938-1939.html;aye;aye;no;no;;;no;;no;aye;no;no;Van der Staaij;nl.m.02252;Spies;nl.m.02371;amendement-Van der Staaij/Spies tot invoegen van een nieuw artikel 2a (stuk nr. 19, I)
commons;2003-2004;28;2003-11-25;28885;21;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28885-21.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28885-21?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1938-1939.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1938-1939?view=html#nl.proc.ob.d.h-tk-20032004-1938-1939.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1938-1939.html;aye;no;no;no;;;no;;no;aye;no;aye;Luchtenveld;nl.m.02627;;;amendement-Luchtenveld c.s. (stuk nr. 21, I)
commons;2003-2004;28;2003-11-25;28871;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28871;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1940-1940.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1940-1940?view=html#nl.proc.ob.d.h-tk-20032004-1940-1940.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1940-1940.html;aye;aye;aye;no;;;aye;;aye;aye;no;aye;;;;;Goedkeuring van de op 26 maart 2003 te Brussel totstandgekomen Protocollen bij het Noord-Atlantisch Verdrag inzake de toetreding van de Republiek Bulgarije, de Republiek Estland, de Republiek Letland, de Republiek Litouwen, de Republiek Roemenië, de Republiek Slovenië en de Republiek Slowakije (Trb. 2003, 53, 54, 55, 56, 57, 58 en 59) ( 28871)
commons;2003-2004;31;2003-12-02;29200-XVI;122;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-XVI-122.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2176-2177.1.19.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2176-2177?view=html#nl.proc.ob.d.h-tk-20032004-2176-2177.1.19.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-2176-2177.html;aye;no;aye;no;;;aye;;no;no;aye;aye;Hermans;nl.m.02456;Schippers;nl.m.02415;motie-Hermans/Schippers (29200-XVI, nr. 122)
commons;2003-2004;31;2003-12-02;29200 VIII;29;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29200 VIII-29.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29200-VIII-29?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2177-2179.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2177-2179?view=html#nl.proc.ob.d.h-tk-20032004-2177-2179.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-2177-2179.html;no;aye;no;aye;;;aye;;aye;aye;no;aye;Hamer;nl.m.02221;Slob;nl.m.01639;amendement-Hamer/Slob (stuk nr. 29, I)
commons;2003-2004;31;2003-12-02;29200 VIII;28;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29200 VIII-28.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29200-VIII-28?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2177-2179.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2177-2179?view=html#nl.proc.ob.d.h-tk-20032004-2177-2179.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-2177-2179.html;aye;aye;aye;aye;;;no;;aye;aye;aye;aye;Jan de Vries;nl.m.02373;;;amendement-Jan de Vries (stuk nr. 28, I)
commons;2003-2004;31;2003-12-02;28967;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28967;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2177-2177.1.28.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2177-2177?view=html#nl.proc.ob.d.h-tk-20032004-2177-2177.1.28.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-2177-2177.html;aye;aye;aye;aye;;;aye;;aye;aye;aye;aye;;;;;Wijziging van de Landinrichtingswet en enige andere inrichtingswetten (positie van de Centrale Landinrichtingscommissie) ( 28967)
commons;2003-2004;31;2003-12-02;28967;13;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28967-13.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28967-13?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2177-2177.1.23.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2177-2177?view=html#nl.proc.ob.d.h-tk-20032004-2177-2177.1.23.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-2177-2177.html;aye;aye;no;no;;;no;;no;aye;no;aye;Schreijer-Pierik;nl.m.02253;Snijder-Hazelhoff;nl.m.02289;amendement-Schreijer-Pierik/Snijder-Hazelhoff tot invoeging van drie artikelen (stuk nr. 13)
commons;2003-2004;31;2003-12-02;28967;10;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28967-10.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28967-10?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2177-2177.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2177-2177?view=html#nl.proc.ob.d.h-tk-20032004-2177-2177.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-2177-2177.html;aye;aye;aye;no;;;aye;;aye;aye;no;aye;Snijder-Hazelhoff;nl.m.02289;Schreijer-Pierik;nl.m.02253;amendement-Snijder-Hazelhoff/Schreijer-Pierik (stuk nr. 10, I)
commons;2003-2004;31;2003-12-02;28967;12;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28967-12.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28967-12?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2177-2177.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2177-2177?view=html#nl.proc.ob.d.h-tk-20032004-2177-2177.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-2177-2177.html;aye;aye;no;no;;;aye;;no;aye;no;aye;Snijder-Hazelhoff;nl.m.02289;;;amendement-Snijder-Hazelhoff c.s. (stuk nr. 12, I)
commons;2003-2004;31;2003-12-02;29200-XVI;62;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-XVI-62.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2176-2177.1.31.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2176-2177?view=html#nl.proc.ob.d.h-tk-20032004-2176-2177.1.31.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-2176-2177.html;aye;no;aye;no;;;aye;;no;no;aye;aye;Kant;nl.m.02226;Schippers;nl.m.02415;motie-Kant/Schippers (29200-XVI, nr. 62)
commons;2003-2004;31;2003-12-02;29200-XVI;61;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-XVI-61.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2176-2177.1.28.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2176-2177?view=html#nl.proc.ob.d.h-tk-20032004-2176-2177.1.28.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-2176-2177.html;no;no;aye;no;;;aye;;aye;no;aye;aye;Kant;nl.m.02226;Schippers;nl.m.02415;motie-Kant/Schippers (29200-XVI, nr. 61)
commons;2003-2004;31;2003-12-02;29200-XVI;60;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-XVI-60.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2176-2177.1.25.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2176-2177?view=html#nl.proc.ob.d.h-tk-20032004-2176-2177.1.25.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-2176-2177.html;no;aye;no;no;;;no;;no;no;aye;no;Kant;nl.m.02226;;;motie-Kant (29200-XVI, nr. 60)
commons;2003-2004;31;2003-12-02;29200-XVI;59;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-XVI-59.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2176-2177.1.22.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2176-2177?view=html#nl.proc.ob.d.h-tk-20032004-2176-2177.1.22.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-2176-2177.html;no;no;no;no;;;aye;;no;no;no;aye;Hermans;nl.m.02456;Schippers;nl.m.02415;motie-Hermans/Schippers (29200-XVI, nr. 59)
commons;2003-2004;31;2003-12-02;28979;6;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28979-6.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28979-6?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2180-2180.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2180-2180?view=html#nl.proc.ob.d.h-tk-20032004-2180-2180.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-2180-2180.html;no;no;no;aye;;;no;;aye;no;aye;no;Straub;nl.m.02406;;;amendement-Straub (stuk nr. 6)
commons;2003-2004;31;2003-12-02;29200-XVI;57;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-XVI-57.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2176-2177.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2176-2177?view=html#nl.proc.ob.d.h-tk-20032004-2176-2177.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-2176-2177.html;aye;no;aye;no;;;aye;;no;no;aye;aye;Hermans;nl.m.02456;Schippers;nl.m.02415;motie-Hermans/Schippers (29200-XVI, nr. 57)
commons;2003-2004;31;2003-12-02;29200-XVI;56;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-XVI-56.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2176-2177.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2176-2177?view=html#nl.proc.ob.d.h-tk-20032004-2176-2177.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-2176-2177.html;aye;no;aye;no;;;aye;;no;no;aye;aye;Schippers;nl.m.02415;;;motie-Schippers c.s. (29200-XVI, nr. 56)
commons;2003-2004;31;2003-12-02;29200-XVI;55;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-XVI-55.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2176-2177.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2176-2177?view=html#nl.proc.ob.d.h-tk-20032004-2176-2177.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-2176-2177.html;aye!!!no;aye!!!no;aye!!!no;aye!!!no;;;aye;;aye!!!no;aye!!!no;aye!!!no;aye!!!no;Schippers;nl.m.02415;;;motie-Schippers c.s. (29200-XVI, nr. 55)
commons;2003-2004;31;2003-12-02;29200-XVI;54;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-XVI-54.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2176-2177.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2176-2177?view=html#nl.proc.ob.d.h-tk-20032004-2176-2177.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-2176-2177.html;aye;no;aye;no;;;aye;;no;aye;aye;aye;Schippers;nl.m.02415;;;motie-Schippers c.s. (29200-XVI, nr. 54)
commons;2003-2004;31;2003-12-02;26959;56;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26959-56.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2176-2176.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2176-2176?view=html#nl.proc.ob.d.h-tk-20032004-2176-2176.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-2176-2176.html;;;;;;;;;;;;;Duyvendak;nl.m.02307;;;de motie-Duyvendak c.s. over een milieueffectrapportage ( 26959, nr. 56)
commons;2003-2004;31;2003-12-02;26959;55;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26959-55.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2176-2176.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2176-2176?view=html#nl.proc.ob.d.h-tk-20032004-2176-2176.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-2176-2176.html;no;aye;no;aye;;;no;;aye;no;aye;no;Samsom;nl.m.02335;Duyvendak;nl.m.02307;de motie-Samsom/Duyvendak over het risico op een vliegtuigramp met veel doden ( 26959, nr. 55)
commons;2003-2004;31;2003-12-02;28638;8;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28638-8.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2174-2176.1.52.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2174-2176?view=html#nl.proc.ob.d.h-tk-20032004-2174-2176.1.52.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-2174-2176.html;no;no;no;aye;;;no;;aye;no;aye;no;Tonkens;nl.m.02340;Vos;nl.m.02547;de motie-Tonkens/Vos over een standaard risicoanalyse ( 28638, nr. 8)
commons;2003-2004;31;2003-12-02;28638;7;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28638-7.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2174-2176.1.49.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-2174-2176?view=html#nl.proc.ob.d.h-tk-20032004-2174-2176.1.49.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-2174-2176.html;no;aye;aye;aye;;;no;;aye;aye;aye;no;Tonkens;nl.m.02340;;;de motie-Tonkens c.s. over vaste gedragsregels voor overheidsfunctionarissen ( 28638, nr. 7)
