#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.cda;nl.p.d66;nl.p.gl;nl.p.gpv;nl.p.osf;nl.p.pvda;nl.p.rpf;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;1999-2000;82;2000-05-31;26967;4;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26967-4.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5294-5295.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5294-5295?view=html#nl.proc.ob.d.h-tk-19992000-5294-5295.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5294-5295.html;no;no;aye;no;;no;no;no;aye;no;Karimi;nl.m.02255;;;de motie-Karimi over het verwerven van kennis over de IFI's ( 26967, nr. 4)
commons;1999-2000;82;2000-05-31;26700;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/26700;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5295-5295-1.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5295-5295-1?view=html#nl.proc.ob.d.h-tk-19992000-5295-5295-1.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5295-5295-1.html;aye;aye;aye;aye;;aye;aye;aye;aye;aye;;;;;Wijziging van de Waterleidingwet in verband met de richtlijn betreffende de kwaliteit van voor menselijke consumptie bestemd water ( 26700)
commons;1999-2000;82;2000-05-31;26700;8;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26700-8.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5295-5295-1.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5295-5295-1?view=html#nl.proc.ob.d.h-tk-19992000-5295-5295-1.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5295-5295-1.html;aye;aye;aye;aye;;aye;aye;aye;aye;no;Feenstra;nl.m.02860;;;de motie-Feenstra c.s. over publieke organisatie van de waterleidingsector ( 26700, nr. 8)
commons;1999-2000;82;2000-05-31;25928;7;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25928-7.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5295-5295-2.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5295-5295-2?view=html#nl.proc.ob.d.h-tk-19992000-5295-5295-2.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5295-5295-2.html;aye;no;aye;no;;no;no;no;aye;no;Van der Knaap;nl.m.02227;Harrewijn;nl.m.02222;de motie-Van der Knaap/Harrewijn over een reële marktverkenning ( 25928, nr. 7)
commons;1999-2000;82;2000-05-31;25928;8;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25928-8.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5295-5295-2.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5295-5295-2?view=html#nl.proc.ob.d.h-tk-19992000-5295-5295-2.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5295-5295-2.html;aye;no;aye;no;;no;no;no;aye;no;Harrewijn;nl.m.02222;Van der Knaap;nl.m.02227;de motie-Harrewijn/Van der Knaap over het aantal aan te schaffen helikopters ( 25928, nr. 8)
commons;1999-2000;82;2000-05-31;26800-IXB;35;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26800-IXB-35.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5294-5294-1.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5294-5294-1?view=html#nl.proc.ob.d.h-tk-19992000-5294-5294-1.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5294-5294-1.html;aye;no;no;aye;;aye;aye;aye;aye;aye;Hofstra;nl.m.02566;Crone;nl.m.02507;motie-Hofstra/Crone (26800-IXB, nr. 35)
commons;1999-2000;82;2000-05-31;26800-IXB;34;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26800-IXB-34.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5294-5294-1.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5294-5294-1?view=html#nl.proc.ob.d.h-tk-19992000-5294-5294-1.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5294-5294-1.html;no;no;aye;aye;;no;aye;aye;aye;no;Vendrik;nl.m.02245;;;motie-Vendrik (26800-IXB, nr. 34)
commons;1999-2000;82;2000-05-31;25466;36;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25466-36.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5293-5293-1.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5293-5293-1?view=html#nl.proc.ob.d.h-tk-19992000-5293-5293-1.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5293-5293-1.html;no;aye;aye;no;;no;no;no;aye;no;Rosenmöller;nl.m.02970;;;de motie-Rosenmöller over de groeimogelijkheden van de luchthaven ( 25466, nr. 36)
commons;1999-2000;82;2000-05-31;25466;37;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25466-37.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5293-5293-1.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5293-5293-1?view=html#nl.proc.ob.d.h-tk-19992000-5293-5293-1.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5293-5293-1.html;no;no;aye;no;;no;no;no;aye;no;Poppe;nl.m.02536;;;de motie-Poppe over slaapverstoring ( 25466, nr. 37)
commons;1999-2000;82;2000-05-31;25466;38;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25466-38.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5293-5293-1.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5293-5293-1?view=html#nl.proc.ob.d.h-tk-19992000-5293-5293-1.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5293-5293-1.html;no;no;aye;no;;no;no;no;aye;no;Poppe;nl.m.02536;;;de motie-Poppe over de geluidsbelasting ( 25466, nr. 38)
commons;1999-2000;82;2000-05-31;25466;39;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25466-39.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5293-5293-1.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5293-5293-1?view=html#nl.proc.ob.d.h-tk-19992000-5293-5293-1.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5293-5293-1.html;aye;aye;aye;aye;;aye;aye;aye;aye;no;Van Gijzel;nl.m.02979;;;de motie-Van Gijzel over milieuverbeterende maatregelen ( 25466, nr. 39)
commons;1999-2000;82;2000-05-31;25466;40;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25466-40.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5293-5293-1.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5293-5293-1?view=html#nl.proc.ob.d.h-tk-19992000-5293-5293-1.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5293-5293-1.html;aye;aye;aye;aye;;aye;aye;aye;aye;no;Stellingwerf;nl.m.02544;;;de motie-Stellingwerf over de aanvlieghoogte ( 25466, nr. 40)
commons;1999-2000;82;2000-05-31;25466;41;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25466-41.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5293-5293-1.1.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5293-5293-1?view=html#nl.proc.ob.d.h-tk-19992000-5293-5293-1.1.21.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5293-5293-1.html;aye;aye;no;aye;;aye;aye;aye;aye;aye;Van Gijzel;nl.m.02979;;;de motie-Van Gijzel over de 35 Ke-zone ( 25466, nr. 41)
commons;1999-2000;82;2000-05-31;27035;7;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27035-7.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27035-7?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5293-5294.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5293-5294?view=html#nl.proc.ob.d.h-tk-19992000-5293-5294.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5293-5294.html;no;no;aye;no;;no;no;no;aye;no;Harrewijn;nl.m.02222;;;amendement-Harrewijn (stuk nr. 7)
commons;1999-2000;82;2000-05-31;27035;8;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27035-8.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27035-8?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5293-5294.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5293-5294?view=html#nl.proc.ob.d.h-tk-19992000-5293-5294.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5293-5294.html;no;no;aye;no;;no;no;no;aye;no;Harrewijn;nl.m.02222;;;amendement-Harrewijn (stuk nr. 8)
commons;1999-2000;82;2000-05-31;27035;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/27035;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5293-5294.1.19.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5293-5294?view=html#nl.proc.ob.d.h-tk-19992000-5293-5294.1.19.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5293-5294.html;aye;aye;aye;aye;;aye;aye;aye;aye;aye;;;;;Wijziging van de Wet inkomensvoorziening kunstenaars teneinde kunstenaars met een eigen woning niet langer van een beroep op de Wet inkomensvoorziening kunstenaars uit te sluiten ( 27035)
commons;1999-2000;82;2000-05-31;27035;9;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27035-9.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5293-5294.1.22.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5293-5294?view=html#nl.proc.ob.d.h-tk-19992000-5293-5294.1.22.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5293-5294.html;aye;aye;aye;aye;;aye;aye;aye;aye;aye;Noorman-den Uyl;nl.m.02531;;;de motie-Noorman-den Uyl c.s. over de aflossing van de ABW-krediethypotheek ( 27035, nr. 9)
commons;1999-2000;82;2000-05-31;26800-IXB;33;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26800-IXB-33.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5294-5294-1.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5294-5294-1?view=html#nl.proc.ob.d.h-tk-19992000-5294-5294-1.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5294-5294-1.html;aye;no;no;no;;no;no;no;no;no;Reitsma;nl.m.02824;;;motie-Reitsma (26800-IXB, nr. 33)
commons;1999-2000;83;2000-06-06;26800-XI;70;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26800-XI-70.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5311-5311.1.9.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5311-5311?view=html#nl.proc.ob.d.h-tk-19992000-5311-5311.1.9.3.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5311-5311.html;aye;aye;aye;aye;;aye;aye;aye;aye;aye;Feenstra;nl.m.02860;;;motie-Feenstra (26800-XI, nr. 70)
commons;1999-2000;83;2000-06-06;26800-XI;65;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26800-XI-65.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5311-5311.1.8.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5311-5311?view=html#nl.proc.ob.d.h-tk-19992000-5311-5311.1.8.3.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5311-5311.html;no;no;aye;no;;no;no;no;aye;no;Karimi;nl.m.02255;;;motie-Karimi (26800-XI, nr. 65)
commons;1999-2000;83;2000-06-06;26893;16;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26893-16.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5309-5311.1.38.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5309-5311?view=html#nl.proc.ob.d.h-tk-19992000-5309-5311.1.38.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5309-5311.html;no;aye;aye;aye;;no;aye;aye;aye;no;Van der Steenhoven;nl.m.02242;Stellingwerf;nl.m.02544;de motie-Van der Steenhoven/Stellingwerf over belangenverstrengeling ( 26893, nr. 16)
commons;1999-2000;83;2000-06-06;26893;15;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26893-15.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5309-5311.1.35.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5309-5311?view=html#nl.proc.ob.d.h-tk-19992000-5309-5311.1.35.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5309-5311.html;no;aye;aye;aye;;no;aye;aye;aye;no;Van der Steenhoven;nl.m.02242;;;de motie-Van der Steenhoven over Groningen Eelde Airport ( 26893, nr. 15)
commons;1999-2000;83;2000-06-06;26893;14;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26893-14.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5309-5311.1.32.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5309-5311?view=html#nl.proc.ob.d.h-tk-19992000-5309-5311.1.32.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5309-5311.html;no;aye;aye;aye;;aye;aye;aye;aye;no;Van Walsem;nl.m.02564;Stellingwerf;nl.m.02544;de motie-Van Walsem/Stellingwerf over een verbod op het reclamesleepvliegen ( 26893, nr. 14)
commons;1999-2000;83;2000-06-06;26893;13;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26893-13.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5309-5311.1.29.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5309-5311?view=html#nl.proc.ob.d.h-tk-19992000-5309-5311.1.29.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5309-5311.html;no;aye;aye;aye;;aye;aye;aye;aye;no;Van Walsem;nl.m.02564;Stellingwerf;nl.m.02544;de motie-Van Walsem/Stellingwerf over een vliegverbod boven stiltegebieden ( 26893, nr. 13)
commons;1999-2000;83;2000-06-06;26893;18;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26893-18.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5309-5311.1.26.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5309-5311?view=html#nl.proc.ob.d.h-tk-19992000-5309-5311.1.26.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5309-5311.html;aye;aye;aye;aye;;aye;aye;aye;aye;no;Feenstra;nl.m.02860;;;motie-Feenstra (26893, nr. 18)
commons;1999-2000;83;2000-06-06;26893;10;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26893-10.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5309-5311.1.22.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5309-5311?view=html#nl.proc.ob.d.h-tk-19992000-5309-5311.1.22.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5309-5311.html;aye;aye;no;no;;no;no;aye;no;aye;Th.A.M. Meijer;nl.m.02575;;;de motie-Th.A.M. Meijer over een standstill voor binnenlandse vluchten ( 26893, nr. 10)
commons;1999-2000;83;2000-06-06;26893;9;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26893-9.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5309-5311.1.19.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5309-5311?view=html#nl.proc.ob.d.h-tk-19992000-5309-5311.1.19.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5309-5311.html;aye;aye;aye;aye;;aye;aye;aye;aye;aye;Stellingwerf;nl.m.02544;;;de motie-Stellingwerf over cumulatieve geluidseffecten ( 26893, nr. 9)
commons;1999-2000;83;2000-06-06;26893;17;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26893-17.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5309-5311.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5309-5311?view=html#nl.proc.ob.d.h-tk-19992000-5309-5311.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5309-5311.html;no;aye;aye;aye;;aye;aye;aye;aye;no;Stellingwerf;nl.m.02544;;;motie-Stellingwerf c.s. (26893, nr. 17)
commons;1999-2000;83;2000-06-06;26893;7;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26893-7.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5309-5311.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5309-5311?view=html#nl.proc.ob.d.h-tk-19992000-5309-5311.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5309-5311.html;aye;aye;no;aye;;aye;aye;aye;no;aye;Verbugt;nl.m.02896;Feenstra;nl.m.02860;de motie-Verbugt/Feenstra over de luchtverkeersbeveiliging ( 26893, nr. 7)
commons;1999-2000;83;2000-06-06;26893;6;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26893-6.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5309-5311.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5309-5311?view=html#nl.proc.ob.d.h-tk-19992000-5309-5311.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5309-5311.html;aye;no;no;no;;no;no;no;no;aye;Verbugt;nl.m.02896;;;de motie-Verbugt over een verhandelbaarheidssysteem ( 26893, nr. 6)
commons;1999-2000;86;2000-06-14;26975;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/26975;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5547-5547.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5547-5547?view=html#nl.proc.ob.d.h-tk-19992000-5547-5547.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5547-5547.html;no;aye;no;aye;;aye;aye;aye;no;aye;;;;;Invoering van de Vreemdelingenwet 2000 en daarmee verband houdende wijziging van diverse wetten alsmede intrekking van de Wet gemeentelijke zorg voor houders van een voorwaardelijke vergunning tot verblijf (Invoeringswet Vreemdelingenwet 2000) ( 26975)
commons;1999-2000;86;2000-06-14;26732;76;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26732-76.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5547-5548.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5547-5548?view=html#nl.proc.ob.d.h-tk-19992000-5547-5548.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5547-5548.html;aye;aye;aye;aye;;aye;aye;aye;aye;aye;Dittrich;nl.m.02512;;;de motie-Dittrich c.s. over evaluatie van de Vreemdelingenwet 2000 ( 26732, nr. 76)
commons;1999-2000;86;2000-06-14;26732;77;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26732-77.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5547-5548.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5547-5548?view=html#nl.proc.ob.d.h-tk-19992000-5547-5548.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5547-5548.html;no;aye;no;aye;;aye;aye;aye;no;aye;Dittrich;nl.m.02512;;;de motie-Dittrich c.s. over inburgeringscursussen ( 26732, nr. 77)
commons;1999-2000;86;2000-06-14;26732;78;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26732-78.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5547-5548.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5547-5548?view=html#nl.proc.ob.d.h-tk-19992000-5547-5548.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5547-5548.html;aye;aye;no;no;;aye;no;aye;no;aye;Kamp;nl.m.02523;;;de motie-Kamp c.s. over het onderzoek naar identiteit en nationaliteit ( 26732, nr. 78)
commons;1999-2000;86;2000-06-14;26732;79;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26732-79.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5547-5548.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5547-5548?view=html#nl.proc.ob.d.h-tk-19992000-5547-5548.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5547-5548.html;aye;aye;no;aye;;aye;aye;aye;no;aye;Kamp;nl.m.02523;;;de motie-Kamp c.s. over herhaalde asielaanvragen ( 26732, nr. 79)
commons;1999-2000;86;2000-06-14;26732;80;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26732-80.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5547-5548.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5547-5548?view=html#nl.proc.ob.d.h-tk-19992000-5547-5548.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5547-5548.html;aye;aye;aye;aye;;aye;aye;aye;aye;aye;Middel;nl.m.02987;;;de motie-Middel c.s. over activiteiten van internationale organisaties in landen van herkomst ( 26732, nr. 80)
commons;1999-2000;86;2000-06-14;26732;81;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26732-81.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5547-5548.1.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5547-5548?view=html#nl.proc.ob.d.h-tk-19992000-5547-5548.1.21.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5547-5548.html;aye;aye;no;aye;;aye;aye;aye;aye;aye;Rouvoet;nl.m.02541;;;de motie-Rouvoet c.s. over opvang van vluchtelingen in de regio ( 26732, nr. 81)
commons;1999-2000;86;2000-06-14;26732;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/26732;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5541-5547.1.206.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5541-5547?view=html#nl.proc.ob.d.h-tk-19992000-5541-5547.1.206.3.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5541-5547.html;no;aye;no;aye;;aye;aye;aye;no;aye;;;;;Algehele herziening van de Vreemdelingenwet (Vreemdelingenwet 2000) ( 26732)
commons;1999-2000;86;2000-06-14;26732;32;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26732-32.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26732-32?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5541-5547.1.196.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5541-5547?view=html#nl.proc.ob.d.h-tk-19992000-5541-5547.1.196.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5541-5547.html;aye;aye;aye;aye;;aye;aye;aye;aye;aye;Middel;nl.m.02987;;;amendement-Middel c.s. (stuk nr. 32)
commons;1999-2000;86;2000-06-14;26732;30;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26732-30.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26732-30?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5541-5547.1.192.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5541-5547?view=html#nl.proc.ob.d.h-tk-19992000-5541-5547.1.192.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5541-5547.html;no;aye;aye;aye;;aye;aye;aye;aye;aye;Albayrak;nl.m.02202;;;amendement-Albayrak c.s. (stuk nr. 30)
commons;1999-2000;86;2000-06-14;26732;62;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26732-62.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26732-62?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5541-5547.1.187.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5541-5547?view=html#nl.proc.ob.d.h-tk-19992000-5541-5547.1.187.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5541-5547.html;no;no;aye;no;;no;no;no;aye;no;Halsema;nl.m.02220;;;amendement-Halsema (stuk nr. 62)
commons;1999-2000;86;2000-06-14;26732;63;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26732-63.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26732-63?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5541-5547.1.182.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5541-5547?view=html#nl.proc.ob.d.h-tk-19992000-5541-5547.1.182.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5541-5547.html;no;no;aye;no;;no;no;no;aye;no;Halsema;nl.m.02220;;;amendement-Halsema (stuk nr. 63)
commons;1999-2000;86;2000-06-14;26732;33;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26732-33.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26732-33?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5541-5547.1.178.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-5541-5547?view=html#nl.proc.ob.d.h-tk-19992000-5541-5547.1.178.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-5541-5547.html;aye;aye;aye;no;;aye;no;no;aye;aye;Dittrich;nl.m.02512;;;amendement-Dittrich c.s. (stuk nr. 33)
