#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.cda;nl.p.cu;nl.p.d66;nl.p.gl;nl.p.gpv;nl.p.osf;nl.p.pvda;nl.p.rpf;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;2000-2001;54;2001-02-22;19637;564;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-19637-564.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3987-3987-2.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3987-3987-2?view=html#nl.proc.ob.d.h-tk-20002001-3987-3987-2.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-3987-3987-2.html;aye;;no;no;aye;;no;aye;aye;aye;no;Rouvoet;nl.m.02541;Van der Staaij;nl.m.02252;de motie-Rouvoet/Van der Staaij over aanvullende maatregelen ( 19637, nr. 564)
commons;2000-2001;54;2001-02-22;24095;63;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-24095-63.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3987-3987-4.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3987-3987-4?view=html#nl.proc.ob.d.h-tk-20002001-3987-3987-4.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-3987-3987-4.html;aye;;aye;aye;aye;;aye;aye;aye;aye;aye;Wagenaar;nl.m.02612;;;de motie-Wagenaar c.s. over continuering van bestaande zenders ( 24095, nr. 63)
commons;2000-2001;54;2001-02-22;24095;64;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24095-64.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3987-3987-4.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3987-3987-4?view=html#nl.proc.ob.d.h-tk-20002001-3987-3987-4.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-3987-3987-4.html;aye;;no;aye;no;;no;no;no;aye;no;Atsma;nl.m.02204;;;de motie-Atsma over een alternatief voor de frequentieveiling ( 24095, nr. 64)
commons;2000-2001;54;2001-02-22;24095;65;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24095-65.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3987-3987-4.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3987-3987-4?view=html#nl.proc.ob.d.h-tk-20002001-3987-3987-4.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-3987-3987-4.html;aye;;no;aye;aye;;no;aye;aye;aye;no;Halsema;nl.m.02220;;;de motie-Halsema over verlenging van de implementatietermijn ( 24095, nr. 65)
commons;2000-2001;54;2001-02-22;27467;2;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27467-2.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3987-3987.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3987-3987?view=html#nl.proc.ob.d.h-tk-20002001-3987-3987.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-3987-3987.html;aye;;aye;aye;aye;;aye;aye;aye;aye;aye;Karimi;nl.m.02255;Dijksma;nl.m.02510;de motie-Karimi/Dijksma over een nadere praktische uitwerking van de nota en doorlichting van het bestaande instrumentarium ( 27467, nr. 2)
commons;2000-2001;54;2001-02-22;26043;23;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26043-23.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3985-3986.1.42.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3985-3986?view=html#nl.proc.ob.d.h-tk-20002001-3985-3986.1.42.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-3985-3986.html;aye;;aye;aye;aye;;aye;aye;aye;aye;aye;Duijkers;nl.m.02215;;;de motie-Duijkers c.s. over verkenning van modernisering van het pensioenstelsel ( 26043, nr. 23)
commons;2000-2001;54;2001-02-22;26043;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/26043;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3985-3986.1.39.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3985-3986?view=html#nl.proc.ob.d.h-tk-20002001-3985-3986.1.39.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-3985-3986.html;aye;;aye;aye;aye;;aye;aye;aye;aye;aye;;;;;Wijziging van de Algemene pensioenwet politieke ambtsdragers (pensioenopbouw, waarde-overdracht en waarde-overname alsmede enige andere onderwerpen) ( 26043)
commons;2000-2001;54;2001-02-22;26043;22;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26043-22.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26043-22?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3985-3986.1.34.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3985-3986?view=html#nl.proc.ob.d.h-tk-20002001-3985-3986.1.34.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-3985-3986.html;aye;;aye;no;aye;;aye;aye;aye;no;aye;Van der Hoeven;nl.m.02880;;;amendement-Van der Hoeven c.s. (stuk nr. 22)
commons;2000-2001;54;2001-02-22;27220;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/27220;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3983-3983.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3983-3983?view=html#nl.proc.ob.d.h-tk-20002001-3983-3983.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-3983-3983.html;aye;;aye;aye;aye;;aye;aye;aye;aye;aye;;;;;Wijziging van de Algemene pensioenwet politieke ambtsdragers en de Waterschapswet met betrekking tot gedeputeerden, wethouders en waterschapsbestuurders ( 27220)
commons;2000-2001;54;2001-02-22;27276;11;amendement;accepted;hoofdelijk;https://zoek.officielebekendmakingen.nl/kst-27276-11.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27276-11?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3983-3985.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3983-3985?view=html#nl.proc.ob.d.h-tk-20002001-3983-3985.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-3983-3985.html;;;;;;;;;;;;Waalkens;nl.m.02257;;;amendement-Waalkens (stuk nr. 11)
commons;2000-2001;54;2001-02-22;27276;19;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27276-19.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27276-19?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3983-3985.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3983-3985?view=html#nl.proc.ob.d.h-tk-20002001-3983-3985.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-3983-3985.html;no;;no;no;aye;;no;aye;no;aye;no;Stellingwerf;nl.m.02544;;;amendement-Stellingwerf (stuk nr. 19, I)
commons;2000-2001;54;2001-02-22;27276;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/27276;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3983-3985.1.25.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3983-3985?view=html#nl.proc.ob.d.h-tk-20002001-3983-3985.1.25.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-3983-3985.html;aye;;aye;aye;aye;;aye;aye;aye;aye;aye;;;;;Wijziging van de Meststoffenwet in verband met een aanscherping van de normen van het stelsel van regulerende mineralenheffingen en de invoering van een stelsel van mestafzetovereenkomsten ( 27276)
commons;2000-2001;54;2001-02-22;27276;22;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27276-22.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3983-3985.1.26.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3983-3985?view=html#nl.proc.ob.d.h-tk-20002001-3983-3985.1.26.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-3983-3985.html;aye;;aye;aye;aye;;aye;aye;aye;aye;aye;Waalkens;nl.m.02257;;;motie-Waalkens (27276, nr. 22)
commons;2000-2001;54;2001-02-22;27276;23;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27276-23.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3983-3985.1.26.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3983-3985?view=html#nl.proc.ob.d.h-tk-20002001-3983-3985.1.26.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-3983-3985.html;aye;;no;no;aye;;no;aye;aye;aye;aye;Van der Vlies;nl.m.02682;;;motie-Van der Vlies (27276, nr. 23)
commons;2000-2001;54;2001-02-22;27276;18;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27276-18.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3983-3985.1.26.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3983-3985?view=html#nl.proc.ob.d.h-tk-20002001-3983-3985.1.26.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-3983-3985.html;aye;;no;no;no;;no;no;aye;no;aye;Oplaat;nl.m.02233;;;de motie-Oplaat over een onnodige stapeling van regelgeving ( 27276, nr. 18)
commons;2000-2001;54;2001-02-22;26043;19;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26043-19.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26043-19?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3985-3986.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3985-3986?view=html#nl.proc.ob.d.h-tk-20002001-3985-3986.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-3985-3986.html;aye;;aye;no;aye;;aye;aye;aye;no;aye;Duijkers;nl.m.02215;;;amendement-Duijkers c.s. (stuk nr. 19, I)
commons;2000-2001;54;2001-02-22;26043;21;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26043-21.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26043-21?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3985-3986.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3985-3986?view=html#nl.proc.ob.d.h-tk-20002001-3985-3986.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-3985-3986.html;aye;;aye;no;aye;;aye;aye;aye;no;aye;Scheltema-de Nie;nl.m.02982;;;amendement-Scheltema-de Nie c.s. (stuk nr. 21, I)
commons;2000-2001;54;2001-02-22;26043;20;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26043-20.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26043-20?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3985-3986.1.25.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-3985-3986?view=html#nl.proc.ob.d.h-tk-20002001-3985-3986.1.25.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-3985-3986.html;aye;;aye;aye;aye;;aye;aye;aye;no;aye;Luchtenveld;nl.m.02627;;;amendement-Luchtenveld c.s. (stuk nr. 20, I)
commons;2000-2001;55;2001-03-13;26734;30;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26734-30.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26734-30?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4016-4018.1.54.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4016-4018?view=html#nl.proc.ob.d.h-tk-20002001-4016-4018.1.54.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-4016-4018.html;aye;aye;aye;no;;;no;;no;aye;no;Rietkerk;nl.m.02237;;;amendement-Rietkerk (stuk nr. 30)
commons;2000-2001;55;2001-03-13;26734;25;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26734-25.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26734-25?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4016-4018.1.61.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4016-4018?view=html#nl.proc.ob.d.h-tk-20002001-4016-4018.1.61.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-4016-4018.html;no;no;no;aye;;;aye;;no;aye;aye;Verbugt;nl.m.02896;;;amendement-Verbugt (stuk nr. 25)
commons;2000-2001;55;2001-03-13;26734;19;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26734-19.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26734-19?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4016-4018.1.66.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4016-4018?view=html#nl.proc.ob.d.h-tk-20002001-4016-4018.1.66.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-4016-4018.html;aye;no;no;aye;;;no;;no;aye;no;Rietkerk;nl.m.02237;;;amendement-Rietkerk (stuk nr. 19)
commons;2000-2001;55;2001-03-13;26734;29;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26734-29.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26734-29?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4016-4018.1.72.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4016-4018?view=html#nl.proc.ob.d.h-tk-20002001-4016-4018.1.72.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-4016-4018.html;no;no;aye;aye;;;aye;;no;aye;aye;Schoenmakers;nl.m.02250;;;amendement-Schoenmakers (stuk nr. 29, I)
commons;2000-2001;55;2001-03-13;26734;18;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26734-18.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26734-18?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4016-4018.1.81.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4016-4018?view=html#nl.proc.ob.d.h-tk-20002001-4016-4018.1.81.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-4016-4018.html;aye;aye;aye;aye;;;aye;;aye;aye;aye;Rietkerk;nl.m.02237;;;amendement-Rietkerk (stuk nr. 18)
commons;2000-2001;55;2001-03-13;26734;20;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26734-20.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26734-20?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4016-4018.1.85.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4016-4018?view=html#nl.proc.ob.d.h-tk-20002001-4016-4018.1.85.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-4016-4018.html;aye;aye;aye;aye;;;aye;;aye;aye;no;Rietkerk;nl.m.02237;;;amendement-Rietkerk (stuk nr. 20)
commons;2000-2001;55;2001-03-13;26734;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/26734;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4016-4018.1.92.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4016-4018?view=html#nl.proc.ob.d.h-tk-20002001-4016-4018.1.92.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-4016-4018.html;aye;aye;aye;aye;;;aye;;aye;aye;aye;;;;;Wijziging van de Woningwet naar aanleiding van enerzijds de evaluatie van die wet en anderzijds het project Marktwerking, Deregulering en Wetgevingskwaliteit (bouwvergunningprocedure en welstandstoezicht) ( 26734)
commons;2000-2001;55;2001-03-13;27450;9;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27450-9.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4019-4020.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4019-4020?view=html#nl.proc.ob.d.h-tk-20002001-4019-4020.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-4019-4020.html;aye;aye;aye;aye;;;aye;;aye;aye;no;Schoenmakers;nl.m.02250;Ravestein;nl.m.02254;motie-Schoenmakers/Ravestein (27450, nr. 9)
commons;2000-2001;55;2001-03-13;27450;10;motie;rejected;hoofdelijk;https://zoek.officielebekendmakingen.nl/kst-27450-10.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4019-4020.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4019-4020?view=html#nl.proc.ob.d.h-tk-20002001-4019-4020.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-4019-4020.html;;;;;;;;;;;;Schoenmakers;nl.m.02250;;;motie-Schoenmakers (27450, nr. 10)
commons;2000-2001;55;2001-03-13;27450;4;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27450-4.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4019-4020.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4019-4020?view=html#nl.proc.ob.d.h-tk-20002001-4019-4020.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-4019-4020.html;no;no;aye;aye;;;aye;;no;aye;no;Schoenmakers;nl.m.02250;Halsema;nl.m.02220;de motie-Schoenmakers/Halsema over ontwerpstudies voor de Deltametropool ( 27450, nr. 4)
commons;2000-2001;55;2001-03-13;27450;6;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27450-6.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4019-4020.1.19.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4019-4020?view=html#nl.proc.ob.d.h-tk-20002001-4019-4020.1.19.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-4019-4020.html;aye;no;no;aye;;;no;;no;aye;no;Halsema;nl.m.02220;;;de motie-Halsema over broedplaatsenbeleid ( 27450, nr. 6)
commons;2000-2001;55;2001-03-13;27450;7;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27450-7.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4019-4020.1.22.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4019-4020?view=html#nl.proc.ob.d.h-tk-20002001-4019-4020.1.22.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-4019-4020.html;no;aye;aye;aye;;;aye;;no;aye;no;Halsema;nl.m.02220;;;de motie-Halsema over lokale architectuurcentra ( 27450, nr. 7)
commons;2000-2001;55;2001-03-13;27261;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/27261;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4020-4020.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4020-4020?view=html#nl.proc.ob.d.h-tk-20002001-4020-4020.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-4020-4020.html;aye;aye;aye;aye;;;aye;;aye;aye;aye;;;;;Wijziging van de Wet op de Geneesmiddelenvoorziening en de Wet op de economische delicten in verband met de aanwijzing als economisch delict van illegale handel in de geneesmiddelen, zulks mede ter verbetering van de bestrijding van doping in de sport ( 27261)
commons;2000-2001;55;2001-03-13;26734;27;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26734-27.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26734-27?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4016-4018.1.50.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4016-4018?view=html#nl.proc.ob.d.h-tk-20002001-4016-4018.1.50.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-4016-4018.html;aye;aye;aye;aye;;;no;;aye;no;no;Van Middelkoop;nl.m.02973;;;amendement-Van Middelkoop (stuk nr. 27, I)
commons;2000-2001;55;2001-03-13;26734;35;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26734-35.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26734-35?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4016-4018.1.47.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4016-4018?view=html#nl.proc.ob.d.h-tk-20002001-4016-4018.1.47.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-4016-4018.html;no;no;aye;aye;;;no;;no;aye;no;Poppe;nl.m.02536;;;amendement-Poppe (stuk nr. 35, I)
senate;2000-2001;22;2001-03-13;26988:,1645;187g;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/26988:,1645;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20002001-1035-1047.1.16.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20002001-1035-1047?view=html#nl.proc.ob.d.h-ek-20002001-1035-1047.1.16.3.1;https://zoek.officielebekendmakingen.nl/h-ek-20002001-1035-1047.html;aye;;aye;aye;aye;aye;no;aye;aye;aye;no;De Wolff;nl.m.02281;;;motie-De Wolff c.s. (26988, R1645, nr. 187g)
senate;2000-2001;22;2001-03-13;26988;;wetsvoorstel;rejected;hoofdelijk;https://zoek.officielebekendmakingen.nl/dossier/26988;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20002001-1035-1047.1.15.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20002001-1035-1047?view=html#nl.proc.ob.d.h-ek-20002001-1035-1047.1.15.3.1;https://zoek.officielebekendmakingen.nl/h-ek-20002001-1035-1047.html;;;;;;;;;;;;;;;;het wetsvoorstel Goedkeuring van de opzegging van het op 26 juni 1957 te Genève totstandgekomen Verdrag betreffende de wekelijkse rusttijd in de handel en op kantoren (Verdrag nr. 106, aangenomen door de Internationale Arbeidsconferentie in haar 40ste zitting  Trb. 1964, 61) ( 26988, R1645)
commons;2000-2001;55;2001-03-13;26734;34;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26734-34.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26734-34?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4016-4018.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4016-4018?view=html#nl.proc.ob.d.h-tk-20002001-4016-4018.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-4016-4018.html;no;aye;aye;no;;;aye;;no;no;aye;Schoenmakers;nl.m.02250;Verbugt;nl.m.02896;amendement-Schoenmakers/Verbugt (stuk nr. 34, I)
commons;2000-2001;55;2001-03-13;26734;17;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26734-17.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26734-17?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4016-4018.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4016-4018?view=html#nl.proc.ob.d.h-tk-20002001-4016-4018.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-4016-4018.html;no;aye;no;no;;;no;;aye;aye;no;Van Middelkoop;nl.m.02973;;;amendement-Van Middelkoop tot invoeging van een nieuw punt 1 (stuk nr. 17, I)
commons;2000-2001;55;2001-03-13;26734;33;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26734-33.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26734-33?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4016-4018.1.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4016-4018?view=html#nl.proc.ob.d.h-tk-20002001-4016-4018.1.17.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-4016-4018.html;no;no;no;aye;;;no;;no;aye;no;Van Gent;nl.m.02218;;;amendement-Van Gent (stuk nr. 33)
commons;2000-2001;55;2001-03-13;26734;14;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26734-14.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26734-14?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4016-4018.1.23.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4016-4018?view=html#nl.proc.ob.d.h-tk-20002001-4016-4018.1.23.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-4016-4018.html;aye;aye;no;no;;;no;;aye;no;no;Van Middelkoop;nl.m.02973;;;amendement-Van Middelkoop tot het doen vervallen van het vierde lid (stuk nr. 14, I)
commons;2000-2001;55;2001-03-13;26734;15;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26734-15.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26734-15?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4016-4018.1.31.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4016-4018?view=html#nl.proc.ob.d.h-tk-20002001-4016-4018.1.31.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-4016-4018.html;no;aye;no;no;;;no;;aye;aye;no;Van Middelkoop;nl.m.02973;;;amendement-Van Middelkoop tot het doen vervallen van het vierde lid (stuk nr. 15, I)
commons;2000-2001;55;2001-03-13;26734;23;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26734-23.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26734-23?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4016-4018.1.36.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-4016-4018?view=html#nl.proc.ob.d.h-tk-20002001-4016-4018.1.36.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-4016-4018.html;aye;aye;no;aye;;;no;;aye;aye;no;Van Gent;nl.m.02218;;;amendement-Van Gent tot invoeging van een nieuw onderdeel b (stuk nr. 23)
